entityRef,entityRefName,entityID
http://www.reactome.org/biopax/95/48887#ProteinReference9243,RING6,P28067
http://www.reactome.org/biopax/95/48887#ProteinReference9243,UniProt:P28067 HLA-DMA,P28067
http://www.reactome.org/biopax/95/48887#ProteinReference9243,DMA,P28067
http://www.reactome.org/biopax/95/48887#ProteinReference9243,HLA-DMA,P28067
http://www.reactome.org/biopax/95/48887#ProteinReference10125,UniProt:Q96SR6 ZNF382,Q96SR6
http://www.reactome.org/biopax/95/48887#ProteinReference10125,ZNF382,Q96SR6
http://www.reactome.org/biopax/95/48887#ProteinReference1115,DRIP92,Q9Y2X0
http://www.reactome.org/biopax/95/48887#ProteinReference1115,MED16,Q9Y2X0
http://www.reactome.org/biopax/95/48887#ProteinReference1115,UniProt:Q9Y2X0 MED16,Q9Y2X0
http://www.reactome.org/biopax/95/48887#ProteinReference1115,THRAP5,Q9Y2X0
http://www.reactome.org/biopax/95/48887#ProteinReference2198,UniProt:Q86VD7 SLC25A42,Q86VD7
http://www.reactome.org/biopax/95/48887#ProteinReference2198,SLC25A42,Q86VD7
http://www.reactome.org/biopax/95/48887#ProteinReference7163,UniProt:Q9BYT8 NLN,Q9BYT8
http://www.reactome.org/biopax/95/48887#ProteinReference7163,AGTBP,Q9BYT8
http://www.reactome.org/biopax/95/48887#ProteinReference7163,NLN,Q9BYT8
http://www.reactome.org/biopax/95/48887#ProteinReference7163,KIAA1226,Q9BYT8
http://www.reactome.org/biopax/95/48887#ProteinReference4223,UniProt:Q12955 ANK3,Q12955
http://www.reactome.org/biopax/95/48887#ProteinReference4223,ANK3,Q12955
http://www.reactome.org/biopax/95/48887#ProteinReference973,UniProt:Q9NS84 CHST7,Q9NS84
http://www.reactome.org/biopax/95/48887#ProteinReference973,CHST7,Q9NS84
http://www.reactome.org/biopax/95/48887#ProteinReference4175,CDABP0066,O43617
http://www.reactome.org/biopax/95/48887#ProteinReference4175,UniProt:O43617 TRAPPC3,O43617
http://www.reactome.org/biopax/95/48887#ProteinReference4175,TRAPPC3,O43617
http://www.reactome.org/biopax/95/48887#ProteinReference4175,BET3,O43617
http://www.reactome.org/biopax/95/48887#ProteinReference4913,KIAA1940,Q8TF61
http://www.reactome.org/biopax/95/48887#ProteinReference4913,UniProt:Q8TF61 FBXO41,Q8TF61
http://www.reactome.org/biopax/95/48887#ProteinReference4913,FBX41,Q8TF61
http://www.reactome.org/biopax/95/48887#ProteinReference4913,FBXO41,Q8TF61
http://www.reactome.org/biopax/95/48887#ProteinReference10764,C4orf24,Q6ZW61
http://www.reactome.org/biopax/95/48887#ProteinReference10764,BBS12,Q6ZW61
http://www.reactome.org/biopax/95/48887#ProteinReference10764,UniProt:Q6ZW61 BBS12,Q6ZW61
http://www.reactome.org/biopax/95/48887#ProteinReference3614,UniProt:P20807 CAPN3,P20807
http://www.reactome.org/biopax/95/48887#ProteinReference3614,CANP3,P20807
http://www.reactome.org/biopax/95/48887#ProteinReference3614,CANPL3,P20807
http://www.reactome.org/biopax/95/48887#ProteinReference3614,CAPN3,P20807
http://www.reactome.org/biopax/95/48887#ProteinReference3614,NCL1,P20807
http://www.reactome.org/biopax/95/48887#ProteinReference2135,NT5C2,P49902
http://www.reactome.org/biopax/95/48887#ProteinReference2135,NT5CP,P49902
http://www.reactome.org/biopax/95/48887#ProteinReference2135,UniProt:P49902 NT5C2,P49902
http://www.reactome.org/biopax/95/48887#ProteinReference2135,PNT5,P49902
http://www.reactome.org/biopax/95/48887#ProteinReference2135,NT5B,P49902
http://www.reactome.org/biopax/95/48887#ProteinReference3917,UniProt:O75347 TBCA,O75347
http://www.reactome.org/biopax/95/48887#ProteinReference3917,TBCA,O75347
http://www.reactome.org/biopax/95/48887#ProteinReference202,UniProt:Q8NCS7 SLC44A5,Q8NCS7
http://www.reactome.org/biopax/95/48887#ProteinReference202,SLC44A5,Q8NCS7
http://www.reactome.org/biopax/95/48887#ProteinReference202,CTL5,Q8NCS7
http://www.reactome.org/biopax/95/48887#ProteinReference6598,HP,P00738
http://www.reactome.org/biopax/95/48887#ProteinReference6598,UniProt:P00738 HP,P00738
http://www.reactome.org/biopax/95/48887#ProteinReference2142,NUDT1,P36639-4
http://www.reactome.org/biopax/95/48887#ProteinReference2142,UniProt:P36639-4 NUDT1,P36639-4
http://www.reactome.org/biopax/95/48887#ProteinReference2142,MTH1,P36639-4
http://www.reactome.org/biopax/95/48887#ProteinReference2813,UniProt:Q09161 NCBP1,Q09161
http://www.reactome.org/biopax/95/48887#ProteinReference2813,CBP80,Q09161
http://www.reactome.org/biopax/95/48887#ProteinReference2813,NCBP,Q09161
http://www.reactome.org/biopax/95/48887#ProteinReference2813,NCBP1,Q09161
http://www.reactome.org/biopax/95/48887#ProteinReference345,AQP11,Q8NBQ7
http://www.reactome.org/biopax/95/48887#ProteinReference345,UniProt:Q8NBQ7 AQP11,Q8NBQ7
http://www.reactome.org/biopax/95/48887#ProteinReference345,PSEC0027,Q8NBQ7
http://www.reactome.org/biopax/95/48887#ProteinReference345,AQPX1,Q8NBQ7
http://www.reactome.org/biopax/95/48887#ProteinReference3387,COL19A1,Q14993
http://www.reactome.org/biopax/95/48887#ProteinReference3387,UniProt:Q14993 COL19A1,Q14993
http://www.reactome.org/biopax/95/48887#ProteinReference5517,UniProt:Q9P1W8 SIRPG,Q9P1W8
http://www.reactome.org/biopax/95/48887#ProteinReference5517,SIRPG,Q9P1W8
http://www.reactome.org/biopax/95/48887#ProteinReference5517,SIRPB2,Q9P1W8
http://www.reactome.org/biopax/95/48887#ProteinReference10550,HIWI2,Q7Z3Z4
http://www.reactome.org/biopax/95/48887#ProteinReference10550,PIWIL4,Q7Z3Z4
http://www.reactome.org/biopax/95/48887#ProteinReference10550,UniProt:Q7Z3Z4 PIWIL4,Q7Z3Z4
http://www.reactome.org/biopax/95/48887#ProteinReference10550,PIWI,Q7Z3Z4
http://www.reactome.org/biopax/95/48887#ProteinReference5673,AGP2,P19652
http://www.reactome.org/biopax/95/48887#ProteinReference5673,ORM2,P19652
http://www.reactome.org/biopax/95/48887#ProteinReference5673,UniProt:P19652 ORM2,P19652
http://www.reactome.org/biopax/95/48887#ProteinReference1206,FAAH,O00519
http://www.reactome.org/biopax/95/48887#ProteinReference1206,UniProt:O00519 FAAH,O00519
http://www.reactome.org/biopax/95/48887#ProteinReference1206,FAAH1,O00519
http://www.reactome.org/biopax/95/48887#ProteinReference1769,GNAQ,P50148
http://www.reactome.org/biopax/95/48887#ProteinReference1769,UniProt:P50148 GNAQ,P50148
http://www.reactome.org/biopax/95/48887#ProteinReference1769,GAQ,P50148
http://www.reactome.org/biopax/95/48887#ProteinReference7469,PLEKHG5,O94827
http://www.reactome.org/biopax/95/48887#ProteinReference7469,KIAA0720,O94827
http://www.reactome.org/biopax/95/48887#ProteinReference7469,UniProt:O94827 PLEKHG5,O94827
http://www.reactome.org/biopax/95/48887#ProteinReference1506,UniProt:P48736 PIK3CG,P48736
http://www.reactome.org/biopax/95/48887#ProteinReference1506,PIK3CG,P48736
http://www.reactome.org/biopax/95/48887#ProteinReference912,GPC5,P78333
http://www.reactome.org/biopax/95/48887#ProteinReference912,UniProt:P78333 GPC5,P78333
http://www.reactome.org/biopax/95/48887#ProteinReference7704,UniProt:Q9H2A2 ALDH8A1,Q9H2A2
http://www.reactome.org/biopax/95/48887#ProteinReference7704,ALDH12,Q9H2A2
http://www.reactome.org/biopax/95/48887#ProteinReference7704,ALDH8A1,Q9H2A2
http://www.reactome.org/biopax/95/48887#ProteinReference7855,UniProt:Q9Y466 NR2E1,Q9Y466
http://www.reactome.org/biopax/95/48887#ProteinReference7855,TLX,Q9Y466
http://www.reactome.org/biopax/95/48887#ProteinReference7855,NR2E1,Q9Y466
http://www.reactome.org/biopax/95/48887#ProteinReference567,TRP5,Q9UL62
http://www.reactome.org/biopax/95/48887#ProteinReference567,TRPC5,Q9UL62
http://www.reactome.org/biopax/95/48887#ProteinReference567,UniProt:Q9UL62 TRPC5,Q9UL62
http://www.reactome.org/biopax/95/48887#ProteinReference8608,MSTP059,Q14241
http://www.reactome.org/biopax/95/48887#ProteinReference8608,ELOA,Q14241
http://www.reactome.org/biopax/95/48887#ProteinReference8608,TCEB3,Q14241
http://www.reactome.org/biopax/95/48887#ProteinReference8608,UniProt:Q14241 ELOA,Q14241
http://www.reactome.org/biopax/95/48887#ProteinReference1787,UniProt:Q14643 ITPR1,Q14643
http://www.reactome.org/biopax/95/48887#ProteinReference1787,INSP3R1,Q14643
http://www.reactome.org/biopax/95/48887#ProteinReference1787,ITPR1,Q14643
http://www.reactome.org/biopax/95/48887#ProteinReference7761,UniProt:P23458 JAK1,P23458
http://www.reactome.org/biopax/95/48887#ProteinReference7761,JAK1,P23458
http://www.reactome.org/biopax/95/48887#ProteinReference7761,JAK1B,P23458
http://www.reactome.org/biopax/95/48887#ProteinReference7761,JAK1A,P23458
http://www.reactome.org/biopax/95/48887#ProteinReference6855,UniProt:O14757 CHEK1,O14757
http://www.reactome.org/biopax/95/48887#ProteinReference6855,CHEK1,O14757
http://www.reactome.org/biopax/95/48887#ProteinReference6855,CHK1,O14757
http://www.reactome.org/biopax/95/48887#ProteinReference6940,PMEPA1,Q969W9
http://www.reactome.org/biopax/95/48887#ProteinReference6940,UniProt:Q969W9 PMEPA1,Q969W9
http://www.reactome.org/biopax/95/48887#ProteinReference6940,TMEPAI,Q969W9
http://www.reactome.org/biopax/95/48887#ProteinReference6940,STAG1,Q969W9
http://www.reactome.org/biopax/95/48887#ProteinReference954,HS6ST3,Q8IZP7
http://www.reactome.org/biopax/95/48887#ProteinReference954,UniProt:Q8IZP7 HS6ST3,Q8IZP7
http://www.reactome.org/biopax/95/48887#ProteinReference6908,HPN,P05981
http://www.reactome.org/biopax/95/48887#ProteinReference6908,TMPRSS1,P05981
http://www.reactome.org/biopax/95/48887#ProteinReference6908,UniProt:P05981 HPN,P05981
http://www.reactome.org/biopax/95/48887#ProteinReference9556,UniProt:Q8WWA0 ITLN1,Q8WWA0
http://www.reactome.org/biopax/95/48887#ProteinReference9556,ITLN,Q8WWA0
http://www.reactome.org/biopax/95/48887#ProteinReference9556,LFR,Q8WWA0
http://www.reactome.org/biopax/95/48887#ProteinReference9556,ITLN1,Q8WWA0
http://www.reactome.org/biopax/95/48887#ProteinReference9556,UNQ640/PRO1270,Q8WWA0
http://www.reactome.org/biopax/95/48887#ProteinReference9556,INTL,Q8WWA0
http://www.reactome.org/biopax/95/48887#ProteinReference3788,UniProt:P49406 MRPL19,P49406
http://www.reactome.org/biopax/95/48887#ProteinReference3788,MRPL19,P49406
http://www.reactome.org/biopax/95/48887#ProteinReference3788,MRPL15,P49406
http://www.reactome.org/biopax/95/48887#ProteinReference3788,KIAA0104,P49406
http://www.reactome.org/biopax/95/48887#ProteinReference9632,LRG1,P02750
http://www.reactome.org/biopax/95/48887#ProteinReference9632,LRG,P02750
http://www.reactome.org/biopax/95/48887#ProteinReference9632,UniProt:P02750 LRG1,P02750
http://www.reactome.org/biopax/95/48887#ProteinReference1667,SEC24B,O95487
http://www.reactome.org/biopax/95/48887#ProteinReference1667,UniProt:O95487 SEC24B,O95487
http://www.reactome.org/biopax/95/48887#ProteinReference5014,DCUN1D2,Q6PH85
http://www.reactome.org/biopax/95/48887#ProteinReference5014,UniProt:Q6PH85 DCUN1D2,Q6PH85
http://www.reactome.org/biopax/95/48887#ProteinReference5014,C13orf17,Q6PH85
http://www.reactome.org/biopax/95/48887#ProteinReference5014,DCUN1L2,Q6PH85
http://www.reactome.org/biopax/95/48887#ProteinReference9904,UniProt:P32971 TNFSF8,P32971
http://www.reactome.org/biopax/95/48887#ProteinReference9904,TNFSF8,P32971
http://www.reactome.org/biopax/95/48887#ProteinReference9904,CD30LG,P32971
http://www.reactome.org/biopax/95/48887#ProteinReference9904,CD30L,P32971
http://www.reactome.org/biopax/95/48887#ProteinReference1440,CHE1,P06276
http://www.reactome.org/biopax/95/48887#ProteinReference1440,BCHE,P06276
http://www.reactome.org/biopax/95/48887#ProteinReference1440,UniProt:P06276 BCHE,P06276
http://www.reactome.org/biopax/95/48887#ProteinReference5148,UniProt:Q07075 ENPEP,Q07075
http://www.reactome.org/biopax/95/48887#ProteinReference5148,ENPEP,Q07075
http://www.reactome.org/biopax/95/48887#ProteinReference3255,RPUSD3,Q6P087
http://www.reactome.org/biopax/95/48887#ProteinReference3255,UniProt:Q6P087 RPUSD3,Q6P087
http://www.reactome.org/biopax/95/48887#ProteinReference5019,KIAA0076,Q14999
http://www.reactome.org/biopax/95/48887#ProteinReference5019,UniProt:Q14999 CUL7,Q14999
http://www.reactome.org/biopax/95/48887#ProteinReference5019,CUL7,Q14999
http://www.reactome.org/biopax/95/48887#ProteinReference11997,UniProt:Q96RA2 OR7D2,Q96RA2
http://www.reactome.org/biopax/95/48887#ProteinReference11997,OR7D2,Q96RA2
http://www.reactome.org/biopax/95/48887#ProteinReference4791,RAB13,P51153
http://www.reactome.org/biopax/95/48887#ProteinReference4791,GIG4,P51153
http://www.reactome.org/biopax/95/48887#ProteinReference4791,UniProt:P51153 RAB13,P51153
http://www.reactome.org/biopax/95/48887#ProteinReference7967,TCGAP,O14559
http://www.reactome.org/biopax/95/48887#ProteinReference7967,ARHGAP33,O14559
http://www.reactome.org/biopax/95/48887#ProteinReference7967,SNX26,O14559
http://www.reactome.org/biopax/95/48887#ProteinReference7967,UniProt:O14559 ARHGAP33,O14559
http://www.reactome.org/biopax/95/48887#ProteinReference1864,ACO2,Q99798
http://www.reactome.org/biopax/95/48887#ProteinReference1864,UniProt:Q99798 ACO2,Q99798
http://www.reactome.org/biopax/95/48887#ProteinReference1608,UniProt:Q6UWY0 ARSK,Q6UWY0
http://www.reactome.org/biopax/95/48887#ProteinReference1608,TSULF,Q6UWY0
http://www.reactome.org/biopax/95/48887#ProteinReference1608,ARSK,Q6UWY0
http://www.reactome.org/biopax/95/48887#ProteinReference1608,UNQ630/PRO1246,Q6UWY0
http://www.reactome.org/biopax/95/48887#ProteinReference6829,ROCK1,Q13464
http://www.reactome.org/biopax/95/48887#ProteinReference6829,UniProt:Q13464 ROCK1,Q13464
http://www.reactome.org/biopax/95/48887#ProteinReference11962,OR6B1,O95007
http://www.reactome.org/biopax/95/48887#ProteinReference11962,UniProt:O95007 OR6B1,O95007
http://www.reactome.org/biopax/95/48887#ProteinReference18,WHT1,P45844
http://www.reactome.org/biopax/95/48887#ProteinReference18,ABCG1,P45844
http://www.reactome.org/biopax/95/48887#ProteinReference18,ABC8,P45844
http://www.reactome.org/biopax/95/48887#ProteinReference18,UniProt:P45844 ABCG1,P45844
http://www.reactome.org/biopax/95/48887#ProteinReference6590,UniProt:Q8TC07 TBC1D15,Q8TC07
http://www.reactome.org/biopax/95/48887#ProteinReference6590,TBC1D15,Q8TC07
http://www.reactome.org/biopax/95/48887#ProteinReference12092,UniProt:Q0ZLH3 PJVK,Q0ZLH3
http://www.reactome.org/biopax/95/48887#ProteinReference12092,PJVK,Q0ZLH3
http://www.reactome.org/biopax/95/48887#ProteinReference12092,DFNB59,Q0ZLH3
http://www.reactome.org/biopax/95/48887#ProteinReference1069,HCA137,Q96RS0
http://www.reactome.org/biopax/95/48887#ProteinReference1069,TGS1,Q96RS0
http://www.reactome.org/biopax/95/48887#ProteinReference1069,UniProt:Q96RS0 TGS1,Q96RS0
http://www.reactome.org/biopax/95/48887#ProteinReference1069,PIMT,Q96RS0
http://www.reactome.org/biopax/95/48887#ProteinReference1069,NCOA6IP,Q96RS0
http://www.reactome.org/biopax/95/48887#ProteinReference4140,CTSC,P53634
http://www.reactome.org/biopax/95/48887#ProteinReference4140,CPPI,P53634
http://www.reactome.org/biopax/95/48887#ProteinReference4140,UniProt:P53634 CTSC,P53634
http://www.reactome.org/biopax/95/48887#ProteinReference9668,UniProt:Q9Y3L5 RAP2C,Q9Y3L5
http://www.reactome.org/biopax/95/48887#ProteinReference9668,RAP2C,Q9Y3L5
http://www.reactome.org/biopax/95/48887#ProteinReference7521,UNQ146/PRO172,O00548
http://www.reactome.org/biopax/95/48887#ProteinReference7521,DLL1,O00548
http://www.reactome.org/biopax/95/48887#ProteinReference7521,UniProt:O00548 DLL1,O00548
http://www.reactome.org/biopax/95/48887#ProteinReference11966,UniProt:Q9NZP2 OR6C2,Q9NZP2
http://www.reactome.org/biopax/95/48887#ProteinReference11966,OR6C2,Q9NZP2
http://www.reactome.org/biopax/95/48887#ProteinReference9451,UniProt:O75575 CRCP,O75575
http://www.reactome.org/biopax/95/48887#ProteinReference9451,CRCP,O75575
http://www.reactome.org/biopax/95/48887#ProteinReference3065,APOBEC3H,Q6NTF7
http://www.reactome.org/biopax/95/48887#ProteinReference3065,UniProt:Q6NTF7 APOBEC3H,Q6NTF7
http://www.reactome.org/biopax/95/48887#ProteinReference8370,MAP2K6,P52564-1
http://www.reactome.org/biopax/95/48887#ProteinReference8370,UniProt:P52564-1 MAP2K6,P52564-1
http://www.reactome.org/biopax/95/48887#ProteinReference8370,SKK3,P52564-1
http://www.reactome.org/biopax/95/48887#ProteinReference8370,MKK6,P52564-1
http://www.reactome.org/biopax/95/48887#ProteinReference8370,MEK6,P52564-1
http://www.reactome.org/biopax/95/48887#ProteinReference8370,PRKMK6,P52564-1
http://www.reactome.org/biopax/95/48887#ProteinReference4321,GALNT1,Q10472
http://www.reactome.org/biopax/95/48887#ProteinReference4321,UniProt:Q10472 GALNT1,Q10472
http://www.reactome.org/biopax/95/48887#ProteinReference5983,RAB6KIFL,O95235
http://www.reactome.org/biopax/95/48887#ProteinReference5983,UniProt:O95235 KIF20A,O95235
http://www.reactome.org/biopax/95/48887#ProteinReference5983,KIF20A,O95235
http://www.reactome.org/biopax/95/48887#ProteinReference5983,MKLP2,O95235
http://www.reactome.org/biopax/95/48887#ProteinReference4858,TTLL9,Q3SXZ7
http://www.reactome.org/biopax/95/48887#ProteinReference4858,C20orf125,Q3SXZ7
http://www.reactome.org/biopax/95/48887#ProteinReference4858,UniProt:Q3SXZ7 TTLL9,Q3SXZ7
http://www.reactome.org/biopax/95/48887#ProteinReference7322,PTCH,Q13635
http://www.reactome.org/biopax/95/48887#ProteinReference7322,PTCH1,Q13635
http://www.reactome.org/biopax/95/48887#ProteinReference7322,UniProt:Q13635 PTCH1,Q13635
http://www.reactome.org/biopax/95/48887#ProteinReference10319,UniProt:Q68DY9 ZNF772,Q68DY9
http://www.reactome.org/biopax/95/48887#ProteinReference10319,ZNF772,Q68DY9
http://www.reactome.org/biopax/95/48887#ProteinReference6333,CEV14,Q15643
http://www.reactome.org/biopax/95/48887#ProteinReference6333,UniProt:Q15643 TRIP11,Q15643
http://www.reactome.org/biopax/95/48887#ProteinReference6333,TRIP11,Q15643
http://www.reactome.org/biopax/95/48887#ProteinReference2397,IDO2,Q6ZQW0
http://www.reactome.org/biopax/95/48887#ProteinReference2397,UniProt:Q6ZQW0 IDO2,Q6ZQW0
http://www.reactome.org/biopax/95/48887#ProteinReference2397,INDOL1,Q6ZQW0
http://www.reactome.org/biopax/95/48887#ProteinReference9623,UniProt:P36222 CHI3L1,P36222
http://www.reactome.org/biopax/95/48887#ProteinReference9623,CHI3L1,P36222
http://www.reactome.org/biopax/95/48887#ProteinReference247,UniProt:O75387 SLC43A1,O75387
http://www.reactome.org/biopax/95/48887#ProteinReference247,SLC43A1,O75387
http://www.reactome.org/biopax/95/48887#ProteinReference247,POV1,O75387
http://www.reactome.org/biopax/95/48887#ProteinReference247,LAT3,O75387
http://www.reactome.org/biopax/95/48887#ProteinReference247,PB39,O75387
http://www.reactome.org/biopax/95/48887#ProteinReference6436,EPGN,Q6UW88
http://www.reactome.org/biopax/95/48887#ProteinReference6436,UNQ3072/PRO9904,Q6UW88
http://www.reactome.org/biopax/95/48887#ProteinReference6436,UniProt:Q6UW88 EPGN,Q6UW88
http://www.reactome.org/biopax/95/48887#ProteinReference7923,RHPN2,Q8IUC4
http://www.reactome.org/biopax/95/48887#ProteinReference7923,UniProt:Q8IUC4 RHPN2,Q8IUC4
http://www.reactome.org/biopax/95/48887#ProteinReference415,ATP6V1F,Q16864
http://www.reactome.org/biopax/95/48887#ProteinReference415,VATF,Q16864
http://www.reactome.org/biopax/95/48887#ProteinReference415,ATP6S14,Q16864
http://www.reactome.org/biopax/95/48887#ProteinReference415,UniProt:Q16864 ATP6V1F,Q16864
http://www.reactome.org/biopax/95/48887#ProteinReference5053,C3,P01024
http://www.reactome.org/biopax/95/48887#ProteinReference5053,CPAMD1,P01024
http://www.reactome.org/biopax/95/48887#ProteinReference5053,UniProt:P01024 C3,P01024
http://www.reactome.org/biopax/95/48887#ProteinReference11177,KAP4.3,Q9BYR4
http://www.reactome.org/biopax/95/48887#ProteinReference11177,UniProt:Q9BYR4 KRTAP4-3,Q9BYR4
http://www.reactome.org/biopax/95/48887#ProteinReference11177,KRTAP4-3,Q9BYR4
http://www.reactome.org/biopax/95/48887#ProteinReference11177,KRTAP4.3,Q9BYR4
http://www.reactome.org/biopax/95/48887#ProteinReference7416,UniProt:P34947 GRK5,P34947
http://www.reactome.org/biopax/95/48887#ProteinReference7416,GPRK5,P34947
http://www.reactome.org/biopax/95/48887#ProteinReference7416,GRK5,P34947
http://www.reactome.org/biopax/95/48887#ProteinReference4206,KDELR2,P33947
http://www.reactome.org/biopax/95/48887#ProteinReference4206,UniProt:P33947 KDELR2,P33947
http://www.reactome.org/biopax/95/48887#ProteinReference4206,ERD2.2,P33947
http://www.reactome.org/biopax/95/48887#ProteinReference256,UniProt:Q7Z2H8 SLC36A1,Q7Z2H8
http://www.reactome.org/biopax/95/48887#ProteinReference256,SLC36A1,Q7Z2H8
http://www.reactome.org/biopax/95/48887#ProteinReference256,PAT1,Q7Z2H8
http://www.reactome.org/biopax/95/48887#ProteinReference6189,UniProt:Q96PH1 NOX5,Q96PH1
http://www.reactome.org/biopax/95/48887#ProteinReference6189,NOX5,Q96PH1
http://www.reactome.org/biopax/95/48887#ProteinReference8073,DSP,P15924
http://www.reactome.org/biopax/95/48887#ProteinReference8073,UniProt:P15924 DSP,P15924
http://www.reactome.org/biopax/95/48887#ProteinReference5504,UniProt:P50552 VASP,P50552
http://www.reactome.org/biopax/95/48887#ProteinReference5504,VASP,P50552
http://www.reactome.org/biopax/95/48887#ProteinReference843,RPI,P49247
http://www.reactome.org/biopax/95/48887#ProteinReference843,RPIA,P49247
http://www.reactome.org/biopax/95/48887#ProteinReference843,UniProt:P49247 RPIA,P49247
http://www.reactome.org/biopax/95/48887#ProteinReference4957,ASB2,Q96Q27
http://www.reactome.org/biopax/95/48887#ProteinReference4957,UniProt:Q96Q27 ASB2,Q96Q27
http://www.reactome.org/biopax/95/48887#ProteinReference3011,UniProt:Q6IEG0 SNRNP48,Q6IEG0
http://www.reactome.org/biopax/95/48887#ProteinReference3011,SNRNP48,Q6IEG0
http://www.reactome.org/biopax/95/48887#ProteinReference3011,C6orf151,Q6IEG0
http://www.reactome.org/biopax/95/48887#ProteinReference2666,UniProt:P16083 NQO2,P16083
http://www.reactome.org/biopax/95/48887#ProteinReference2666,NMOR2,P16083
http://www.reactome.org/biopax/95/48887#ProteinReference2666,NQO2,P16083
http://www.reactome.org/biopax/95/48887#ProteinReference6141,DNAJA4,Q8WW22
http://www.reactome.org/biopax/95/48887#ProteinReference6141,UniProt:Q8WW22 DNAJA4,Q8WW22
http://www.reactome.org/biopax/95/48887#ProteinReference10538,UniProt:P10243 MYBL1,P10243
http://www.reactome.org/biopax/95/48887#ProteinReference10538,AMYB,P10243
http://www.reactome.org/biopax/95/48887#ProteinReference10538,MYBL1,P10243
http://www.reactome.org/biopax/95/48887#ProteinReference6513,CGI-149,Q9Y3E7
http://www.reactome.org/biopax/95/48887#ProteinReference6513,VPS24,Q9Y3E7
http://www.reactome.org/biopax/95/48887#ProteinReference6513,CGI149,Q9Y3E7
http://www.reactome.org/biopax/95/48887#ProteinReference6513,UniProt:Q9Y3E7 CHMP3,Q9Y3E7
http://www.reactome.org/biopax/95/48887#ProteinReference6513,NEDF,Q9Y3E7
http://www.reactome.org/biopax/95/48887#ProteinReference6513,CHMP3,Q9Y3E7
http://www.reactome.org/biopax/95/48887#ProteinReference964,KIAA0990,Q86X52
http://www.reactome.org/biopax/95/48887#ProteinReference964,CHSY,Q86X52
http://www.reactome.org/biopax/95/48887#ProteinReference964,UNQ756/PRO1487,Q86X52
http://www.reactome.org/biopax/95/48887#ProteinReference964,UniProt:Q86X52 CHSY1,Q86X52
http://www.reactome.org/biopax/95/48887#ProteinReference964,CSS1,Q86X52
http://www.reactome.org/biopax/95/48887#ProteinReference964,CHSY1,Q86X52
http://www.reactome.org/biopax/95/48887#ProteinReference3820,CGI-118,Q96GC5
http://www.reactome.org/biopax/95/48887#ProteinReference3820,MRPL48,Q96GC5
http://www.reactome.org/biopax/95/48887#ProteinReference3820,UniProt:Q96GC5 MRPL48,Q96GC5
http://www.reactome.org/biopax/95/48887#ProteinReference3820,HSPC290,Q96GC5
http://www.reactome.org/biopax/95/48887#ProteinReference10872,MAFB,Q9Y5Q3
http://www.reactome.org/biopax/95/48887#ProteinReference10872,KRML,Q9Y5Q3
http://www.reactome.org/biopax/95/48887#ProteinReference10872,UniProt:Q9Y5Q3 MAFB,Q9Y5Q3
http://www.reactome.org/biopax/95/48887#ProteinReference3981,GPI8,Q92643
http://www.reactome.org/biopax/95/48887#ProteinReference3981,UniProt:Q92643 PIGK,Q92643
http://www.reactome.org/biopax/95/48887#ProteinReference3981,PIGK,Q92643
http://www.reactome.org/biopax/95/48887#ProteinReference2023,COX7A2,P14406
http://www.reactome.org/biopax/95/48887#ProteinReference2023,COX7AL,P14406
http://www.reactome.org/biopax/95/48887#ProteinReference2023,UniProt:P14406 COX7A2,P14406
http://www.reactome.org/biopax/95/48887#ProteinReference11799,OR3A8P,P47888
http://www.reactome.org/biopax/95/48887#ProteinReference11799,OR3A7,P47888
http://www.reactome.org/biopax/95/48887#ProteinReference11799,OR3A3,P47888
http://www.reactome.org/biopax/95/48887#ProteinReference11799,OR3A6,P47888
http://www.reactome.org/biopax/95/48887#ProteinReference11799,UniProt:P47888 OR3A3,P47888
http://www.reactome.org/biopax/95/48887#ProteinReference4632,RNF49,Q13489
http://www.reactome.org/biopax/95/48887#ProteinReference4632,UniProt:Q13489 BIRC3,Q13489
http://www.reactome.org/biopax/95/48887#ProteinReference4632,BIRC3,Q13489
http://www.reactome.org/biopax/95/48887#ProteinReference4632,MIHC,Q13489
http://www.reactome.org/biopax/95/48887#ProteinReference4632,API2,Q13489
http://www.reactome.org/biopax/95/48887#ProteinReference3137,EDC3,Q96F86
http://www.reactome.org/biopax/95/48887#ProteinReference3137,LSM16,Q96F86
http://www.reactome.org/biopax/95/48887#ProteinReference3137,UniProt:Q96F86 EDC3,Q96F86
http://www.reactome.org/biopax/95/48887#ProteinReference3137,PP844,Q96F86
http://www.reactome.org/biopax/95/48887#ProteinReference3137,YJDC,Q96F86
http://www.reactome.org/biopax/95/48887#ProteinReference3137,YJEFN2,Q96F86
http://www.reactome.org/biopax/95/48887#ProteinReference1047,INO1,Q9NPH2
http://www.reactome.org/biopax/95/48887#ProteinReference1047,UniProt:Q9NPH2 ISYNA1,Q9NPH2
http://www.reactome.org/biopax/95/48887#ProteinReference1047,ISYNA1,Q9NPH2
http://www.reactome.org/biopax/95/48887#ProteinReference9318,UniProt:Q8IYS5 OSCAR,Q8IYS5
http://www.reactome.org/biopax/95/48887#ProteinReference9318,OSCAR,Q8IYS5
http://www.reactome.org/biopax/95/48887#ProteinReference10227,UniProt:Q8N8J6 ZNF615,Q8N8J6
http://www.reactome.org/biopax/95/48887#ProteinReference10227,ZNF615,Q8N8J6
