entityRef,entityRefName
reactome:ProteinReference3807,UniProt:Q9NRX2 MRPL17
reactome:ProteinReference3807,MRPL17
reactome:ProteinReference4348,UniProt:Q9UNA3 A4GNT
reactome:ProteinReference4348,A4GNT
reactome:ProteinReference11381,UniProt:Q9UBP0 SPAST
reactome:ProteinReference11381,FSP2
reactome:ProteinReference11381,SPAST
reactome:ProteinReference11381,KIAA1083
reactome:ProteinReference11381,ADPSP
reactome:ProteinReference11381,SPG4
reactome:ProteinReference6287,RAMP2
reactome:ProteinReference6287,UniProt:O60895 RAMP2
reactome:ProteinReference1534,PIP3AP
reactome:ProteinReference1534,MTMR12
reactome:ProteinReference1534,UniProt:Q9C0I1 MTMR12
reactome:ProteinReference1534,KIAA1682
reactome:ProteinReference5583,UniProt:P21731 TBXA2R
reactome:ProteinReference5583,TBXA2R
reactome:ProteinReference3734,EF1D
reactome:ProteinReference3734,UniProt:P29692 EEF1D
reactome:ProteinReference3734,EEF1D
reactome:ProteinReference10327,ZNF791
reactome:ProteinReference10327,UniProt:Q3KP31 ZNF791
reactome:ProteinReference1751,UniProt:P36969-2 GPX4
reactome:ProteinReference1751,GPX4
reactome:ProteinReference10702,QN1
reactome:ProteinReference10702,C6orf84
reactome:ProteinReference10702,UniProt:Q5TB80 CEP162
reactome:ProteinReference10702,KIAA1009
reactome:ProteinReference10702,CEP162
reactome:ProteinReference3922,UniProt:P00740 F9
reactome:ProteinReference3922,F9
reactome:ProteinReference5970,KLC2
reactome:ProteinReference5970,UniProt:Q6P597 KLC3
reactome:ProteinReference5970,KLC2L
reactome:ProteinReference5970,KLC3
reactome:ProteinReference8856,ARID4B
reactome:ProteinReference8856,BRCAA1
reactome:ProteinReference8856,SAP180
reactome:ProteinReference8856,RBP1L1
reactome:ProteinReference8856,UniProt:Q4LE39 ARID4B
reactome:ProteinReference8856,RBBP1L1
reactome:ProteinReference7383,TAS2R39
reactome:ProteinReference7383,UniProt:P59534 TAS2R39
reactome:ProteinReference3787,MRPL53
reactome:ProteinReference3787,UniProt:Q96EL3 MRPL53
reactome:ProteinReference11418,PGAM5
reactome:ProteinReference11418,UniProt:Q96HS1-2 PGAM5
reactome:ProteinReference2530,UniProt:P05387 RPLP2
reactome:ProteinReference2530,RPP2
reactome:ProteinReference2530,D11S2243E
reactome:ProteinReference2530,RPLP2
reactome:ProteinReference7190,HTR4
reactome:ProteinReference7190,UniProt:Q13639 HTR4
reactome:ProteinReference4617,UniProt:Q15750 TAB1
reactome:ProteinReference4617,TAB1
reactome:ProteinReference4617,MAP3K7IP1
reactome:ProteinReference8473,Z1521
reactome:ProteinReference8473,UniProt:Q8XAS4 efeB
reactome:ProteinReference8473,efeB
reactome:ProteinReference8473,ycdB
reactome:ProteinReference8473,ECs1265
reactome:ProteinReference5153,UniProt:Q99626 CDX2
reactome:ProteinReference5153,CDX2
reactome:ProteinReference5153,CDX3
reactome:ProteinReference8358,UniProt:P23763 VAMP1
reactome:ProteinReference8358,SYB1
reactome:ProteinReference8358,VAMP1
reactome:ProteinReference9410,UniProt:Q02985 CFHR3
reactome:ProteinReference9410,FHR3
reactome:ProteinReference9410,CFHL3
reactome:ProteinReference9410,CFHR3
reactome:ProteinReference8643,UniProt:F5HG98 UL38
reactome:ProteinReference8643,UL38
reactome:ProteinReference3234,UniProt:Q9H9L3 ISG20L2
reactome:ProteinReference3234,HSD38
reactome:ProteinReference3234,HSD-38
reactome:ProteinReference3234,ISG20L2
reactome:ProteinReference9493,UniProt:P19549 env
reactome:ProteinReference9493,env
reactome:ProteinReference2950,UniProt:Q9HCS7 XAB2
reactome:ProteinReference2950,XAB2
reactome:ProteinReference2950,HCNP
reactome:ProteinReference2950,PP3898
reactome:ProteinReference2950,KIAA1177
reactome:ProteinReference2950,SYF1
reactome:ProteinReference11807,UniProt:Q6IEV9 OR4C11
reactome:ProteinReference11807,OR4C11
reactome:ProteinReference11807,OR4C11P
reactome:ProteinReference8015,UniProt:Q3SXY8 ARL13B
reactome:ProteinReference8015,ARL2L1
reactome:ProteinReference8015,ARL13B
reactome:ProteinReference9767,XRCC9
reactome:ProteinReference9767,UniProt:O15287 FANCG
reactome:ProteinReference9767,FANCG
reactome:ProteinReference7406,GPR176
reactome:ProteinReference7406,UniProt:Q14439 GPR176
reactome:ProteinReference5304,TOP3A
reactome:ProteinReference5304,UniProt:Q13472 TOP3A
reactome:ProteinReference5304,TOP3
reactome:ProteinReference7662,C20orf9
reactome:ProteinReference7662,NGD5
reactome:ProteinReference7662,UniProt:Q9Y366 IFT52
reactome:ProteinReference7662,CGI-53
reactome:ProteinReference7662,IFT52
reactome:ProteinReference10187,UniProt:Q86TJ5 ZNF554
reactome:ProteinReference10187,ZNF554
reactome:ProteinReference11389,UniProt:Q9H611 PIF1
reactome:ProteinReference11389,PIF1
reactome:ProteinReference11389,C15orf20
reactome:ProteinReference9949,TAF1D
reactome:ProteinReference9949,JOSD3
reactome:ProteinReference9949,UniProt:Q9H5J8 TAF1D
reactome:ProteinReference5003,RBBP5
reactome:ProteinReference5003,UniProt:Q15291 RBBP5
reactome:ProteinReference5003,RBQ3
reactome:ProteinReference11280,UniProt:O60684 KPNA6
reactome:ProteinReference11280,IPOA7
reactome:ProteinReference11280,KPNA6
reactome:ProteinReference2452,RPS26
reactome:ProteinReference2452,UniProt:P62854 RPS26
reactome:ProteinReference6713,UNQ232/PRO265
reactome:ProteinReference6713,FLRT2
reactome:ProteinReference6713,KIAA0405
reactome:ProteinReference6713,UniProt:O43155 FLRT2
reactome:ProteinReference658,UNQ153/PRO179
reactome:ProteinReference658,UniProt:Q9Y5C1 ANGPTL3
reactome:ProteinReference658,ANGPT5
reactome:ProteinReference658,ANGPTL3
reactome:ProteinReference11358,MCPH1
reactome:ProteinReference11358,UniProt:Q8NEM0 MCPH1
reactome:ProteinReference6431,UniProt:P01730 CD4
reactome:ProteinReference6431,CD4
reactome:ProteinReference1296,ACSF2
reactome:ProteinReference1296,UNQ493/PRO1009
reactome:ProteinReference1296,UniProt:Q96CM8 ACSF2
reactome:ProteinReference5419,UniProt:Q04724 TLE1
reactome:ProteinReference5419,TLE1
reactome:ProteinReference3469,MFAP2
reactome:ProteinReference3469,UniProt:P55001 MFAP2
reactome:ProteinReference3469,MAGP1
reactome:ProteinReference7935,SOWAHC
reactome:ProteinReference7935,UniProt:Q53LP3 SOWAHC
reactome:ProteinReference7935,C2orf26
reactome:ProteinReference7935,ANKRD57
reactome:ProteinReference9235,LRAP
reactome:ProteinReference9235,UniProt:Q6P179 ERAP2
reactome:ProteinReference9235,ERAP2
reactome:ProteinReference11570,UniProt:P58400 NRXN1
reactome:ProteinReference11570,NRXN1
reactome:ProteinReference8180,NMB
reactome:ProteinReference8180,GPNMB
reactome:ProteinReference8180,UNQ1725/PRO9925
reactome:ProteinReference8180,HGFIN
reactome:ProteinReference8180,UniProt:Q14956 GPNMB
reactome:ProteinReference6945,CCNT2
reactome:ProteinReference6945,UniProt:O60583 CCNT2
reactome:ProteinReference6507,UniProt:Q9BRG1 VPS25
reactome:ProteinReference6507,DERP9
reactome:ProteinReference6507,EAP20
reactome:ProteinReference6507,VPS25
reactome:ProteinReference3725,UniProt:P61009 SPCS3
reactome:ProteinReference3725,SPCS3
reactome:ProteinReference3725,SPC22
reactome:ProteinReference3725,UNQ1841/PRO3567
reactome:ProteinReference9151,UBE2D4
reactome:ProteinReference9151,UniProt:Q9Y2X8 UBE2D4
reactome:ProteinReference9151,UBCH5D
reactome:ProteinReference7922,KIAA1929
reactome:ProteinReference7922,RHPN1
reactome:ProteinReference7922,UniProt:Q8TCX5 RHPN1
reactome:ProteinReference7424,GNAT2
reactome:ProteinReference7424,UniProt:P19087 GNAT2
reactome:ProteinReference7424,GNATC
reactome:ProteinReference1103,UniProt:Q9H204 MED28
reactome:ProteinReference1103,EG1
reactome:ProteinReference1103,MED28
reactome:ProteinReference1103,FKSG20
reactome:ProteinReference9733,TRIM62
reactome:ProteinReference9733,UniProt:Q9BVG3 TRIM62
reactome:ProteinReference10230,ZNF620
reactome:ProteinReference10230,UniProt:Q6ZNG0 ZNF620
reactome:ProteinReference7979,PAK6
reactome:ProteinReference7979,UniProt:Q9NQU5 PAK6
reactome:ProteinReference7979,PAK5
reactome:ProteinReference9143,HVEM
reactome:ProteinReference9143,HVEA
reactome:ProteinReference9143,TNFRSF14
reactome:ProteinReference9143,UniProt:Q92956 TNFRSF14
reactome:ProteinReference9143,UNQ329/PRO509
reactome:ProteinReference7189,HTR2C
reactome:ProteinReference7189,UniProt:P28335 HTR2C
reactome:ProteinReference7189,HTR1C
reactome:ProteinReference9386,UniProt:Q9Y6Z7 COLEC10
reactome:ProteinReference9386,CLL1
reactome:ProteinReference9386,COLEC10
reactome:ProteinReference9386,UNQ366/PRO702
reactome:ProteinReference4137,SEC22B
reactome:ProteinReference4137,UniProt:O75396 SEC22B
reactome:ProteinReference4137,SEC22L1
reactome:ProteinReference3814,MRPL16
reactome:ProteinReference3814,UniProt:Q9NX20 MRPL16
reactome:ProteinReference3814,PNAS-111
reactome:ProteinReference7483,UniProt:Q96DR7 ARHGEF26
reactome:ProteinReference7483,SGEF
reactome:ProteinReference7483,HMFN1864
reactome:ProteinReference7483,ARHGEF26
reactome:ProteinReference1978,UniProt:P31930 UQCRC1
reactome:ProteinReference1978,UQCRC1
reactome:ProteinReference1046,UniProt:O15327 INPP4B
reactome:ProteinReference1046,INPP4B
reactome:ProteinReference10718,UniProt:Q5BJF6 ODF2
reactome:ProteinReference10718,ODF2
reactome:ProteinReference3110,PAN3
reactome:ProteinReference3110,UniProt:Q58A45 PAN3
reactome:ProteinReference11142,UniProt:Q5TA81 LCE2C
reactome:ProteinReference11142,LEP11
reactome:ProteinReference11142,LCE2C
reactome:ProteinReference1600,UniProt:P15289 ARSA
reactome:ProteinReference1600,ARSA
reactome:ProteinReference1045,INPP4A
reactome:ProteinReference1045,UniProt:Q96PE3 INPP4A
reactome:ProteinReference847,TALDO1
reactome:ProteinReference847,TAL
reactome:ProteinReference847,TALDOR
reactome:ProteinReference847,UniProt:P37837 TALDO1
reactome:ProteinReference847,TALDO
reactome:ProteinReference11332,PRO0750
reactome:ProteinReference11332,PPME1
reactome:ProteinReference11332,PP2593
reactome:ProteinReference11332,PME1
reactome:ProteinReference11332,UniProt:Q9Y570 PPME1
reactome:ProteinReference10183,ZNF549
reactome:ProteinReference10183,UniProt:Q6P9A3 ZNF549
reactome:ProteinReference9653,C1QR1
reactome:ProteinReference9653,MXRA4
reactome:ProteinReference9653,CD93
reactome:ProteinReference9653,UniProt:Q9NPY3 CD93
reactome:ProteinReference6636,TIMM17B
reactome:ProteinReference6636,TIM17B
reactome:ProteinReference6636,JM3
reactome:ProteinReference6636,UniProt:O60830 TIMM17B
reactome:ProteinReference6596,GABARAP
reactome:ProteinReference6596,UniProt:O95166 GABARAP
reactome:ProteinReference6596,FLC3B
reactome:ProteinReference6596,HT004
reactome:ProteinReference3190,UniProt:Q8IY37 DHX37
reactome:ProteinReference3190,KIAA1517
reactome:ProteinReference3190,DDX37
reactome:ProteinReference3190,DHX37
reactome:ProteinReference3964,PIGA
reactome:ProteinReference3964,UniProt:P37287 PIGA
reactome:ProteinReference1930,UniProt:O15239 NDUFA1
reactome:ProteinReference1930,NDUFA1
reactome:ProteinReference11107,UniProt:Q99959 PKP2
reactome:ProteinReference11107,PKP2
reactome:ProteinReference9557,UNQ2516/PRO6006
reactome:ProteinReference9557,RNASE7
reactome:ProteinReference9557,UniProt:Q9H1E1 RNASE7
reactome:ProteinReference5789,UniProt:P01782 IGHV3-9
reactome:ProteinReference5789,IGHV3-9
reactome:ProteinReference5234,B2M
reactome:ProteinReference5234,UniProt:P61769 B2M
reactome:ProteinReference5234,CDABP0092
reactome:ProteinReference5234,HDCMA22P
reactome:ProteinReference10506,UniProt:Q9NVM9 INTS13
reactome:ProteinReference10506,ASUN
reactome:ProteinReference10506,GCT1
reactome:ProteinReference10506,C12orf11
reactome:ProteinReference10506,INTS13
reactome:ProteinReference6753,PRKMK2
reactome:ProteinReference6753,MAP2K2
reactome:ProteinReference6753,MEK2
reactome:ProteinReference6753,UniProt:P36507 MAP2K2
reactome:ProteinReference6753,MKK2
reactome:ProteinReference4566,UniProt:Q9Y4A5 TRRAP
reactome:ProteinReference4566,PAF400
reactome:ProteinReference4566,TRRAP
reactome:ProteinReference12,ABCD1
reactome:ProteinReference12,ALD
reactome:ProteinReference12,UniProt:P33897 ABCD1
reactome:ProteinReference9078,SMARCE1
reactome:ProteinReference9078,BAF57
reactome:ProteinReference9078,UniProt:Q969G3 SMARCE1
reactome:ProteinReference8378,MRC1
reactome:ProteinReference8378,UniProt:P22897 MRC1
reactome:ProteinReference8378,MRC1L1
reactome:ProteinReference8378,CLEC13D
reactome:ProteinReference8378,CLEC13DL
reactome:ProteinReference6419,CX32
reactome:ProteinReference6419,GJB1
reactome:ProteinReference6419,UniProt:P08034 GJB1
reactome:ProteinReference10224,UniProt:Q8N823 ZNF611
reactome:ProteinReference10224,ZNF611
reactome:ProteinReference10597,KIAA1737
reactome:ProteinReference10597,UniProt:Q9C0C6 CIPC
reactome:ProteinReference10597,CIPC
reactome:ProteinReference9571,C20orf186
reactome:ProteinReference9571,LPLUNC4
reactome:ProteinReference9571,BPIFB4
reactome:ProteinReference9571,UniProt:P59827 BPIFB4
reactome:ProteinReference4118,UGTR
reactome:ProteinReference4118,UGCGL1
reactome:ProteinReference4118,UGGT1
reactome:ProteinReference4118,UniProt:Q9NYU2 UGGT1
reactome:ProteinReference4118,GT
reactome:ProteinReference4118,UGGT
reactome:ProteinReference4118,UGT1
reactome:ProteinReference1831,UniProt:Q6P587 FAHD1
reactome:ProteinReference1831,FAHD1
reactome:ProteinReference1831,C16orf36
reactome:ProteinReference1831,YISKL
reactome:ProteinReference6126,APC5
reactome:ProteinReference6126,UniProt:Q9UJX4 ANAPC5
reactome:ProteinReference6126,ANAPC5
reactome:ProteinReference3765,MSTP040
reactome:ProteinReference3765,MRPS10
reactome:ProteinReference3765,UniProt:P82664 MRPS10
reactome:ProteinReference7242,ADORA1
reactome:ProteinReference7242,UniProt:P30542 ADORA1
reactome:ProteinReference5350,UniProt:Q12836 ZP4
reactome:ProteinReference5350,ZP4
reactome:ProteinReference5350,ZPB
reactome:ProteinReference5071,UniProt:P23327 HRC
reactome:ProteinReference5071,HRC
reactome:ProteinReference5071,HCP
reactome:ProteinReference2513,RPLP1
reactome:ProteinReference2513,RRP1
reactome:ProteinReference2513,UniProt:P05386 RPLP1
reactome:ProteinReference1403,PNPLA3
reactome:ProteinReference1403,UniProt:Q9NST1 PNPLA3
reactome:ProteinReference1403,C22orf20
reactome:ProteinReference1403,ADPN
reactome:ProteinReference4032,NGRL3
reactome:ProteinReference4032,UniProt:Q86UN3 RTN4RL2
reactome:ProteinReference4032,NGRH1
reactome:ProteinReference4032,RTN4RL2
reactome:ProteinReference10566,SAP30BP
reactome:ProteinReference10566,HCNGP
reactome:ProteinReference10566,HTRG
reactome:ProteinReference10566,HTRP
reactome:ProteinReference10566,UniProt:Q9UHR5 SAP30BP
reactome:ProteinReference2095,GLRX
reactome:ProteinReference2095,GRX
reactome:ProteinReference2095,UniProt:P35754 GLRX
reactome:ProteinReference3778,MRPL1
reactome:ProteinReference3778,UniProt:Q9BYD6 MRPL1
reactome:ProteinReference3778,BM-022
reactome:ProteinReference662,PC5
reactome:ProteinReference662,UniProt:Q92824 PCSK5
reactome:ProteinReference662,PC6
reactome:ProteinReference662,PCSK5
reactome:ProteinReference8894,UniProt:P88812 M2-2
reactome:ProteinReference8894,M2-2
reactome:ProteinReference449,UniProt:Q13555 CAMK2G
reactome:ProteinReference449,CAMK-II
reactome:ProteinReference449,CAMKG
reactome:ProteinReference449,CAMK
reactome:ProteinReference449,CAMK2G
reactome:ProteinReference11515,UniProt:O60741 HCN1
reactome:ProteinReference11515,BCNG1
reactome:ProteinReference11515,HCN1
reactome:ProteinReference11605,UniProt:P23468 PTPRD
reactome:ProteinReference11605,PTPRD
reactome:ProteinReference8173,TRAK2
reactome:ProteinReference8173,KIAA0549
reactome:ProteinReference8173,UniProt:O60296 TRAK2
reactome:ProteinReference8173,ALS2CR3
reactome:ProteinReference11066,KRT72
reactome:ProteinReference11066,KRT6
reactome:ProteinReference11066,KRT6IRS2
reactome:ProteinReference11066,UniProt:Q14CN4 KRT72
reactome:ProteinReference11066,K6IRS2
reactome:ProteinReference11066,KB35
reactome:ProteinReference10763,C12orf58
reactome:ProteinReference10763,BBS10
reactome:ProteinReference10763,UniProt:Q8TAM1 BBS10
reactome:ProteinReference375,UniProt:O95622 ADCY5
reactome:ProteinReference375,ADCY5
reactome:ProteinReference7158,NMUR2
reactome:ProteinReference7158,UniProt:Q9GZQ4 NMUR2
reactome:ProteinReference7158,NMU2R
reactome:ProteinReference7158,TGR1
reactome:ProteinReference10330,ZNF799
reactome:ProteinReference10330,UniProt:Q96GE5 ZNF799
reactome:ProteinReference10330,ZNF842
reactome:ProteinReference9274,UniProt:P28906-1 CD34
reactome:ProteinReference9274,CD34
reactome:ProteinReference6054,HSP70L1
reactome:ProteinReference6054,HSP60
reactome:ProteinReference6054,HSPA14
reactome:ProteinReference6054,UniProt:Q0VDF9 HSPA14
reactome:ProteinReference7312,VIPR1
reactome:ProteinReference7312,UniProt:P32241 VIPR1
reactome:ProteinReference70,PSC5
reactome:ProteinReference70,PSMB1
reactome:ProteinReference70,UniProt:P20618 PSMB1
reactome:ProteinReference1054,UniProt:Q96ST3 SIN3A
reactome:ProteinReference1054,SIN3A
reactome:ProteinReference4375,FKSG45
reactome:ProteinReference4375,SENP5
reactome:ProteinReference4375,UniProt:Q96HI0 SENP5
reactome:ProteinReference11894,OR52K1
reactome:ProteinReference11894,UniProt:Q8NGK4 OR52K1
reactome:ProteinReference10419,SOCS4
reactome:ProteinReference10419,SOCS7
reactome:ProteinReference10419,UniProt:Q8WXH5 SOCS4
reactome:ProteinReference6912,MET
reactome:ProteinReference6912,UniProt:P08581 MET
reactome:ProteinReference9553,PGRPIB
reactome:ProteinReference9553,SBBI67
reactome:ProteinReference9553,UniProt:Q96LB8 PGLYRP4
reactome:ProteinReference9553,PGLYRP4
reactome:ProteinReference10710,HAUS5
reactome:ProteinReference10710,UniProt:O94927 HAUS5
reactome:ProteinReference10710,KIAA0841
reactome:ProteinReference5313,REC8
reactome:ProteinReference5313,REC8L1
reactome:ProteinReference5313,UniProt:O95072 REC8
reactome:ProteinReference546,UniProt:Q8NFU0 BEST4
reactome:ProteinReference546,BEST4
reactome:ProteinReference546,VMD2L2
reactome:ProteinReference5802,IGHA1
reactome:ProteinReference5802,UniProt:P01876 IGHA1
reactome:ProteinReference8234,UniProt:Q9NQC3 RTN4
reactome:ProteinReference8234,SP1507
reactome:ProteinReference8234,RTN4
reactome:ProteinReference8234,NOGO
reactome:ProteinReference8234,My043
reactome:ProteinReference8234,KIAA0886
reactome:ProteinReference4289,UniProt:P82987 ADAMTSL3
reactome:ProteinReference4289,ADAMTSL3
reactome:ProteinReference4289,KIAA1233
reactome:ProteinReference8817,TLR1
reactome:ProteinReference8817,UniProt:Q15399 TLR1
reactome:ProteinReference8817,KIAA0012
reactome:ProteinReference998,UniProt:Q11128 FUT5
reactome:ProteinReference998,FUT5
reactome:ProteinReference5737,SLAMF5
reactome:ProteinReference5737,CD84
reactome:ProteinReference5737,UniProt:Q9UIB8 CD84
reactome:ProteinReference1734,UniProt:P11473 VDR
reactome:ProteinReference1734,VDR
reactome:ProteinReference1734,NR1I1
reactome:ProteinReference5662,VEGF
reactome:ProteinReference5662,UniProt:P15692 VEGFA
reactome:ProteinReference5662,VEGFA
reactome:ProteinReference2876,UniProt:O43143 DHX15
reactome:ProteinReference2876,DHX15
reactome:ProteinReference2876,DBP1
reactome:ProteinReference2876,DDX15
reactome:ProteinReference8110,PFN2
reactome:ProteinReference8110,UniProt:P35080 PFN2
reactome:ProteinReference2990,ABS
reactome:ProteinReference2990,DDX41
reactome:ProteinReference2990,UniProt:Q9UJV9 DDX41
reactome:ProteinReference2279,PNLIP
reactome:ProteinReference2279,UniProt:P16233 PNLIP
reactome:ProteinReference11539,KCNH8
reactome:ProteinReference11539,UniProt:Q96L42 KCNH8
reactome:ProteinReference312,ARL2BP
reactome:ProteinReference312,UniProt:Q9Y2Y0 ARL2BP
reactome:ProteinReference312,BART
reactome:ProteinReference312,BART1
reactome:ProteinReference6246,UniProt:Q969H8 MYDGF
reactome:ProteinReference6246,MYDGF
reactome:ProteinReference6246,C19orf10
reactome:ProteinReference7931,ESA1
reactome:ProteinReference7931,M17S1
reactome:ProteinReference7931,FLOT2
reactome:ProteinReference7931,UniProt:Q14254 FLOT2
reactome:ProteinReference7162,UniProt:O60883 GPR37L1
reactome:ProteinReference7162,ETBRLP2
reactome:ProteinReference7162,GPR37L1
reactome:ProteinReference11364,UniProt:Q9HC98 NEK6
reactome:ProteinReference11364,NEK6
reactome:ProteinReference11318,CKS1
reactome:ProteinReference11318,UniProt:P61024 CKS1B
reactome:ProteinReference11318,PNAS-143
reactome:ProteinReference11318,CKS1B
reactome:ProteinReference11318,PNAS-16
reactome:ProteinReference7534,DLK1
reactome:ProteinReference7534,UniProt:P80370 DLK1
reactome:ProteinReference7534,DLK
reactome:ProteinReference255,SLC1A5
reactome:ProteinReference255,RDR
reactome:ProteinReference255,ASCT2
reactome:ProteinReference255,UniProt:Q15758 SLC1A5
reactome:ProteinReference255,M7V1
reactome:ProteinReference255,RDRC
reactome:ProteinReference3446,UniProt:P23229 ITGA6
reactome:ProteinReference3446,ITGA6
reactome:ProteinReference8603,WHSC2
reactome:ProteinReference8603,NELFA
reactome:ProteinReference8603,UniProt:Q9H3P2 NELFA
reactome:ProteinReference8603,P/OKcl.15
reactome:ProteinReference2281,RBP2
reactome:ProteinReference2281,UniProt:P50120 RBP2
reactome:ProteinReference2281,CRBP2
reactome:ProteinReference7574,KIAA1547
reactome:ProteinReference7574,UniProt:Q04726 TLE3
reactome:ProteinReference7574,TLE3
reactome:ProteinReference10138,ZNF429
reactome:ProteinReference10138,UniProt:Q86V71 ZNF429
reactome:ProteinReference5781,UniProt:P06331 IGHV4-34
reactome:ProteinReference5781,IGHV4-34
reactome:ProteinReference10278,ZNF671
reactome:ProteinReference10278,UniProt:Q8TAW3 ZNF671
reactome:ProteinReference3809,MRPL43
reactome:ProteinReference3809,UniProt:Q8N983 MRPL43
reactome:ProteinReference4162,UniProt:Q9Y6Y8 SEC23IP
reactome:ProteinReference4162,MSTP053
reactome:ProteinReference4162,SEC23IP
reactome:ProteinReference34,ABCA8
reactome:ProteinReference34,UniProt:O94911 ABCA8
reactome:ProteinReference34,KIAA0822
reactome:ProteinReference1957,NDUFV3
reactome:ProteinReference1957,UniProt:P56181 NDUFV3
reactome:ProteinReference474,ATPIG
reactome:ProteinReference474,ATP11C
reactome:ProteinReference474,UniProt:Q8NB49 ATP11C
reactome:ProteinReference474,ATPIQ
reactome:ProteinReference2118,UniProt:Q6DHV7 MAPDA
reactome:ProteinReference2118,MAPDA
reactome:ProteinReference2118,ADAL
reactome:ProteinReference2118,ADAL1
reactome:ProteinReference6726,FGFBP2
reactome:ProteinReference6726,UniProt:Q9BYJ0 FGFBP2
reactome:ProteinReference6726,KSP37
reactome:ProteinReference6726,UNQ425/PRO1065
reactome:ProteinReference8108,UniProt:Q9NZQ3 NCKIPSD
reactome:ProteinReference8108,NCKIPSD
reactome:ProteinReference8108,AF3P21
reactome:ProteinReference8108,SPIN90
reactome:ProteinReference7411,UniProt:Q13946 PDE7A
reactome:ProteinReference7411,PDE7A
reactome:ProteinReference7468,UniProt:Q9H7P9 PLEKHG2
reactome:ProteinReference7468,PLEKHG2
reactome:ProteinReference8510,UniProt:A8SPX9 tetB
reactome:ProteinReference8510,tetB
reactome:ProteinReference593,CYB5RL
reactome:ProteinReference593,UniProt:Q6IPT4 CYB5RL
reactome:ProteinReference10441,UniProt:P42858 HTT
reactome:ProteinReference10441,IT15
reactome:ProteinReference10441,HD
reactome:ProteinReference10441,HTT
reactome:ProteinReference2050,UniProt:O75964 ATP5MG
reactome:ProteinReference2050,ATP5MG
reactome:ProteinReference2050,ATP5L
reactome:ProteinReference3486,BMP2
reactome:ProteinReference3486,BMP2A
reactome:ProteinReference3486,UniProt:P12643 BMP2
reactome:ProteinReference6202,UniProt:O75715 GPX5
reactome:ProteinReference6202,GPX5
reactome:ProteinReference5283,PRDM9
reactome:ProteinReference5283,PFM6
reactome:ProteinReference5283,UniProt:Q9NQV7 PRDM9
reactome:ProteinReference3880,CCT6
reactome:ProteinReference3880,UniProt:P40227 CCT6A
reactome:ProteinReference3880,CCT6A
reactome:ProteinReference3880,CCTZ
reactome:ProteinReference1366,GPD2
reactome:ProteinReference1366,UniProt:P43304 GPD2
reactome:ProteinReference346,AQP12A
reactome:ProteinReference346,UniProt:Q8IXF9 AQP12A
reactome:ProteinReference346,AQPX2
reactome:ProteinReference346,AQP12
reactome:ProteinReference5501,MIG2
reactome:ProteinReference5501,FERMT2
reactome:ProteinReference5501,PLEKHC1
reactome:ProteinReference5501,UniProt:Q96AC1 FERMT2
reactome:ProteinReference5501,KIND2
reactome:ProteinReference10779,MIPT3
reactome:ProteinReference10779,IFT54
reactome:ProteinReference10779,UniProt:Q8TDR0 TRAF3IP1
reactome:ProteinReference10779,TRAF3IP1
reactome:ProteinReference5877,GPB
reactome:ProteinReference5877,GYPB
reactome:ProteinReference5877,UniProt:P06028 GYPB
reactome:ProteinReference9845,PDCD4
reactome:ProteinReference9845,H731
reactome:ProteinReference9845,UniProt:Q53EL6 PDCD4
reactome:ProteinReference176,SLC22A16
reactome:ProteinReference176,UniProt:Q86VW1 SLC22A16
reactome:ProteinReference176,OCT6
reactome:ProteinReference6722,FGF7
reactome:ProteinReference6722,UniProt:P21781 FGF7
reactome:ProteinReference6722,KGF
reactome:ProteinReference8439,mdtB
reactome:ProteinReference8439,yegN
reactome:ProteinReference8439,b2075
reactome:ProteinReference8439,UniProt:P76398 mdtB
reactome:ProteinReference8439,JW2060
reactome:ProteinReference9831,UniProt:Q99650 OSMR
reactome:ProteinReference9831,OSMRB
reactome:ProteinReference9831,OSMR
reactome:ProteinReference8396,UniProt:O50393 Rv3364c
reactome:ProteinReference8396,Rv3364c
reactome:ProteinReference4311,UniProt:Q8TAX7 MUC7
reactome:ProteinReference4311,MUC7
reactome:ProteinReference4311,MG2
reactome:ProteinReference1872,UniProt:Q02218 OGDH
reactome:ProteinReference1872,OGDH
reactome:ProteinReference3653,SH3MD1
reactome:ProteinReference3653,KIAA0418
reactome:ProteinReference3653,TKS5
reactome:ProteinReference3653,SH3PXD2A
reactome:ProteinReference3653,UniProt:Q5TCZ1 SH3PXD2A
reactome:ProteinReference3653,FISH
reactome:ProteinReference7319,PTHLH
reactome:ProteinReference7319,PTHRP
reactome:ProteinReference7319,UniProt:P12272 PTHLH
reactome:ProteinReference2454,RPS15A
reactome:ProteinReference2454,UniProt:P62244 RPS15A
reactome:ProteinReference2454,OK/SW-cl.82
reactome:ProteinReference7643,UniProt:O95835 LATS1
reactome:ProteinReference7643,LATS1
reactome:ProteinReference7643,WARTS
reactome:ProteinReference10867,UniProt:P14651 HOXB3
reactome:ProteinReference10867,HOXB3
reactome:ProteinReference10867,HOX2G
reactome:ProteinReference550,UniProt:P21817 RYR1
reactome:ProteinReference550,RYDR
reactome:ProteinReference550,RYR1
reactome:ProteinReference3761,RPMS12
reactome:ProteinReference3761,UniProt:O15235 MRPS12
reactome:ProteinReference3761,RPSM12
reactome:ProteinReference3761,MRPS12
reactome:ProteinReference528,C2orf21
reactome:ProteinReference528,UniProt:Q8N2C7 UNC80
