entityRef,entityRefName
reactome:ProteinReference2812,CBP20
reactome:ProteinReference2812,PIG55
reactome:ProteinReference2812,UniProt:P52298 NCBP2
reactome:ProteinReference2812,NCBP2
reactome:ProteinReference7047,NCC4
reactome:ProteinReference7047,UniProt:O15467 CCL16
reactome:ProteinReference7047,CCL16
reactome:ProteinReference7047,ILINCK
reactome:ProteinReference7047,SCYA16
reactome:ProteinReference8752,UniProt:F5HFB4 UL18
reactome:ProteinReference8752,UL18
reactome:ProteinReference1241,GPX1
reactome:ProteinReference1241,UniProt:P07203 GPX1
reactome:ProteinReference2542,UniProt:Q8N159 NAGS
reactome:ProteinReference2542,NAGS
reactome:ProteinReference3690,EIF3S6
reactome:ProteinReference3690,EIF3E
reactome:ProteinReference3690,UniProt:P60228 EIF3E
reactome:ProteinReference3690,INT6
reactome:ProteinReference7698,SDR7C4
reactome:ProteinReference7698,PAN2
reactome:ProteinReference7698,RDH14
reactome:ProteinReference7698,UNQ529/PRO1072
reactome:ProteinReference7698,UniProt:Q9HBH5 RDH14
reactome:ProteinReference8423,MTCY428.17c
reactome:ProteinReference8423,ahpD
reactome:ProteinReference8423,Rv2429
reactome:ProteinReference8423,UniProt:P9WQB5 ahpD
reactome:ProteinReference2361,AASS
reactome:ProteinReference2361,UniProt:Q9UDR5 AASS
reactome:ProteinReference821,BPGM
reactome:ProteinReference821,UniProt:P07738 BPGM
reactome:ProteinReference6394,UniProt:O00189 AP4M1
reactome:ProteinReference6394,AP4M1
reactome:ProteinReference6394,MUARP2
reactome:ProteinReference3029,FIP1L1
reactome:ProteinReference3029,UniProt:Q6UN15 FIP1L1
reactome:ProteinReference3029,RHE
reactome:ProteinReference3029,FIP1
reactome:ProteinReference5727,NB1
reactome:ProteinReference5727,CD177
reactome:ProteinReference5727,UNQ595/PRO1181
reactome:ProteinReference5727,PRV1
reactome:ProteinReference5727,UniProt:Q8N6Q3 CD177
reactome:ProteinReference5633,PKCG
reactome:ProteinReference5633,PRKCG
reactome:ProteinReference5633,UniProt:P05129 PRKCG
reactome:ProteinReference11015,SMYD1
reactome:ProteinReference11015,UniProt:Q8NB12 SMYD1
reactome:ProteinReference8353,UniProt:Q00496 botE
reactome:ProteinReference8353,botE
reactome:ProteinReference6997,GPR77
reactome:ProteinReference6997,C5AR2
reactome:ProteinReference6997,C5L2
reactome:ProteinReference6997,UniProt:Q9P296 C5AR2
reactome:ProteinReference5379,UniProt:P55196-2 AFDN
reactome:ProteinReference5379,AF6
reactome:ProteinReference5379,AFDN
reactome:ProteinReference5379,MLLT4
reactome:ProteinReference4512,OGT
reactome:ProteinReference4512,UniProt:O15294 OGT
reactome:ProteinReference8460,hbp
reactome:ProteinReference8460,UniProt:O88093 hbp
reactome:ProteinReference9815,LAZ3
reactome:ProteinReference9815,UniProt:P41182 BCL6
reactome:ProteinReference9815,ZBTB27
reactome:ProteinReference9815,BCL6
reactome:ProteinReference9815,ZNF51
reactome:ProteinReference9815,BCL5
reactome:ProteinReference6926,FAM150A
reactome:ProteinReference6926,ALKAL1
reactome:ProteinReference6926,UNQ9433/PRO34745
reactome:ProteinReference6926,UniProt:Q6UXT8 ALKAL1
reactome:ProteinReference11580,UniProt:Q8IV01 SYT12
reactome:ProteinReference11580,SYT12
reactome:ProteinReference8467,dppC
reactome:ProteinReference8467,b3542
reactome:ProteinReference8467,JW3511
reactome:ProteinReference8467,UniProt:P0AEG1 dppC
reactome:ProteinReference9928,BMF
reactome:ProteinReference9928,UniProt:Q96LC9 BMF
reactome:ProteinReference1564,LASS6
reactome:ProteinReference1564,CERS6
reactome:ProteinReference1564,UniProt:Q6ZMG9 CERS6
reactome:ProteinReference2740,UniProt:P30711 GSTT1
reactome:ProteinReference2740,GSTT1
reactome:ProteinReference3201,UniProt:Q8IY81 FTSJ3
reactome:ProteinReference3201,SB92
reactome:ProteinReference3201,FTSJ3
reactome:ProteinReference2907,TXNL4A
reactome:ProteinReference2907,TXNL4
reactome:ProteinReference2907,UniProt:P83876 TXNL4A
reactome:ProteinReference2907,DIM1
reactome:ProteinReference3845,RNS4I
reactome:ProteinReference3845,RLI
reactome:ProteinReference3845,ABCE1
reactome:ProteinReference3845,OK/SW-cl.40
reactome:ProteinReference3845,RNASELI
reactome:ProteinReference3845,RNASEL1
reactome:ProteinReference3845,UniProt:P61221 ABCE1
reactome:ProteinReference12143,CAD
reactome:ProteinReference12143,CALD1
reactome:ProteinReference12143,UniProt:Q05682 CALD1
reactome:ProteinReference12143,CDM
reactome:ProteinReference10581,UniProt:Q96Q06 PLIN4
reactome:ProteinReference10581,PLIN4
reactome:ProteinReference10581,KIAA1881
reactome:ProteinReference1378,UniProt:Q53EU6 GPAT3
reactome:ProteinReference1378,AGPAT9
reactome:ProteinReference1378,MAG1
reactome:ProteinReference1378,HMFN0839
reactome:ProteinReference1378,UNQ2753/PRO6492
reactome:ProteinReference1378,GPAT3
reactome:ProteinReference3038,UniProt:P82979 SARNP
reactome:ProteinReference3038,HCC1
reactome:ProteinReference3038,HSPC316
reactome:ProteinReference3038,SARNP
reactome:ProteinReference9292,CD158D
reactome:ProteinReference9292,KIR2DL4
reactome:ProteinReference9292,UniProt:Q99706 KIR2DL4
reactome:ProteinReference9292,KIR103AS
reactome:ProteinReference228,SLC6A9
reactome:ProteinReference228,UniProt:P48067 SLC6A9
reactome:ProteinReference3535,SNT2B1
reactome:ProteinReference3535,SNTB1
reactome:ProteinReference3535,UniProt:Q13884 SNTB1
reactome:ProteinReference2358,UniProt:P50135 HNMT
reactome:ProteinReference2358,HNMT
reactome:ProteinReference9375,UniProt:Q15075 EEA1
reactome:ProteinReference9375,EEA1
reactome:ProteinReference9375,ZFYVE2
reactome:ProteinReference11481,GRIK
reactome:ProteinReference11481,GRIK4
reactome:ProteinReference11481,UniProt:Q16099 GRIK4
reactome:ProteinReference11028,GREM1
reactome:ProteinReference11028,PIG2
reactome:ProteinReference11028,DRM
reactome:ProteinReference11028,UniProt:O60565 GREM1
reactome:ProteinReference11028,DAND2
reactome:ProteinReference11028,CKTSF1B1
reactome:ProteinReference6398,CLVS1
reactome:ProteinReference6398,CRALBPL
reactome:ProteinReference6398,UniProt:Q8IUQ0 CLVS1
reactome:ProteinReference6398,RLBP1L1
reactome:ProteinReference7117,HCRTR1
reactome:ProteinReference7117,UniProt:O43613 HCRTR1
reactome:ProteinReference10273,UniProt:Q5HYK9 ZNF667
reactome:ProteinReference10273,ZNF667
reactome:ProteinReference2654,ALDH3A1
reactome:ProteinReference2654,UniProt:P30838 ALDH3A1
reactome:ProteinReference2654,ALDH3
reactome:ProteinReference9731,TRIM34
reactome:ProteinReference9731,RNF21
reactome:ProteinReference9731,IFP1
reactome:ProteinReference9731,UniProt:Q9BYJ4 TRIM34
reactome:ProteinReference8347,UniProt:P0DPI0 botA
reactome:ProteinReference8347,botA
reactome:ProteinReference8347,bonT
reactome:ProteinReference8347,atx
reactome:ProteinReference710,CYGB
reactome:ProteinReference710,STAP
reactome:ProteinReference710,UniProt:Q8WWM9 CYGB
reactome:ProteinReference10894,KIAA1479
reactome:ProteinReference10894,UniProt:Q8NFY4 SEMA6D
reactome:ProteinReference10894,SEMA6D
reactome:ProteinReference5220,GGA2
reactome:ProteinReference5220,UniProt:Q9UJY4 GGA2
reactome:ProteinReference5220,KIAA1080
reactome:ProteinReference7722,UniProt:P52657 GTF2A2
reactome:ProteinReference7722,TF2A2
reactome:ProteinReference7722,GTF2A2
reactome:ProteinReference11000,MDC3
reactome:ProteinReference11000,UniProt:O75077 ADAM23
reactome:ProteinReference11000,ADAM23
reactome:ProteinReference2417,UniProt:Q96SZ5 ADO
reactome:ProteinReference2417,ADO
reactome:ProteinReference2417,C10orf22
reactome:ProteinReference5590,G6B
reactome:ProteinReference5590,G6B-B
reactome:ProteinReference5590,C6orf25
reactome:ProteinReference5590,MPIG6B
reactome:ProteinReference5590,UniProt:O95866 MPIG6B
reactome:ProteinReference1183,FACE
reactome:ProteinReference1183,UniProt:Q9H5J4 ELOVL6
reactome:ProteinReference1183,ELOVL6
reactome:ProteinReference1183,LCE
reactome:ProteinReference7048,CCR3
reactome:ProteinReference7048,CMKBR3
reactome:ProteinReference7048,UniProt:P51677 CCR3
reactome:ProteinReference129,HEPH
reactome:ProteinReference129,KIAA0698
reactome:ProteinReference129,UNQ2562/PRO6242
reactome:ProteinReference129,UniProt:Q9BQS7 HEPH
reactome:ProteinReference4225,UniProt:Q13561 DCTN2
reactome:ProteinReference4225,DCTN2
reactome:ProteinReference4225,DCTN50
reactome:ProteinReference6191,CYBA
reactome:ProteinReference6191,UniProt:P13498 CYBA
reactome:ProteinReference617,RHBG
reactome:ProteinReference617,UniProt:Q9H310 RHBG
reactome:ProteinReference5985,UniProt:Q02224 CENPE
reactome:ProteinReference5985,CENPE
reactome:ProteinReference3280,CDKAL1
reactome:ProteinReference3280,UniProt:Q5VV42 CDKAL1
reactome:ProteinReference1245,PON2
reactome:ProteinReference1245,UniProt:Q15165 PON2
reactome:ProteinReference9597,UniProt:Q99536 VAT1
reactome:ProteinReference9597,VAT1
reactome:ProteinReference1772,UniProt:O14842 FFAR1
reactome:ProteinReference1772,FFAR1
reactome:ProteinReference1772,GPR40
reactome:ProteinReference7731,NR3A1
reactome:ProteinReference7731,ESR
reactome:ProteinReference7731,ESR1
reactome:ProteinReference7731,UniProt:P03372-3 ESR1
reactome:ProteinReference28,ABCC5
reactome:ProteinReference28,UniProt:O15440 ABCC5
reactome:ProteinReference28,MRP5
reactome:ProteinReference5528,UniProt:Q08043 ACTN3
reactome:ProteinReference5528,ACTN3
reactome:ProteinReference5131,EXO70
reactome:ProteinReference5131,UniProt:Q9UPT5 EXOC7
reactome:ProteinReference5131,EXOC7
reactome:ProteinReference5131,KIAA1067
reactome:ProteinReference1793,UniProt:Q09428 ABCC8
reactome:ProteinReference1793,HRINS
reactome:ProteinReference1793,SUR
reactome:ProteinReference1793,ABCC8
reactome:ProteinReference1793,SUR1
reactome:ProteinReference10850,GBX2
reactome:ProteinReference10850,UniProt:P52951 GBX2
reactome:ProteinReference8521,ECP_0298
reactome:ProteinReference8521,UniProt:P13430 sfaS
reactome:ProteinReference8521,sfaS
reactome:ProteinReference1891,ISD11
reactome:ProteinReference1891,C6orf149
reactome:ProteinReference1891,CGI-203
reactome:ProteinReference1891,LYRM4
reactome:ProteinReference1891,UniProt:Q9HD34 LYRM4
reactome:ProteinReference553,CLIC2
reactome:ProteinReference553,UniProt:O15247 CLIC2
reactome:ProteinReference775,GL003
reactome:ProteinReference775,ADRACALA
reactome:ProteinReference775,AAAS
reactome:ProteinReference775,UniProt:Q9NRG9 AAAS
reactome:ProteinReference6039,RAPTOR
reactome:ProteinReference6039,RPTOR
reactome:ProteinReference6039,KIAA1303
reactome:ProteinReference6039,UniProt:Q8N122 RPTOR
reactome:ProteinReference1610,PSEC0152
reactome:ProteinReference1610,UNQ3037/PRO9852
reactome:ProteinReference1610,UniProt:Q8NBK3 SUMF1
reactome:ProteinReference1610,SUMF1
reactome:ProteinReference8681,UniProt:F5HAC7 UL94
reactome:ProteinReference8681,UL94
reactome:ProteinReference5976,UniProt:Q66K46 KIF5B
reactome:ProteinReference5976,KIF5B
reactome:ProteinReference3229,UniProt:Q9H4L4 SENP3
reactome:ProteinReference3229,SUSP3
reactome:ProteinReference3229,SENP3
reactome:ProteinReference3229,SSP3
reactome:ProteinReference4269,UniProt:Q9UQ53 MGAT4B
reactome:ProteinReference4269,UNQ906/PRO1927
reactome:ProteinReference4269,MGAT4B
reactome:ProteinReference8085,UniProt:Q9BTT6 LRRC1
reactome:ProteinReference8085,LANO
reactome:ProteinReference8085,LRRC1
reactome:ProteinReference9485,UniProt:P05881 env
reactome:ProteinReference9485,env
reactome:ProteinReference3485,ITGA8
reactome:ProteinReference3485,UniProt:P53708 ITGA8
reactome:ProteinReference7186,ADRB2RL1
reactome:ProteinReference7186,HTR1A
reactome:ProteinReference7186,UniProt:P08908 HTR1A
reactome:ProteinReference7186,ADRBRL1
reactome:ProteinReference8850,CD79A
reactome:ProteinReference8850,UniProt:P11912 CD79A
reactome:ProteinReference8850,IGA
reactome:ProteinReference8850,MB1
reactome:ProteinReference5701,KIAA0830
reactome:ProteinReference5701,ENDOD1
reactome:ProteinReference5701,UniProt:O94919 ENDOD1
reactome:ProteinReference5259,ALDH18A1
reactome:ProteinReference5259,PYCS
reactome:ProteinReference5259,UniProt:P54886 ALDH18A1
reactome:ProteinReference5259,P5CS
reactome:ProteinReference5259,GSAS
reactome:ProteinReference10818,UniProt:Q8IYB7 DIS3L2
reactome:ProteinReference10818,FAM6A
reactome:ProteinReference10818,DIS3L2
reactome:ProteinReference9242,CTSO1
reactome:ProteinReference9242,UniProt:P43234 CTSO
reactome:ProteinReference9242,CTSO
reactome:ProteinReference5972,KIF3
reactome:ProteinReference5972,UniProt:Q9Y496 KIF3A
reactome:ProteinReference5972,KIF3A
reactome:ProteinReference11982,OR6N1
reactome:ProteinReference11982,UniProt:Q8NGY5 OR6N1
reactome:ProteinReference4897,FBXL21
reactome:ProteinReference4897,FBXL3B
reactome:ProteinReference4897,FBL3
reactome:ProteinReference4897,FBL21
reactome:ProteinReference4897,FBXL21P
reactome:ProteinReference4897,UniProt:Q9UKT6 FBXL21P
reactome:ProteinReference4897,FBXL3P
reactome:ProteinReference4158,KIAA1928
reactome:ProteinReference4158,SEC16B
reactome:ProteinReference4158,SEC16S
reactome:ProteinReference4158,LZTR2
reactome:ProteinReference4158,RGPR
reactome:ProteinReference4158,UniProt:Q96JE7 SEC16B
reactome:ProteinReference7062,UniProt:P22362 CCL1
reactome:ProteinReference7062,SCYA1
reactome:ProteinReference7062,CCL1
reactome:ProteinReference10442,LP4941
reactome:ProteinReference10442,DGCRK6
reactome:ProteinReference10442,DGCR8
reactome:ProteinReference10442,UniProt:Q8WYQ5 DGCR8
reactome:ProteinReference10442,C22orf12
reactome:ProteinReference2506,SURF-3
reactome:ProteinReference2506,SURF3
reactome:ProteinReference2506,UniProt:P62424 RPL7A
reactome:ProteinReference2506,RPL7A
reactome:ProteinReference9813,UniProt:Q5VWK5 IL23R
reactome:ProteinReference9813,IL23R
reactome:ProteinReference1494,INPP5E
reactome:ProteinReference1494,UniProt:Q9NRR6 INPP5E
reactome:ProteinReference71,UniProt:P49721 PSMB2
reactome:ProteinReference71,PSMB2
reactome:ProteinReference7809,CAPRI
reactome:ProteinReference7809,GAPL
reactome:ProteinReference7809,KIAA0538
reactome:ProteinReference7809,UniProt:O43374 RASA4
reactome:ProteinReference7809,RASA4
reactome:ProteinReference6031,HIF3A
reactome:ProteinReference6031,UniProt:Q9Y2N7-1 HIF3A
reactome:ProteinReference6031,MOP7
reactome:ProteinReference6031,PASD7
reactome:ProteinReference6031,BHLHE17
reactome:ProteinReference3475,UniProt:Q12805 EFEMP1
reactome:ProteinReference3475,FBNL
reactome:ProteinReference3475,EFEMP1
reactome:ProteinReference3475,FBLN3
reactome:ProteinReference2054,ATP5G2
reactome:ProteinReference2054,UniProt:Q06055 ATP5MC2
reactome:ProteinReference2054,PSEC0033
reactome:ProteinReference2054,ATP5MC2
reactome:ProteinReference2922,UniProt:Q9Y4Y9 LSM5
reactome:ProteinReference2922,LSM5
reactome:ProteinReference7802,VH3
reactome:ProteinReference7802,UniProt:Q16690 DUSP5
reactome:ProteinReference7802,DUSP5
reactome:ProteinReference7066,SSTR1
reactome:ProteinReference7066,UniProt:P30872 SSTR1
reactome:ProteinReference4547,USP42
reactome:ProteinReference4547,UniProt:Q9H9J4 USP42
reactome:ProteinReference1801,UniProt:O00445 SYT5
reactome:ProteinReference1801,SYT5
reactome:ProteinReference6701,ADMLX
reactome:ProteinReference6701,ANOS1
reactome:ProteinReference6701,KAL
reactome:ProteinReference6701,UniProt:P23352 ANOS1
reactome:ProteinReference6701,KAL1
reactome:ProteinReference6701,KALIG1
reactome:ProteinReference6923,UniProt:Q04912 MST1R
reactome:ProteinReference6923,RON
reactome:ProteinReference6923,PTK8
reactome:ProteinReference6923,MST1R
reactome:ProteinReference7607,UniProt:P35712 SOX6
reactome:ProteinReference7607,SOX6
reactome:ProteinReference11991,OR7A10
reactome:ProteinReference11991,UniProt:O76100 OR7A10
reactome:ProteinReference5709,HSPA5
reactome:ProteinReference5709,UniProt:P11021 HSPA5
reactome:ProteinReference5709,GRP78
reactome:ProteinReference1093,HSPC296
reactome:ProteinReference1093,MED11
reactome:ProteinReference1093,UniProt:Q9P086 MED11
reactome:ProteinReference4494,NFKBI
reactome:ProteinReference4494,UniProt:P25963 NFKBIA
reactome:ProteinReference4494,IKBA
reactome:ProteinReference4494,NFKBIA
reactome:ProteinReference4494,MAD3
reactome:ProteinReference620,UniProt:P45880 VDAC2
reactome:ProteinReference620,VDAC2
reactome:ProteinReference258,SLC36A4
reactome:ProteinReference258,UniProt:Q6YBV0 SLC36A4
reactome:ProteinReference258,PAT4
reactome:ProteinReference293,SGLT5
reactome:ProteinReference293,SLC5A10
reactome:ProteinReference293,UniProt:A0PJK1 SLC5A10
reactome:ProteinReference7489,NGEF
reactome:ProteinReference7489,UniProt:Q8N5V2 NGEF
reactome:ProteinReference5597,LCP2
reactome:ProteinReference5597,UniProt:Q13094 LCP2
reactome:ProteinReference3256,UniProt:Q9NYY8 FASTKD2
reactome:ProteinReference3256,KIAA0971
reactome:ProteinReference3256,FASTKD2
reactome:ProteinReference6787,UniProt:Q02535 ID3
reactome:ProteinReference6787,ID3
reactome:ProteinReference6787,HEIR1
reactome:ProteinReference6787,1R21
reactome:ProteinReference6787,BHLHB25
reactome:ProteinReference7420,G18
reactome:ProteinReference7420,AGS4
reactome:ProteinReference7420,UniProt:Q9Y4H4 GPSM3
reactome:ProteinReference7420,GPSM3
reactome:ProteinReference7420,C6orf9
reactome:ProteinReference1522,KIAA1686
reactome:ProteinReference1522,UniProt:Q9HAU0 PLEKHA5
reactome:ProteinReference1522,PEPP2
reactome:ProteinReference1522,PLEKHA5
reactome:ProteinReference1258,EPHX2
reactome:ProteinReference1258,UniProt:P34913 EPHX2
reactome:ProteinReference7324,SHH
reactome:ProteinReference7324,UniProt:Q15465 SHH
reactome:ProteinReference2045,ATP5H
reactome:ProteinReference2045,My032
reactome:ProteinReference2045,UniProt:O75947 ATP5PD
reactome:ProteinReference2045,ATP5PD
reactome:ProteinReference2053,UniProt:P05496 ATP5MC1
reactome:ProteinReference2053,ATP5MC1
reactome:ProteinReference2053,ATP5G1
reactome:ProteinReference9649,RAP2B
reactome:ProteinReference9649,UniProt:P61225 RAP2B
reactome:ProteinReference7745,FAM108A1
reactome:ProteinReference7745,ABHD17A
reactome:ProteinReference7745,C19orf27
reactome:ProteinReference7745,UniProt:Q96GS6 ABHD17A
reactome:ProteinReference5087,NOTUM
reactome:ProteinReference5087,OK/SW-CL.30
reactome:ProteinReference5087,UniProt:Q6P988 NOTUM
reactome:ProteinReference372,KIAA0037
reactome:ProteinReference372,ADCY7
reactome:ProteinReference372,UniProt:P51828 ADCY7
reactome:ProteinReference3404,COL5A3
reactome:ProteinReference3404,UniProt:P25940 COL5A3
reactome:ProteinReference10729,NLP
reactome:ProteinReference10729,KIAA0980
reactome:ProteinReference10729,NINL
reactome:ProteinReference10729,UniProt:Q9Y2I6 NINL
reactome:ProteinReference1822,WASL
reactome:ProteinReference1822,UniProt:O00401 WASL
reactome:ProteinReference520,UniProt:A1A5B4 ANO9
reactome:ProteinReference520,TMEM16J
reactome:ProteinReference520,ANO9
reactome:ProteinReference520,PIG5
reactome:ProteinReference520,TP53I5
reactome:ProteinReference10054,ZNF320
reactome:ProteinReference10054,UniProt:A2RRD8 ZNF320
reactome:ProteinReference8282,KIAA1618
reactome:ProteinReference8282,RNF213
reactome:ProteinReference8282,UniProt:Q63HN8 RNF213
reactome:ProteinReference8282,C17orf27
reactome:ProteinReference8282,KIAA1554
reactome:ProteinReference8282,ALO17
reactome:ProteinReference8282,MYSTR
reactome:ProteinReference709,NGB
reactome:ProteinReference709,UniProt:Q9NPG2 NGB
reactome:ProteinReference10127,UniProt:Q53GI3 ZNF394
reactome:ProteinReference10127,ZNF394
reactome:ProteinReference10127,ZKSCAN14
reactome:ProteinReference4221,UniProt:P16157 ANK1
reactome:ProteinReference4221,ANK1
reactome:ProteinReference4221,ANK
reactome:ProteinReference144,NBCN2
reactome:ProteinReference144,UniProt:Q6U841 SLC4A10
reactome:ProteinReference144,NCBE
reactome:ProteinReference144,SLC4A10
reactome:ProteinReference2948,ISY1
reactome:ProteinReference2948,KIAA1160
reactome:ProteinReference2948,UniProt:Q9ULR0 ISY1
reactome:ProteinReference5981,EG5
reactome:ProteinReference5981,TRIP5
reactome:ProteinReference5981,KNSL1
reactome:ProteinReference5981,KIF11
reactome:ProteinReference5981,UniProt:P52732 KIF11
reactome:ProteinReference2321,NAALAD2
reactome:ProteinReference2321,UniProt:Q9Y3Q0 NAALAD2
reactome:ProteinReference3841,UniProt:Q9H1I8 ASCC2
reactome:ProteinReference3841,ASC1P100
reactome:ProteinReference3841,ASCC2
reactome:ProteinReference3841,RQT3
reactome:ProteinReference289,SLC2A11
reactome:ProteinReference289,UniProt:Q9BYW1 SLC2A11
reactome:ProteinReference289,GLUT11
reactome:ProteinReference11995,UniProt:O76099 OR7C1
reactome:ProteinReference11995,OR7C4
reactome:ProteinReference11995,OR7C1
reactome:ProteinReference9463,IGHE
reactome:ProteinReference9463,UniProt:P01854 IGHE
reactome:ProteinReference10344,UniProt:Q8N393 ZNF786
reactome:ProteinReference10344,ZNF786
reactome:ProteinReference7133,UniProt:P25089 FPR3
reactome:ProteinReference7133,FPRL2
reactome:ProteinReference7133,FPR3
reactome:ProteinReference7133,FPRH1
reactome:ProteinReference4046,C6orf68
reactome:ProteinReference4046,NUS1
reactome:ProteinReference4046,NGBR
reactome:ProteinReference4046,UniProt:Q96E22 NUS1
reactome:ProteinReference6622,CHCHD3
reactome:ProteinReference6622,UniProt:Q9NX63 CHCHD3
reactome:ProteinReference6622,MIC19
reactome:ProteinReference6622,MINOS3
reactome:ProteinReference2892,UniProt:Q7RTV0 PHF5A
reactome:ProteinReference2892,PHF5A
reactome:ProteinReference7713,OTF1
reactome:ProteinReference7713,POU2F1
reactome:ProteinReference7713,UniProt:P14859 POU2F1
reactome:ProteinReference7713,OCT1
reactome:ProteinReference6375,UniProt:O00203 AP3B1
reactome:ProteinReference6375,AP3B1
reactome:ProteinReference6375,ADTB3A
reactome:ProteinReference10022,ZNF12
reactome:ProteinReference10022,GIOT3
reactome:ProteinReference10022,UniProt:P17014 ZNF12
reactome:ProteinReference10022,KOX3
reactome:ProteinReference10022,ZNF325
reactome:ProteinReference10541,PIWIL1
reactome:ProteinReference10541,HIWI
reactome:ProteinReference10541,UniProt:Q96J94 PIWIL1
reactome:ProteinReference5340,CATSPER4
reactome:ProteinReference5340,UniProt:Q7RTX7 CATSPER4
reactome:ProteinReference7104,NPY
reactome:ProteinReference7104,UniProt:P01303 NPY
reactome:ProteinReference11803,OR4A4P
reactome:ProteinReference11803,UniProt:Q8NGN8 OR4A4P
reactome:ProteinReference3017,UniProt:P33240 CSTF2
reactome:ProteinReference3017,CSTF2
reactome:ProteinReference12090,FAM65B
reactome:ProteinReference12090,C6orf32
reactome:ProteinReference12090,RIPOR2
reactome:ProteinReference12090,DIFF48
reactome:ProteinReference12090,UniProt:Q9Y4F9 RIPOR2
reactome:ProteinReference12090,PL48
reactome:ProteinReference12090,KIAA0386
reactome:ProteinReference5290,CTIP
reactome:ProteinReference5290,UniProt:Q99708 RBBP8
reactome:ProteinReference5290,RBBP8
reactome:ProteinReference11048,NR2A1
reactome:ProteinReference11048,HNF4A
reactome:ProteinReference11048,TCF14
reactome:ProteinReference11048,UniProt:P41235-7 HNF4A
reactome:ProteinReference11048,HNF4
reactome:ProteinReference10856,CFC1
reactome:ProteinReference10856,UniProt:P0CG37 CFC1
reactome:ProteinReference5101,UniProt:Q13103 SPP2
reactome:ProteinReference5101,SPP2
reactome:ProteinReference5101,SPP24
reactome:ProteinReference11294,CDT1
reactome:ProteinReference11294,UniProt:Q9H211 CDT1
reactome:ProteinReference245,SNAT4
reactome:ProteinReference245,SLC38A4
reactome:ProteinReference245,NAT3
reactome:ProteinReference245,UniProt:Q969I6 SLC38A4
reactome:ProteinReference245,ATA3
reactome:ProteinReference3346,FASTK
reactome:ProteinReference3346,UniProt:Q14296-4 FASTK
reactome:ProteinReference7360,GRM3
reactome:ProteinReference7360,UniProt:Q14832 GRM3
reactome:ProteinReference7360,MGLUR3
reactome:ProteinReference7360,GPRC1C
reactome:ProteinReference8003,SLITRK3
reactome:ProteinReference8003,UniProt:O94933 SLITRK3
reactome:ProteinReference8003,KIAA0848
reactome:ProteinReference6966,UniProt:Q99717 SMAD5
reactome:ProteinReference6966,SMAD5
reactome:ProteinReference6966,MADH5
reactome:ProteinReference11883,OR52D1
reactome:ProteinReference11883,UniProt:Q9H346 OR52D1
reactome:ProteinReference1904,UniProt:O75489 NDUFS3
reactome:ProteinReference1904,NDUFS3
reactome:ProteinReference4339,UniProt:Q49A17 GALNTL6
reactome:ProteinReference4339,GALNTL6
reactome:ProteinReference4339,GALNT17
reactome:ProteinReference3115,UniProt:Q9H9A5 CNOT10
reactome:ProteinReference3115,CNOT10
reactome:ProteinReference1526,MTMR13
reactome:ProteinReference1526,SBF2
reactome:ProteinReference1526,UniProt:Q86WG5 SBF2
reactome:ProteinReference1526,KIAA1766
reactome:ProteinReference1526,CMT4B2
reactome:ProteinReference9354,PRISM
reactome:ProteinReference9354,PELI1
reactome:ProteinReference9354,UniProt:Q96FA3 PELI1
reactome:ProteinReference7238,P2RY11
reactome:ProteinReference7238,UniProt:Q96G91 P2RY11
reactome:ProteinReference5973,KIF3AP
reactome:ProteinReference5973,SMAP
reactome:ProteinReference5973,UniProt:Q92845 KIFAP3
reactome:ProteinReference5973,KIFAP3
reactome:ProteinReference11937,OR5H15
reactome:ProteinReference11937,UniProt:A6NDH6 OR5H15
reactome:ProteinReference201,CTL4
reactome:ProteinReference201,C6orf29
reactome:ProteinReference201,UniProt:Q53GD3 SLC44A4
reactome:ProteinReference201,SLC44A4
reactome:ProteinReference201,NG22
reactome:ProteinReference201,TPPT1
reactome:ProteinReference201,UNQ441/PRO874
reactome:ProteinReference391,HO2
reactome:ProteinReference391,UniProt:P30519 HMOX2
reactome:ProteinReference391,HMOX2
reactome:ProteinReference9190,UniProt:Q8IWV7 UBR1
reactome:ProteinReference9190,UBR1
reactome:ProteinReference11319,FBXO5
reactome:ProteinReference11319,UniProt:Q9UKT4 FBXO5
reactome:ProteinReference11319,FBX5
reactome:ProteinReference11319,EMI1
reactome:ProteinReference6477,AMPH
reactome:ProteinReference6477,UniProt:P49418 AMPH
reactome:ProteinReference6477,AMPH1
reactome:ProteinReference3829,UniProt:O75570 MTRF1
reactome:ProteinReference3829,MTRF1
reactome:ProteinReference9856,UniProt:Q9UHD0 IL19
reactome:ProteinReference9856,IL19
reactome:ProteinReference9856,ZMDA1
reactome:ProteinReference2232,NMNAT1
reactome:ProteinReference2232,NMNAT
reactome:ProteinReference2232,UniProt:Q9HAN9 NMNAT1
reactome:ProteinReference9519,DEFB8
reactome:ProteinReference9519,DEFB108
reactome:ProteinReference9519,DEFB108B
reactome:ProteinReference9519,UniProt:Q8NET1 DEFB108B
reactome:ProteinReference6406,UniProt:O75712 GJB3
reactome:ProteinReference6406,GJB3
reactome:ProteinReference6406,CX31
reactome:ProteinReference5200,PGA4
reactome:ProteinReference5200,UniProt:P0DJD7 PGA4
reactome:ProteinReference3513,UniProt:P11532 DMD
reactome:ProteinReference3513,DMD
reactome:ProteinReference2684,UGT2B7
reactome:ProteinReference2684,UGTB2B9
