entity,id
http://smpdb.ca/pathways/#Protein/1571_Extracellular_Space,P00740
http://smpdb.ca/pathways/#Protein/369,P15291
http://smpdb.ca/pathways/#Protein/7764,
http://smpdb.ca/pathways/#Protein/16220_Cell_Membrane,P38433
http://smpdb.ca/pathways/#Protein/19626_Cytoplasm,Q61240
http://smpdb.ca/pathways/#Protein/16246_Cytosol,Q2KI06
http://smpdb.ca/pathways/#Protein/1007_Cytoplasm,P33402
http://smpdb.ca/pathways/#Protein/6573_Cytosol,P37595
http://smpdb.ca/pathways/#Protein/22315_Cytoplasm,F1MMQ7
http://smpdb.ca/pathways/#Protein/6393,P21179
http://smpdb.ca/pathways/#Protein/7764_Mitochondrial_Inner_Membrane,
http://smpdb.ca/pathways/#Protein/19664_Cell_Membrane,Q5M824
http://smpdb.ca/pathways/#Protein/1513,P08588
http://smpdb.ca/pathways/#Protein/14069_Endoplasmic_Reticulum_Membrane,P12791
http://smpdb.ca/pathways/#Protein/19390,P30543
http://smpdb.ca/pathways/#Protein/822_Endoplasmic_Reticulum,O75356
http://smpdb.ca/pathways/#Protein/22841_Chloroplast,Q42553
http://smpdb.ca/pathways/#Protein/717_Endoplasmic_Reticulum_Membrane,O14735
http://smpdb.ca/pathways/#Protein/14367_Nucleus,Q14249
http://smpdb.ca/pathways/#Protein/10901,P25087
http://smpdb.ca/pathways/#Protein/1450,P10632
http://smpdb.ca/pathways/#Protein/10857_Mitochondrial_Inner_Membrane,
http://smpdb.ca/pathways/#Protein/21110,Q498T8
http://smpdb.ca/pathways/#Protein/17231_Mitochondrion,E1BMD3
http://smpdb.ca/pathways/#Protein/15153_Mitochondrial_Matrix,Q3SZ00
http://smpdb.ca/pathways/#Protein/104_Cytosol,P23921
http://smpdb.ca/pathways/#Protein/6417_Cytosol,P23524
http://smpdb.ca/pathways/#Protein/20732_Cytoplasm,A5PK63
http://smpdb.ca/pathways/#Protein/2218,Q9BXI2
http://smpdb.ca/pathways/#Protein/17054_Lysosome,E1B7K0
http://smpdb.ca/pathways/#Protein/319_Cytosol,Q16719
http://smpdb.ca/pathways/#Protein/15980_Cytosol,P25093
http://smpdb.ca/pathways/#Protein/12088_Cytosol,A6VBC3
http://smpdb.ca/pathways/#Protein/20139_Cytoplasm,P61358
http://smpdb.ca/pathways/#Protein/10589,P04385
http://smpdb.ca/pathways/#Protein/21289_Cell_Membrane,Q6GV19
http://smpdb.ca/pathways/#Protein/16706_Cytosol,Q9BI73
http://smpdb.ca/pathways/#Protein/19967_Cytoplasm,Q8R077
http://smpdb.ca/pathways/#Protein/22242_Cytoplasm,M0R3Q2
http://smpdb.ca/pathways/#Protein/17020_Endoplasmic_Reticulum_Membrane,Q99P55
http://smpdb.ca/pathways/#Protein/1308_Cell_Membrane,Q8TCT0
http://smpdb.ca/pathways/#Protein/15255_Cytosol,Q0VCW4
http://smpdb.ca/pathways/#Protein/13738_Cytosol,Q8K4S1
http://smpdb.ca/pathways/#Protein/7340,P30140
http://smpdb.ca/pathways/#Protein/7354_Cytoplasm,P38135
http://smpdb.ca/pathways/#Protein/15804_Cytoplasm,Q9VPB3
http://smpdb.ca/pathways/#Protein/294_Cytosol,P12694
http://smpdb.ca/pathways/#Protein/20851_Cytoplasm,P69228
http://smpdb.ca/pathways/#Protein/21767,P62198
http://smpdb.ca/pathways/#Protein/15509_Cytoplasm,Q9N5Y1
http://smpdb.ca/pathways/#Protein/5746_Endoplasmic_Reticulum,P30040
http://smpdb.ca/pathways/#Protein/22303_Nucleus,Q58CZ0
http://smpdb.ca/pathways/#Protein/20563_Cytoplasm,P62919
http://smpdb.ca/pathways/#Protein/1410_Cell_Membrane,P06213
http://smpdb.ca/pathways/#Protein/14714_Cytoplasm,O60602
http://smpdb.ca/pathways/#Protein/10625,Q02207
http://smpdb.ca/pathways/#Protein/15517_Peroxisome,Q3SZ80
http://smpdb.ca/pathways/#Protein/6757,P76535
http://smpdb.ca/pathways/#Protein/5974,P09831
http://smpdb.ca/pathways/#Protein/802_Mitochondrion,P48163
http://smpdb.ca/pathways/#Protein/10516,P50264
http://smpdb.ca/pathways/#Protein/11523_Cytosol,Q9SXA1
http://smpdb.ca/pathways/#Protein/2033_Extracellular_Space,O00206
http://smpdb.ca/pathways/#Protein/17653_Cytosol,P91427
http://smpdb.ca/pathways/#Protein/14816_Cytoplasm,Q9VXV5
http://smpdb.ca/pathways/#Protein/7373,P23857
http://smpdb.ca/pathways/#Protein/2624_Cytosol,Q13572
http://smpdb.ca/pathways/#Protein/14901_Mitochondrion,Q6GSM4
http://smpdb.ca/pathways/#Protein/16696,Q9VMY9
http://smpdb.ca/pathways/#Protein/1062_Endoplasmic_Reticulum_Membrane,Q16647
http://smpdb.ca/pathways/#Protein/13877_Cytoplasm,Q9R0M5
http://smpdb.ca/pathways/#Protein/15751_Cytoplasm,Q1JP66
http://smpdb.ca/pathways/#Protein/19445_Membrane,Q62925
http://smpdb.ca/pathways/#Protein/19733_Cytoplasm,Q7TP31
http://smpdb.ca/pathways/#Protein/19377_Cytosol,Q01147
http://smpdb.ca/pathways/#Protein/20082_Cytoplasm,Q4FDN1
http://smpdb.ca/pathways/#Protein/5775_Extracellular_Space,P01308
http://smpdb.ca/pathways/#Protein/3977_Cytosol,O14733
http://smpdb.ca/pathways/#Protein/12069,Q02RB5
http://smpdb.ca/pathways/#Protein/11300_Mitochondrial_Inner_Membrane,Q93YW7
http://smpdb.ca/pathways/#Protein/17377_Cell_Membrane,G5EDP9
http://smpdb.ca/pathways/#Protein/13885_Cytoplasm,Q9WUM5
http://smpdb.ca/pathways/#Protein/11525_Cytosol,Z0Z000
http://smpdb.ca/pathways/#Protein/397_Cytosol,P31153
http://smpdb.ca/pathways/#Protein/5723,P22460
http://smpdb.ca/pathways/#Protein/21508_Cytoplasm,Q63184
http://smpdb.ca/pathways/#Protein/19649_Cytosol,Q91VF3
http://smpdb.ca/pathways/#Protein/21689,Q6ZWV8
http://smpdb.ca/pathways/#Protein/19913_Cell_Membrane,Q07813
http://smpdb.ca/pathways/#Protein/11647_Cytosol,Q940Z5
http://smpdb.ca/pathways/#Protein/19454_Nucleus,P49185
http://smpdb.ca/pathways/#Protein/6626_Cytosol,P43341
http://smpdb.ca/pathways/#Protein/6130,P0A9M8
http://smpdb.ca/pathways/#Protein/485_Cytoplasm,Q00796
http://smpdb.ca/pathways/#Protein/3065_Cell_Membrane,Q8TCU5
http://smpdb.ca/pathways/#Protein/10591_Cytosol,P37012
http://smpdb.ca/pathways/#Protein/22255,D4A5M2
http://smpdb.ca/pathways/#Protein/11555_Cytosol,P93836
http://smpdb.ca/pathways/#Protein/15425_Endoplasmic_Reticulum_Membrane,Q9VWR4
http://smpdb.ca/pathways/#Protein/6158,P0AB74
http://smpdb.ca/pathways/#Protein/19505_Cell_Membrane,Q9QY78
http://smpdb.ca/pathways/#Protein/492_Cytosol,P48507
http://smpdb.ca/pathways/#Protein/10665,Q06508
http://smpdb.ca/pathways/#Protein/16273_Endoplasmic_Reticulum_Membrane,Q9VCE0
http://smpdb.ca/pathways/#Protein/19589_Cytosol,Q9R1X3
http://smpdb.ca/pathways/#Protein/16934_Cytosol,F1MPW0
http://smpdb.ca/pathways/#Protein/8113_Cytoplasm,P18124
http://smpdb.ca/pathways/#Protein/19831_Cytoplasm,B5DFK3
http://smpdb.ca/pathways/#Protein/9972_Mitochondrial_Matrix,P41921
http://smpdb.ca/pathways/#Protein/21377,Q0VCX1
http://smpdb.ca/pathways/#Protein/8108_Cytoplasm,P62891
http://smpdb.ca/pathways/#Protein/22170,Q91XA7
http://smpdb.ca/pathways/#Protein/22095_Cytoplasm,Q9GL66
http://smpdb.ca/pathways/#Protein/Generic267_Mitochondrion,
http://smpdb.ca/pathways/#Protein/16866_Cytosol,Q2TBT6
http://smpdb.ca/pathways/#Protein/11214_Cytosol,Q96286
http://smpdb.ca/pathways/#Protein/6569,P37351
http://smpdb.ca/pathways/#Protein/21379,Q8CFG8
http://smpdb.ca/pathways/#Protein/530_Cytosol,Q93088
http://smpdb.ca/pathways/#Protein/6428_Cytosol,P23917
http://smpdb.ca/pathways/#Protein/9531_Nucleus,P51692
http://smpdb.ca/pathways/#Protein/16926_Cytosol,E1JIG3
http://smpdb.ca/pathways/#Protein/10890_Cytosol,P35172
http://smpdb.ca/pathways/#Protein/22246_Cytoplasm,G3MXJ1
http://smpdb.ca/pathways/#Protein/16622_Endoplasmic_Reticulum_Membrane,P00185
http://smpdb.ca/pathways/#Protein/14863_Mitochondrion,Q8VHF5
http://smpdb.ca/pathways/#Protein/15056_Cytosol,A0A9S2
http://smpdb.ca/pathways/#Protein/12236,A6VAE3
http://smpdb.ca/pathways/#Protein/13844_Cytoplasm,Q9Z1J3
http://smpdb.ca/pathways/#Protein/19772_Nucleus,O89105
http://smpdb.ca/pathways/#Protein/16536,Q28152
http://smpdb.ca/pathways/#Protein/10958_Endoplasmic_Reticulum,P36126
http://smpdb.ca/pathways/#Protein/11108_Mitochondrion,P46643
http://smpdb.ca/pathways/#Protein/2060_Cytoplasm,P28335
http://smpdb.ca/pathways/#Protein/6668,P61517
http://smpdb.ca/pathways/#Protein/15899_Cytosol,Q9Z1N4
http://smpdb.ca/pathways/#Protein/20473,P70171
http://smpdb.ca/pathways/#Protein/11048,Q94A28
http://smpdb.ca/pathways/#Protein/6357,P16676
http://smpdb.ca/pathways/#Protein/15297_Mitochondrial_Matrix,Q0P5H7
http://smpdb.ca/pathways/#Protein/16325_Cytoplasm,Q0VGK3
http://smpdb.ca/pathways/#Protein/14656_Extracellular_Space,P00751
http://smpdb.ca/pathways/#Protein/15268_Mitochondrial_Matrix,D4A5Q9
http://smpdb.ca/pathways/#Protein/13894_Mitochondrion,Q9ESL0
http://smpdb.ca/pathways/#Protein/689,P21399
http://smpdb.ca/pathways/#Protein/623_Cytoplasm,P23109
http://smpdb.ca/pathways/#Protein/6369,P17993
http://smpdb.ca/pathways/#Protein/13768_Cytosol,Q91WS4
http://smpdb.ca/pathways/#Protein/21386_Cell_Membrane,Q3MHJ3
http://smpdb.ca/pathways/#Protein/17089_Mitochondrion,H2L0N9
http://smpdb.ca/pathways/#Protein/397_Cytoplasm,P31153
http://smpdb.ca/pathways/#Protein/20647_Cytoplasm,Q3MIC0
http://smpdb.ca/pathways/#Protein/5773,P25963
http://smpdb.ca/pathways/#Protein/16310_Golgi_apparatus,Q95NE4
http://smpdb.ca/pathways/#Protein/15176_Mitochondrial_Matrix,Q22347
http://smpdb.ca/pathways/#Protein/815_Lysosome,P06865
http://smpdb.ca/pathways/#Protein/20070_Cytoplasm,Q5BJU7
http://smpdb.ca/pathways/#Protein/20041_Cytoplasm,P60711
http://smpdb.ca/pathways/#Protein/114_Cytoplasm,P22413
http://smpdb.ca/pathways/#Protein/21858_Cytoplasm,A6QQK2
http://smpdb.ca/pathways/#Protein/10602,P37291
http://smpdb.ca/pathways/#Protein/20406,Q9TS27
http://smpdb.ca/pathways/#Protein/17416_Cytosol,P50170
http://smpdb.ca/pathways/#Protein/19360_Cytosol,Q3UTH5
http://smpdb.ca/pathways/#Protein/16985_Cytosol,Q7M338
http://smpdb.ca/pathways/#Protein/11879_Cytoplasm,A6V382
http://smpdb.ca/pathways/#Protein/16628_Endoplasmic_Reticulum_Membrane,Q6LDH6
http://smpdb.ca/pathways/#Protein/11588_Endoplasmic_Reticulum,Q8VXY9
http://smpdb.ca/pathways/#Protein/11860,
http://smpdb.ca/pathways/#Protein/6304_Cytosol,P10902
http://smpdb.ca/pathways/#Protein/14625_Cytoplasm,Q4KMC4
http://smpdb.ca/pathways/#Protein/15097_Mitochondrion,G4RZC3
http://smpdb.ca/pathways/#Protein/22016_Nucleus,P42230
http://smpdb.ca/pathways/#Protein/7739,
http://smpdb.ca/pathways/#Protein/1840,Q12809
http://smpdb.ca/pathways/#Protein/14943_Cytosol,A4IFH5
http://smpdb.ca/pathways/#Protein/16458_Lysosome,Q64194
http://smpdb.ca/pathways/#Protein/10315_Cytosol,P0CE48
http://smpdb.ca/pathways/#Protein/17140_Cytosol,P41994
http://smpdb.ca/pathways/#Protein/15129_Endoplasmic_Reticulum,Q2KJD9
http://smpdb.ca/pathways/#Protein/6152_Inner_Membrane,P0AAJ5
http://smpdb.ca/pathways/#Protein/13625_Cytosol,P47968
http://smpdb.ca/pathways/#Protein/20598_Cytoplasm,Q861S4
http://smpdb.ca/pathways/#Protein/22687_Cytoplasm,P20336
http://smpdb.ca/pathways/#Protein/10439,P0DMC7
http://smpdb.ca/pathways/#Protein/21065_Nucleus,Q9Z341
http://smpdb.ca/pathways/#Protein/16967,Q9VC52
http://smpdb.ca/pathways/#Protein/5797_Cytosol,P29353
http://smpdb.ca/pathways/#Protein/3332_Cytosol,P15336
http://smpdb.ca/pathways/#Protein/9601_Cytoplasm,P19438
http://smpdb.ca/pathways/#Protein/10937,P47176
http://smpdb.ca/pathways/#Protein/7_Nucleus,P27707
http://smpdb.ca/pathways/#Protein/10763,P26263
http://smpdb.ca/pathways/#Protein/15445_Cytosol,Q960A1
http://smpdb.ca/pathways/#Protein/10535,P08465
http://smpdb.ca/pathways/#Protein/6366,P17846
http://smpdb.ca/pathways/#Protein/19843_Cytoplasm,P39948
http://smpdb.ca/pathways/#Protein/11570_chloroplast,O22527
http://smpdb.ca/pathways/#Protein/1442_Cytosol,P20815
http://smpdb.ca/pathways/#Protein/6176_Cytoplasm,P0ABF8
http://smpdb.ca/pathways/#Protein/15481_Cytosol,P10937
http://smpdb.ca/pathways/#Protein/5410_Membrane,P14672
http://smpdb.ca/pathways/#Protein/15433_Cytosol,P79102
http://smpdb.ca/pathways/#Protein/15665_Cytosol,Q5E956
http://smpdb.ca/pathways/#Protein/11174,Q42523
http://smpdb.ca/pathways/#Protein/20472,Q9EQT0
http://smpdb.ca/pathways/#Protein/5722,Q96HA9
http://smpdb.ca/pathways/#Protein/19426,Q5RJJ8
http://smpdb.ca/pathways/#Protein/1255,P36542
http://smpdb.ca/pathways/#Protein/15069_Cytoplasm,Q08DQ2
http://smpdb.ca/pathways/#Protein/19578_Cytoplasm,Q61365
http://smpdb.ca/pathways/#Protein/11260_Cytosol,Q9M040
http://smpdb.ca/pathways/#Protein/4379_Mitochondrion,Q8IXL7
http://smpdb.ca/pathways/#Protein/19455_Nucleus,Q9R0U6
http://smpdb.ca/pathways/#Protein/19514_Cytosol,A7Z059
http://smpdb.ca/pathways/#Protein/1543_Cytoplasm,P15559
http://smpdb.ca/pathways/#Protein/17263_Cytoplasm,Q9N126
http://smpdb.ca/pathways/#Protein/15566_Cytoplasm,Q9VIC9
http://smpdb.ca/pathways/#Protein/9646,P0AFS5
http://smpdb.ca/pathways/#Protein/2125_Cell_Membrane,Q9HBW0
http://smpdb.ca/pathways/#Protein/17702_Cell_Membrane,
http://smpdb.ca/pathways/#Protein/264_Peroxisome,O14832
http://smpdb.ca/pathways/#Protein/7781_Endoplasmic_Reticulum_Membrane,
http://smpdb.ca/pathways/#Protein/16848_Cytosol,Q8MR42
http://smpdb.ca/pathways/#Protein/1084_Cell_Membrane,P04049
http://smpdb.ca/pathways/#Protein/16047_Cytoplasm,Q498E4
http://smpdb.ca/pathways/#Protein/7725_Golgi_apparatus,
http://smpdb.ca/pathways/#Protein/16295_Endoplasmic_Reticulum_Membrane,Q5PQL5
http://smpdb.ca/pathways/#Protein/Generic192,
http://smpdb.ca/pathways/#Protein/15421_Mitochondrial_Matrix,Q65ZB8
http://smpdb.ca/pathways/#Protein/709_Cytosol,P08237
http://smpdb.ca/pathways/#Protein/14580,B7V7U9
http://smpdb.ca/pathways/#Protein/22402_Cell_Membrane,Q9Z1K9
http://smpdb.ca/pathways/#Protein/Generic188,
http://smpdb.ca/pathways/#Protein/2498,Q9H936
http://smpdb.ca/pathways/#Protein/16122_Cytosol,Q66HG4
http://smpdb.ca/pathways/#Protein/13656_Mitochondrial_Matrix,Q8CFA2
http://smpdb.ca/pathways/#Protein/22182_Cytoplasm,P58754
http://smpdb.ca/pathways/#Protein/21793_Cytoplasm,Q8R2E7
http://smpdb.ca/pathways/#Protein/21965_Cytoplasm,Q9D3G3
http://smpdb.ca/pathways/#Protein/41_Mitochondrial_Matrix,O75390
http://smpdb.ca/pathways/#Protein/10539,P32582
http://smpdb.ca/pathways/#Protein/16201_Extracellular_Space,Q07175
http://smpdb.ca/pathways/#Protein/16772_Cytoplasm,Q9DBQ3
http://smpdb.ca/pathways/#Protein/15775_Cytoplasm,Q8MKK3
http://smpdb.ca/pathways/#Protein/15841_Cytosol,Q99MI5
http://smpdb.ca/pathways/#Protein/5743_Cytosol,P13667
http://smpdb.ca/pathways/#Protein/2370_Cell_Membrane,Q92835
http://smpdb.ca/pathways/#Protein/Generic212_Cytosol,
http://smpdb.ca/pathways/#Protein/16465_Mitochondrion,A8QHW9
http://smpdb.ca/pathways/#Protein/14677,O15205
http://smpdb.ca/pathways/#Protein/7344_Inner_Membrane,P0AAF6
http://smpdb.ca/pathways/#Protein/11835_Cytoplasm,Q9SRQ7
http://smpdb.ca/pathways/#Protein/916_Cytoplasm,P04075
http://smpdb.ca/pathways/#Protein/892_Endoplasmic_Reticulum_Membrane,Q15125
http://smpdb.ca/pathways/#Protein/19414_Nucleus,P63086
http://smpdb.ca/pathways/#Protein/16907_Cytosol,A6QL88
http://smpdb.ca/pathways/#Protein/465_Endoplasmic_Reticulum_Membrane,P22309
http://smpdb.ca/pathways/#Protein/10640,P43550
http://smpdb.ca/pathways/#Protein/21707,P60901
http://smpdb.ca/pathways/#Protein/114_Cell_Membrane,P22413
http://smpdb.ca/pathways/#Protein/14058_Cytoplasm,P48758
http://smpdb.ca/pathways/#Protein/2631_Cytoplasm,Q7LG56
http://smpdb.ca/pathways/#Protein/13612_Mitochondrial_Matrix,Q8K2Z3
http://smpdb.ca/pathways/#Protein/2386_Cell_Membrane,O15440
http://smpdb.ca/pathways/#Protein/17215_Cytosol,G5EET2
http://smpdb.ca/pathways/#Protein/7523_Inner_Membrane,P0AF26
http://smpdb.ca/pathways/#Protein/1787_Cytoplasm,P08183
http://smpdb.ca/pathways/#Protein/11991,B7UXW9
http://smpdb.ca/pathways/#Protein/15010_Cytoplasm,Q6AZ85
http://smpdb.ca/pathways/#Protein/6000,P0A6K6
http://smpdb.ca/pathways/#Protein/2161,P51170
http://smpdb.ca/pathways/#Protein/10431,P0A8U6
http://smpdb.ca/pathways/#Protein/1705_Cytosol,P30047
http://smpdb.ca/pathways/#Protein/17024_Endoplasmic_Reticulum_Membrane,Q0E946
http://smpdb.ca/pathways/#Protein/13903_Mitochondrion,P45952
http://smpdb.ca/pathways/#Protein/19593_Membrane,P10686
http://smpdb.ca/pathways/#Protein/Generic343_Cytoplasm,
http://smpdb.ca/pathways/#Protein/312_Golgi_apparatus,Q99999
http://smpdb.ca/pathways/#Protein/14970_Cytoplasm,Q19722
http://smpdb.ca/pathways/#Protein/8115_Cytoplasm,P62917
http://smpdb.ca/pathways/#Protein/15105_Mitochondrial_Matrix,Q3T0Q1
http://smpdb.ca/pathways/#Protein/11725_Mitochondrial_Inner_Membrane,Q95748
http://smpdb.ca/pathways/#Protein/10730_Mitochondrial_Inner_Membrane,Q07560
http://smpdb.ca/pathways/#Protein/20429,Q4TZY1
http://smpdb.ca/pathways/#Protein/332_Cytosol,Q9BZQ4
http://smpdb.ca/pathways/#Protein/19415_Nucleus,Q3V1U6
http://smpdb.ca/pathways/#Protein/11197_Endoplasmic_Reticulum_Membrane,P10614
http://smpdb.ca/pathways/#Protein/13735_Cytosol,Q8BUG2
http://smpdb.ca/pathways/#Protein/11025,Q9SIU0
http://smpdb.ca/pathways/#Protein/16448_Endoplasmic_Reticulum,F1MMP6
http://smpdb.ca/pathways/#Protein/1432_Endoplasmic_Reticulum_Membrane,P05181
http://smpdb.ca/pathways/#Protein/16293_Cytosol,Q2XN11
http://smpdb.ca/pathways/#Protein/14592_Cytoplasm,P20333
http://smpdb.ca/pathways/#Protein/10780,P38145
http://smpdb.ca/pathways/#Protein/10623_Cytosol,P39002
http://smpdb.ca/pathways/#Protein/16795_Cytosol,Q4KLN6
http://smpdb.ca/pathways/#Protein/11764_Mitochondrial_Inner_Membrane,P42792
http://smpdb.ca/pathways/#Protein/17129_Cytosol,P05370
http://smpdb.ca/pathways/#Protein/5844,P00909
http://smpdb.ca/pathways/#Protein/14022_Cytoplasm,Q8CGC7
http://smpdb.ca/pathways/#Protein/15564_Cytoplasm,Q5HZB2
http://smpdb.ca/pathways/#Protein/19533_Nucleus,Q5M8P4
http://smpdb.ca/pathways/#Protein/17385_Cytosol,Q9BL73
http://smpdb.ca/pathways/#Protein/7511_Inner_Membrane,P0ABJ3
http://smpdb.ca/pathways/#Protein/15460_Mitochondrial_Matrix,Q9W457
http://smpdb.ca/pathways/#Protein/3959,P48544
http://smpdb.ca/pathways/#Protein/6260_Cytosol,P0AF18
http://smpdb.ca/pathways/#Protein/22990_Cytosol,P68646
http://smpdb.ca/pathways/#Protein/10915,P47169
http://smpdb.ca/pathways/#Protein/2053,P46721
http://smpdb.ca/pathways/#Protein/7257_Cytosol,P31552
http://smpdb.ca/pathways/#Protein/20989_Nucleus,Q9QVQ3
http://smpdb.ca/pathways/#Protein/14579,A6V2W2
http://smpdb.ca/pathways/#Protein/237_Endoplasmic_Reticulum_Membrane,O75907
http://smpdb.ca/pathways/#Protein/22376_Cytoplasm,O08727
http://smpdb.ca/pathways/#Protein/19547,A5D7K8
http://smpdb.ca/pathways/#Protein/11656_Chloroplast,Q8RWV0
http://smpdb.ca/pathways/#Protein/608_Mitochondrion,P49590
http://smpdb.ca/pathways/#Protein/7064,P0AFK6
http://smpdb.ca/pathways/#Protein/11582_Peroxisome,Q9LVM5
http://smpdb.ca/pathways/#Protein/Generic184,
http://smpdb.ca/pathways/#Protein/11703_Chloroplast,Q9SUI5
http://smpdb.ca/pathways/#Protein/17015_Endoplasmic_Reticulum_Membrane,Q642F6
http://smpdb.ca/pathways/#Protein/14780_Peroxisome,Q22949
http://smpdb.ca/pathways/#Protein/22166,A2AS36
http://smpdb.ca/pathways/#Protein/912_Cytoplasm,P18054
http://smpdb.ca/pathways/#Protein/16_Cytosol,O95822
http://smpdb.ca/pathways/#Protein/7807_Mitochondrial_Matrix,P11884
http://smpdb.ca/pathways/#Protein/19703,Q6PFF5
http://smpdb.ca/pathways/#Protein/11966,Q02K94
http://smpdb.ca/pathways/#Protein/19715_Cell_Membrane,P30546
http://smpdb.ca/pathways/#Protein/10325_Cytosol,P45763
http://smpdb.ca/pathways/#Protein/19786_Nucleus,P41739
http://smpdb.ca/pathways/#Protein/12337,B7V2U0
http://smpdb.ca/pathways/#Protein/16083_Endoplasmic_Reticulum_Membrane,Q5EBD7
http://smpdb.ca/pathways/#Protein/12231,A6VDF5
http://smpdb.ca/pathways/#Protein/22359_Cytosol,Q5RJQ4
http://smpdb.ca/pathways/#Protein/880_Cytoplasm,O75891
http://smpdb.ca/pathways/#Protein/14652_Extracellular_Space,P02748
http://smpdb.ca/pathways/#Protein/914_Smooth_Endoplasmic_Reticulum_,P23219
http://smpdb.ca/pathways/#Protein/6089,P0A8N5
http://smpdb.ca/pathways/#Protein/8100_Cytoplasm,P49207
http://smpdb.ca/pathways/#Protein/6120_Cytosol,P0A9H5
http://smpdb.ca/pathways/#Protein/22182_Cell_Membrane,P58754
http://smpdb.ca/pathways/#Protein/15202_Lysosome,Q641X3
http://smpdb.ca/pathways/#Protein/6612_Cytosol,P39452
http://smpdb.ca/pathways/#Protein/8082_Cytoplasm,P50914
http://smpdb.ca/pathways/#Protein/10618,P39540
http://smpdb.ca/pathways/#Protein/3961,Q15842
http://smpdb.ca/pathways/#Protein/20383,A6QP57
http://smpdb.ca/pathways/#Protein/6788,P77570
http://smpdb.ca/pathways/#Protein/19516_Nucleus,Q8C712
http://smpdb.ca/pathways/#Protein/3222_Cell_Membrane,Q13425
http://smpdb.ca/pathways/#Protein/Generic176,
http://smpdb.ca/pathways/#Protein/16557_Cytosol,G5EGA6
http://smpdb.ca/pathways/#Protein/20754_Cell_Membrane,P30553
http://smpdb.ca/pathways/#Protein/16463_Mitochondrial_Matrix,Q28047
http://smpdb.ca/pathways/#Protein/21096_Cytoplasm,Q8CIN4
http://smpdb.ca/pathways/#Protein/21877_Cytoplasm,O35733
http://smpdb.ca/pathways/#Protein/22865_Cytosol,Q9M0A5
http://smpdb.ca/pathways/#Protein/22237_Cytoplasm,Q29RQ6
http://smpdb.ca/pathways/#Protein/3195_Cell_Membrane,Q92736
http://smpdb.ca/pathways/#Protein/15185_Mitochondrial_Matrix,Q29RZ0
http://smpdb.ca/pathways/#Protein/20806_Nucleus,O08785
http://smpdb.ca/pathways/#Protein/16839_Cytosol,Q6AY91
http://smpdb.ca/pathways/#Protein/16140_Cytosol,Q9VGB6
http://smpdb.ca/pathways/#Protein/1222_Cytoplasm,O14920
http://smpdb.ca/pathways/#Protein/11448_Cytoplasm,Q5SW28
http://smpdb.ca/pathways/#Protein/15412_Mitochondrial_Matrix,P97519
http://smpdb.ca/pathways/#Protein/10944,P36148
http://smpdb.ca/pathways/#Protein/21529_Cytoplasm,Q3SX05
http://smpdb.ca/pathways/#Protein/7764_Membrane,
http://smpdb.ca/pathways/#Protein/22227_Cytoplasm,Q5TJ59
http://smpdb.ca/pathways/#Protein/17453_Cytosol,Q9VUH7
http://smpdb.ca/pathways/#Protein/20604_Cytosol,Q4PP23
http://smpdb.ca/pathways/#Protein/20387_Extracellular_Space,P0C6B8
http://smpdb.ca/pathways/#Protein/13896,Q9QYC7
http://smpdb.ca/pathways/#Protein/14280,Q9JKJ9
http://smpdb.ca/pathways/#Protein/13293_Inner_Membrane,Q02ME3
http://smpdb.ca/pathways/#Protein/1958,Q9H9P8
http://smpdb.ca/pathways/#Protein/1424_Nucleus,P45983
http://smpdb.ca/pathways/#Protein/8568_Cytoplasm,Q8WV28
http://smpdb.ca/pathways/#Protein/16871_Cytosol,Q9VYE7
http://smpdb.ca/pathways/#Protein/11509_Cytoplasm,Q9S818
http://smpdb.ca/pathways/#Protein/1410_Cytosol,P06213
http://smpdb.ca/pathways/#Protein/19499_Cytoplasm,P47196
http://smpdb.ca/pathways/#Protein/16905_Cytosol,Q6P502
http://smpdb.ca/pathways/#Protein/21204_Cytoplasm,O75601
http://smpdb.ca/pathways/#Protein/16258_Mitochondrial_Outer_Membrane,Q2HJ61
http://smpdb.ca/pathways/#Protein/16903_Cytosol,Q9N4J8
http://smpdb.ca/pathways/#Protein/13800_Cell_Membrane,O70161
http://smpdb.ca/pathways/#Protein/10789,P39976
http://smpdb.ca/pathways/#Protein/20793_Nucleus,Q717B5
http://smpdb.ca/pathways/#Protein/15382_Cytosol,E1BES2
http://smpdb.ca/pathways/#Protein/1067_Membrane,Q13233
http://smpdb.ca/pathways/#Protein/21746_Cytoplasm,Q9DCF7
http://smpdb.ca/pathways/#Protein/11256,Q9FN30
http://smpdb.ca/pathways/#Protein/6769_Cytosol,P77366
http://smpdb.ca/pathways/#Protein/14632,P13221
http://smpdb.ca/pathways/#Protein/17018_Endoplasmic_Reticulum_Membrane,Q8T0C1
http://smpdb.ca/pathways/#Protein/22015_Cytoplasm,Q9TUM1
http://smpdb.ca/pathways/#Protein/7270,P61949
http://smpdb.ca/pathways/#Protein/293_Mitochondrial_Matrix,P21953
http://smpdb.ca/pathways/#Protein/11521,Q38882
http://smpdb.ca/pathways/#Protein/11636_Cytosol,Z0Z000
http://smpdb.ca/pathways/#Protein/11454_Cytoplasm,Q62407
http://smpdb.ca/pathways/#Protein/12239,B7V1T5
http://smpdb.ca/pathways/#Protein/21258_Cell_Membrane,P81718
http://smpdb.ca/pathways/#Protein/2015_Cytosol,Q9BPW9
