entity,entityName
http://smpdb.ca/pathways/#Protein/10412,Leucine-responsive regulatory protein
http://smpdb.ca/pathways/#Protein/24_Cytoplasm,Acyl-coenzyme A thioesterase 12
http://smpdb.ca/pathways/#Protein/22264_Cytoplasm,Toll-like receptor 5
http://smpdb.ca/pathways/#Protein/11161,"Branched-chain-amino-acid aminotransferase 1, mitochondrial"
http://smpdb.ca/pathways/#Protein/6224_Cytoplasm,Isochorismatase
http://smpdb.ca/pathways/#Protein/10725,Mitochondrial distribution and morphology protein 35
http://smpdb.ca/pathways/#Protein/9969_Endoplasmic_Reticulum,Unknown
http://smpdb.ca/pathways/#Protein/12194,Thiosulfate sulfurtransferase GlpE
http://smpdb.ca/pathways/#Protein/19606,Protein kinase C alpha type
http://smpdb.ca/pathways/#Protein/11470_Chloroplast,chorismate synthase
http://smpdb.ca/pathways/#Protein/19827_Cytoplasm,Chromatin assembly factor 1 subunit A
http://smpdb.ca/pathways/#Protein/22992,Outer membrane protein A
http://smpdb.ca/pathways/#Protein/16612_Cytosol,2-amino-3-carboxymuconate-6-semialdehyde decarboxylase
http://smpdb.ca/pathways/#Protein/21727,Proteasome subunit beta type-3
http://smpdb.ca/pathways/#Protein/13799_Cell_Membrane,Phosphatidylinositol 4-phosphate 5-kinase-like protein 1
http://smpdb.ca/pathways/#Protein/6620_Cytosol,Keto-acid formate acetyltransferase
http://smpdb.ca/pathways/#Protein/21056_Cytoplasm,Tyrosine-protein kinase JAK1
http://smpdb.ca/pathways/#Protein/6674,"2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase"
http://smpdb.ca/pathways/#Protein/15965_Cytosol,4-hydroxyphenylpyruvate dioxygenase
http://smpdb.ca/pathways/#Protein/11086,Isoaspartyl peptidase/L-asparaginase 1
http://smpdb.ca/pathways/#Protein/13588,Inorganic pyrophosphatase 2
http://smpdb.ca/pathways/#Protein/19555_Cytoplasm,"Myosin light chain kinase 2, skeletal/cardiac muscle"
http://smpdb.ca/pathways/#Protein/11463,phosphoenolpyruvate/phosphate translocator 1
http://smpdb.ca/pathways/#Protein/15869_Mitochondrion,"4-hydroxybenzoate polyprenyltransferase, mitochondrial"
http://smpdb.ca/pathways/#Protein/15808_Cytosol,Tyrosinase
http://smpdb.ca/pathways/#Protein/19877,Short transient receptor potential channel 3
http://smpdb.ca/pathways/#Protein/15210_Cytoplasm,Glucosamine-6-phosphate isomerase 1
http://smpdb.ca/pathways/#Protein/16644_Endoplasmic_Reticulum_Membrane,Corticosteroid 11-beta-dehydrogenase isozyme 2
http://smpdb.ca/pathways/#Protein/6026,UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase
http://smpdb.ca/pathways/#Protein/15780_Cytoplasm,Uncharacterized protein T05G5.5
http://smpdb.ca/pathways/#Protein/17275_Endoplasmic_Reticulum_Membrane,MIP05773p
http://smpdb.ca/pathways/#Protein/19882,Short transient receptor potential channel 4
http://smpdb.ca/pathways/#Protein/14361_Cytoplasm,Aryl hydrocarbon receptor
http://smpdb.ca/pathways/#Protein/2426_Cytoplasm,Selenocysteine lyase
http://smpdb.ca/pathways/#Protein/Generic200_Cytosol,Protein N6-(octanoyl)lysine
http://smpdb.ca/pathways/#Protein/19773_Cytoplasm,Aryl hydrocarbon receptor
http://smpdb.ca/pathways/#Protein/12068,"UDP-2,3-diacylglucosamine hydrolase"
http://smpdb.ca/pathways/#Protein/16039,Prostacyclin synthase
http://smpdb.ca/pathways/#Protein/8163,C-Myc-binding protein
http://smpdb.ca/pathways/#Protein/13740_Cytosol,Phosphatidylinositide phosphatase SAC2
http://smpdb.ca/pathways/#Protein/6203_Cytosol,3-deoxy-D-manno-octulosonic-acid transferase
http://smpdb.ca/pathways/#Protein/20353,Plasma kallikrein
http://smpdb.ca/pathways/#Protein/6270_Inner_Membrane,NADH-quinone oxidoreductase subunit M
http://smpdb.ca/pathways/#Protein/17702_Mitochondrial_Intermembrane_Space,1-acylglycerol-3-phosphate O-acyltransferase 1
http://smpdb.ca/pathways/#Protein/14931,Mitochondrial pyruvate carrier 1
http://smpdb.ca/pathways/#Protein/10873,Probable UTP--glucose-1-phosphate uridylyltransferase
http://smpdb.ca/pathways/#Protein/16160,"Major facilitator superfamily transporter 16, isoform A"
http://smpdb.ca/pathways/#Protein/879_Cytoplasm,Cysteine sulfinic acid decarboxylase
http://smpdb.ca/pathways/#Protein/14358_Cytoplasm,Growth hormone receptor
http://smpdb.ca/pathways/#Protein/7313_Cytosol,Uncharacterized protein ygfH
http://smpdb.ca/pathways/#Protein/17082_Cytosol,Alkaline ceramidase 3
http://smpdb.ca/pathways/#Protein/20669_Cytosol,Tropomyosin beta chain
http://smpdb.ca/pathways/#Protein/16842_Cytosol,Molybdopterin synthase catalytic subunit
http://smpdb.ca/pathways/#Protein/14709_Cytoplasm,Rho GTPase-activating protein 5
http://smpdb.ca/pathways/#Protein/13895,Vitamin K epoxide reductase complex subunit 1-like protein 1
http://smpdb.ca/pathways/#Protein/21005_Cytoplasm,Receptor tyrosine-protein kinase erbB-3
http://smpdb.ca/pathways/#Protein/14909,"Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial"
http://smpdb.ca/pathways/#Protein/14010_Cytosol,Interleukin-4
http://smpdb.ca/pathways/#Protein/11891,Biotin synthase
http://smpdb.ca/pathways/#Protein/17208_Cytosol,Thymidylate synthase
http://smpdb.ca/pathways/#Protein/14059_Cytosol,"Aspartate aminotransferase, cytoplasmic"
http://smpdb.ca/pathways/#Protein/16155_Cytoplasm,Pyruvate kinase
http://smpdb.ca/pathways/#Protein/11115,Phosphoenolpyruvate carboxylase 3
http://smpdb.ca/pathways/#Protein/183_Cytosol,Methylenetetrahydrofolate reductase
http://smpdb.ca/pathways/#Protein/11119,"Ferredoxin-dependent glutamate synthase 1, chloroplastic/mitochondrial"
http://smpdb.ca/pathways/#Protein/15066_Mitochondrial_Matrix,Glutaminase 2
http://smpdb.ca/pathways/#Protein/1625,"B(0,+)-type amino acid transporter 1"
http://smpdb.ca/pathways/#Protein/17149_Cytosol,Ribulose-phosphate 3-epimerase
http://smpdb.ca/pathways/#Protein/10464,Glutamate 5-kinase
http://smpdb.ca/pathways/#Protein/15754_Cytoplasm,Uncharacterized protein
http://smpdb.ca/pathways/#Protein/20353_Extracellular_Space,Plasma kallikrein
http://smpdb.ca/pathways/#Protein/13655_Mitochondrial_Matrix,"Glutaminase kidney isoform, mitochondrial"
http://smpdb.ca/pathways/#Protein/5952,Lysine-sensitive aspartokinase 3
http://smpdb.ca/pathways/#Protein/11843_Mitochondrial_Outer_Membrane,glycerol-3-phosphate acyltransferase 1
http://smpdb.ca/pathways/#Protein/2036,Mu-type opioid receptor
http://smpdb.ca/pathways/#Protein/15028_Cytosol,Glutathione S-transferase omega-2
http://smpdb.ca/pathways/#Protein/7291,Octaprenyl-diphosphate synthase
http://smpdb.ca/pathways/#Protein/6194,Dihydroneopterin aldolase
http://smpdb.ca/pathways/#Protein/15200_Lysosome,Beta-hexosaminidase subunit alpha
http://smpdb.ca/pathways/#Protein/7736_Cell_Membrane,Unknown
http://smpdb.ca/pathways/#Protein/7451,Cytochrome d ubiquinol oxidase subunit 2
http://smpdb.ca/pathways/#Protein/1354_Cytosol,Potassium-transporting ATPase alpha chain 1
http://smpdb.ca/pathways/#Protein/5766_Cytosol,Ethylene-responsive transcription factor ESR1
http://smpdb.ca/pathways/#Protein/16316_Golgi_apparatus,Apyrase apy-1
http://smpdb.ca/pathways/#Protein/6102_Cytosol,3-oxoacyl-[acyl-carrier-protein] synthase 1
http://smpdb.ca/pathways/#Protein/15447_Endoplasmic_Reticulum_Membrane,Cytochrome P450 2A3
http://smpdb.ca/pathways/#Protein/20117_Cytoplasm,60S ribosomal protein L7
http://smpdb.ca/pathways/#Protein/15592_Mitochondrion,Probable bifunctional methylenetetrahydrofolate dehydrogenase/cyclohydrolase 2
http://smpdb.ca/pathways/#Protein/11645_Cytosol,thymidylate kinase
http://smpdb.ca/pathways/#Protein/1353_Cytosol,Tyrosine-protein kinase SYK
http://smpdb.ca/pathways/#Protein/14624,"Glutaminase kidney isoform, mitochondrial"
http://smpdb.ca/pathways/#Protein/16822_Cytosol,Bone marrow stromal cell antigen 1
http://smpdb.ca/pathways/#Protein/11906,3-isopropylmalate dehydratase large subunit
http://smpdb.ca/pathways/#Protein/1513_Cell_Membrane,Beta-1 adrenergic receptor
http://smpdb.ca/pathways/#Protein/10520_Cytosol,S-adenosylmethionine synthetase
http://smpdb.ca/pathways/#Protein/6022,2-dehydro-3-deoxyphosphooctonate aldolase
http://smpdb.ca/pathways/#Protein/11456_Cytosol,Ras-GEF domain-containing family member 1B
http://smpdb.ca/pathways/#Protein/6123,Nitrite reductase [NAD(P)H] small subunit
http://smpdb.ca/pathways/#Protein/7807,"Aldehyde dehydrogenase, mitochondrial"
http://smpdb.ca/pathways/#Protein/15106_Mitochondrial_Intermembrane_Space,"Probable aspartate aminotransferase, cytoplasmic"
http://smpdb.ca/pathways/#Protein/1154_Cell_Membrane,Sodium/potassium-transporting ATPase subunit beta-1
http://smpdb.ca/pathways/#Protein/20635_Cytoplasm,60S ribosomal protein L34
http://smpdb.ca/pathways/#Protein/266_Cytoplasm,Catechol O-methyltransferase
http://smpdb.ca/pathways/#Protein/16042_Cytoplasm,Prostaglandin-H2 D-isomerase
http://smpdb.ca/pathways/#Protein/10772,Anthranilate phosphoribosyltransferase
http://smpdb.ca/pathways/#Protein/16046_Cytosol,Dihydrodiol dehydrogenase 3
http://smpdb.ca/pathways/#Protein/17468_Endoplasmic_Reticulum_Membrane,DnaJ homolog subfamily B member 11
http://smpdb.ca/pathways/#Protein/7615,Acetolactate synthase isozyme 2 large subunit
http://smpdb.ca/pathways/#Protein/14889_Mitochondrial_Matrix,"Succinate--CoA ligase [ADP/GDP-forming] subunit alpha, mitochondrial"
http://smpdb.ca/pathways/#Protein/6847,Lipopolysaccharide heptosyltransferase 1
http://smpdb.ca/pathways/#Protein/10848_Cytosol,Ribonucleoside-diphosphate reductase large chain 1
http://smpdb.ca/pathways/#Protein/15902_Cytosol,"Estrogen sulfotransferase, isoform 2"
http://smpdb.ca/pathways/#Protein/17188_Cytosol,Uridine-cytidine kinase 2
http://smpdb.ca/pathways/#Protein/16135_Cytosol,Glucose-6-phosphatase
http://smpdb.ca/pathways/#Protein/11906_Cytoplasm,3-isopropylmalate dehydratase large subunit
http://smpdb.ca/pathways/#Protein/11198_Endoplasmic_Reticulum,Delta(14)-sterol reductase
http://smpdb.ca/pathways/#Protein/875_Endoplasmic_Reticulum,Farnesyl pyrophosphate synthase
http://smpdb.ca/pathways/#Protein/3065,Glutamate [NMDA] receptor subunit 3A
http://smpdb.ca/pathways/#Protein/164_Cytosol,Amine oxidase [flavin-containing] A
http://smpdb.ca/pathways/#Protein/22360_Cytosol,"NAD-dependent protein lipoamidase sirtuin-4, mitochondrial"
http://smpdb.ca/pathways/#Protein/15543_Mitochondrial_Matrix,Alcohol/Ribitol Dehydrogenase family
http://smpdb.ca/pathways/#Protein/3357_Cytoplasm,cAMP-dependent protein kinase type I-beta regulatory subunit
http://smpdb.ca/pathways/#Protein/13832_Cytoplasm,Phosphoribosylformylglycinamidine synthase
http://smpdb.ca/pathways/#Protein/17509_Endoplasmic_Reticulum_Membrane,Putative cytochrome P450 CYP13A7
http://smpdb.ca/pathways/#Protein/4299_Cell_Membrane,Sodium channel protein type 10 subunit alpha
http://smpdb.ca/pathways/#Protein/15976_Cytosol,Probable maleylacetoacetate isomerase
http://smpdb.ca/pathways/#Protein/15662_Cytoplasm,Ketohexokinase
http://smpdb.ca/pathways/#Protein/22356_Cytoplasm,Interleukin-1 beta
http://smpdb.ca/pathways/#Protein/16914_Cytosol,VAC (Yeast VACuole morphology)-Like
http://smpdb.ca/pathways/#Protein/5880_Cytosol,Fumarate hydratase class II
http://smpdb.ca/pathways/#Protein/16758_Peroxisome,ATPase family AAA domain-containing protein 1
http://smpdb.ca/pathways/#Protein/13847_Cytosol,"5-aminolevulinate synthase, nonspecific, mitochondrial"
http://smpdb.ca/pathways/#Protein/15251,Vesicular glutamate transporter 2
http://smpdb.ca/pathways/#Protein/1802_Cytosol,Cyclic AMP-responsive element-binding protein 1
http://smpdb.ca/pathways/#Protein/14031_Cell_Membrane,Cytosolic phospholipase A2 beta
http://smpdb.ca/pathways/#Protein/10877,glycogen(starch) synthase 1
http://smpdb.ca/pathways/#Protein/13585_Chloroplast,Threonine synthase 2
http://smpdb.ca/pathways/#Protein/15535_Mitochondrial_Matrix,Acetyl-coenzyme A synthetase
http://smpdb.ca/pathways/#Protein/8117_Cytoplasm,60S acidic ribosomal protein P0
http://smpdb.ca/pathways/#Protein/7735_Mitochondrion,"Methionyl-tRNA formyltransferase, mitochondrial"
http://smpdb.ca/pathways/#Protein/12053_Cytosol,Malate synthase G
http://smpdb.ca/pathways/#Protein/14316_Endoplasmic_Reticulum_Membrane,Cytochrome P450 3A41
http://smpdb.ca/pathways/#Protein/1845_Cytoplasm,Voltage-dependent L-type calcium channel subunit alpha-1C
http://smpdb.ca/pathways/#Protein/16253_Mitochondrial_Outer_Membrane,Diacylglycerol kinase alpha
http://smpdb.ca/pathways/#Protein/52_Mitochondrial_Matrix,"Dihydrolipoyl dehydrogenase, mitochondrial"
http://smpdb.ca/pathways/#Protein/15618_Cytoplasm,Mannose-6-phosphate isomerase
http://smpdb.ca/pathways/#Protein/17137_Cytosol,Putative 6-phosphogluconolactonase
http://smpdb.ca/pathways/#Protein/2706_Cell_Membrane,Voltage-dependent calcium channel subunit alpha-2/delta-2
http://smpdb.ca/pathways/#Protein/15727_Cytoplasm,Glucokinase
http://smpdb.ca/pathways/#Protein/5896_Inner_Membrane,Vitamin B12 import ATP-binding protein BtuD
http://smpdb.ca/pathways/#Protein/6618,Altronate hydrolase
http://smpdb.ca/pathways/#Protein/11198_Endoplasmic_Reticulum_Membrane,Delta(14)-sterol reductase
http://smpdb.ca/pathways/#Protein/2_Cytoplasm,Deoxycytidylate deaminase
http://smpdb.ca/pathways/#Protein/15873_Mitochondrion,"Ubiquinone biosynthesis O-methyltransferase, mitochondrial"
http://smpdb.ca/pathways/#Protein/16250_Endoplasmic_Reticulum,"Bb in a boxcar, isoform B"
http://smpdb.ca/pathways/#Protein/7946_Cytoplasm,26S protease regulatory subunit 7
http://smpdb.ca/pathways/#Protein/1405_Cytosol,Mitogen-activated protein kinase 14
http://smpdb.ca/pathways/#Protein/20150_Cytoplasm,60S ribosomal protein L37a
http://smpdb.ca/pathways/#Protein/15784_Cell_Membrane,Ectonucleotide pyrophosphatase/phosphodiesterase family member 3
http://smpdb.ca/pathways/#Protein/15046_Cytoplasm,Glutamate--cysteine ligase
http://smpdb.ca/pathways/#Protein/16573,Cholesterol 7-alpha-monooxygenase
http://smpdb.ca/pathways/#Protein/2684_Cell_Membrane,Sodium/potassium-transporting ATPase subunit gamma
http://smpdb.ca/pathways/#Protein/15751,Galactokinase
http://smpdb.ca/pathways/#Protein/8104_Cytoplasm,60S ribosomal protein L36a
http://smpdb.ca/pathways/#Protein/21366,Complement C1q subcomponent subunit A
http://smpdb.ca/pathways/#Protein/19757_Nucleus,cAMP-dependent protein kinase catalytic subunit alpha
http://smpdb.ca/pathways/#Protein/17638_Cytosol,Cytochrome b-245 heavy chain
http://smpdb.ca/pathways/#Protein/13612_Mitochondrion,"2-oxoglutarate dehydrogenase, mitochondrial"
http://smpdb.ca/pathways/#Protein/17094_Mitochondrial_Matrix,Pyruvate Dehydrogenase Phosphatase Regulatory subunit
http://smpdb.ca/pathways/#Protein/6506,Carnitinyl-CoA dehydratase
http://smpdb.ca/pathways/#Protein/15349_Cytosol,Dihydropyrimidinase 2
http://smpdb.ca/pathways/#Protein/20190_Cytoplasm,40S ribosomal protein S29
http://smpdb.ca/pathways/#Protein/6831,D-galactonate dehydratase
http://smpdb.ca/pathways/#Protein/21304_Extracellular_Space,Proheparin-binding EGF-like growth factor
http://smpdb.ca/pathways/#Protein/Generic260_Endoplasmic_Reticulum,ferrocytochrome b5
http://smpdb.ca/pathways/#Protein/5798_Endocytic_Vesicle,Thyroglobulin
http://smpdb.ca/pathways/#Protein/15459_Mitochondrial_Matrix,Serine hydroxymethyltransferase
http://smpdb.ca/pathways/#Protein/19709_Cytoplasm,"Inositol 1,4,5-trisphosphate receptor type 1"
http://smpdb.ca/pathways/#Protein/10578,mannose-6-phosphate isomerase
http://smpdb.ca/pathways/#Protein/19807_Nucleus,DNA fragmentation factor subunit alpha
http://smpdb.ca/pathways/#Protein/11111,"Aspartate aminotransferase, chloroplastic"
http://smpdb.ca/pathways/#Protein/11689_Chloroplast,cytochrome b6-f complex iron-sulfur subunit
http://smpdb.ca/pathways/#Protein/5892,L(+)-tartrate dehydratase subunit alpha
http://smpdb.ca/pathways/#Protein/11641_Cytosol,UMP/CMP kinase
http://smpdb.ca/pathways/#Protein/22120_Cell_Membrane,Complement C3
http://smpdb.ca/pathways/#Protein/Generic358_Cell_Membrane,PLC
http://smpdb.ca/pathways/#Protein/19530_Cell_Membrane,Follicle-stimulating hormone receptor
http://smpdb.ca/pathways/#Protein/15559_Mitochondrion,"C-1-tetrahydrofolate synthase, cytoplasmic"
http://smpdb.ca/pathways/#Protein/5739_Endoplasmic_Reticulum_Membrane,HSP90B1 protein
http://smpdb.ca/pathways/#Protein/10968_Cytosol,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase 1"
http://smpdb.ca/pathways/#Protein/17488_Cytosol,Protein disulfide-isomerase A6
http://smpdb.ca/pathways/#Protein/11133_Mitochondrial_Matrix,"Gamma-aminobutyrate transaminase POP2, mitochondrial"
http://smpdb.ca/pathways/#Protein/15679_Cytoplasm,Glyceraldehyde-3-phosphate dehydrogenase 1
http://smpdb.ca/pathways/#Protein/242_Mitochondrial_Matrix,"4-aminobutyrate aminotransferase, mitochondrial"
http://smpdb.ca/pathways/#Protein/20189_Cytoplasm,40S ribosomal protein S28
http://smpdb.ca/pathways/#Protein/20019_Cytoplasm,"CASP2 and RIPK1 domain containing adaptor with death domain (Predicted), isoform CRA_a"
http://smpdb.ca/pathways/#Protein/14585,Complement factor Ba
http://smpdb.ca/pathways/#Protein/22242,Uncharacterized protein
http://smpdb.ca/pathways/#Protein/1041,Phosphoglucomutase-1
http://smpdb.ca/pathways/#Protein/10576,"fructose-2,6-bisphosphatase"
http://smpdb.ca/pathways/#Protein/1531_Cell_Membrane,Canalicular multispecific organic anion transporter 1
http://smpdb.ca/pathways/#Protein/15726,Mitochondrial uncoupling protein Bmcp
http://smpdb.ca/pathways/#Protein/13669_Peroxisome,"Carnitine O-palmitoyltransferase 1, brain isoform"
http://smpdb.ca/pathways/#Protein/5798_Extracellular_Space,Thyroglobulin
http://smpdb.ca/pathways/#Protein/5964_Cytosol,Galactose-1-phosphate uridylyltransferase
http://smpdb.ca/pathways/#Protein/20313,Blood-brain barrier large neutral amino acid transporter
http://smpdb.ca/pathways/#Protein/16585_Cytoplasm,"Tryptophan--tRNA ligase, cytoplasmic"
http://smpdb.ca/pathways/#Protein/16568_Endoplasmic_Reticulum,3 beta-hydroxysteroid dehydrogenase type 7
http://smpdb.ca/pathways/#Protein/11566,pheophytin a synthase
http://smpdb.ca/pathways/#Protein/3510_Cytosol,"All-trans-retinol 13,14-reductase"
http://smpdb.ca/pathways/#Protein/17026_Endoplasmic_Reticulum_Membrane,SGPL1 protein
http://smpdb.ca/pathways/#Protein/16504_Mitochondrial_Matrix,"Methylmalonyl-CoA epimerase, mitochondrial"
http://smpdb.ca/pathways/#Protein/14270_Mitochondrial_Outer_Membrane,"Glycerol-3-phosphate acyltransferase 1, mitochondrial"
http://smpdb.ca/pathways/#Protein/3529_Cytoplasm,Arfaptin-2
http://smpdb.ca/pathways/#Protein/13801_Cell_Membrane,Inositol polyphosphate 5-phosphatase K
http://smpdb.ca/pathways/#Protein/71,Aldo-keto reductase family 1 member C4
http://smpdb.ca/pathways/#Protein/6691_Inner_Membrane,Hydrogenase-1 small chain
http://smpdb.ca/pathways/#Protein/15720,Mitochondrial glutamate carrier 1
http://smpdb.ca/pathways/#Protein/12317,Ubiquinone biosynthesis O-methyltransferase
http://smpdb.ca/pathways/#Protein/19676_Cytosol,Tuberin
http://smpdb.ca/pathways/#Protein/15797_Mitochondrion,"D-2-hydroxyglutarate dehydrogenase, mitochondrial"
http://smpdb.ca/pathways/#Protein/19962_Cytoplasm,Apoptotic protease-activating factor 1
http://smpdb.ca/pathways/#Protein/748_Cytoplasm,"Fructose-1,6-bisphosphatase 1"
http://smpdb.ca/pathways/#Protein/19594_Membrane,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma-1"
http://smpdb.ca/pathways/#Protein/19839_Nucleus,Retinoblastoma-associated protein
http://smpdb.ca/pathways/#Protein/11083,Asparagine synthetase [glutamine-hydrolyzing] 1
http://smpdb.ca/pathways/#Protein/6141,Glycerol dehydrogenase
http://smpdb.ca/pathways/#Protein/3060_Cytoplasm,"Nuclear factor of activated T-cells, cytoplasmic 3"
http://smpdb.ca/pathways/#Protein/14802_Cytoplasm,"Probable selenide, water dikinase"
http://smpdb.ca/pathways/#Protein/6757_Cytosol,N-acetylmuramic acid 6-phosphate etherase
http://smpdb.ca/pathways/#Protein/20410,Angiotensinogen
http://smpdb.ca/pathways/#Protein/12137,ATP synthase subunit a
http://smpdb.ca/pathways/#Protein/2126_Endoplasmic_Reticulum,"Inositol 1,4,5-trisphosphate receptor type 1"
http://smpdb.ca/pathways/#Protein/15530_Mitochondrial_Matrix,Acetyl-coenzyme A synthetase
http://smpdb.ca/pathways/#Protein/15686_Mitochondrion,"Glycerol-3-phosphate dehydrogenase, mitochondrial"
http://smpdb.ca/pathways/#Protein/7725_Endoplasmic_Reticulum,Unknown
http://smpdb.ca/pathways/#Protein/15161_Mitochondrial_Matrix,"3-ketoacyl-CoA thiolase, mitochondrial"
http://smpdb.ca/pathways/#Protein/6051,Dihydroorotate dehydrogenase
http://smpdb.ca/pathways/#Protein/151_Mitochondrial_Matrix,"Delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial"
http://smpdb.ca/pathways/#Protein/16025_Cytosol,Cytosolic non-specific dipeptidase
http://smpdb.ca/pathways/#Protein/8119_Cytoplasm,60S acidic ribosomal protein P2
http://smpdb.ca/pathways/#Protein/6665,ATP phosphoribosyltransferase
http://smpdb.ca/pathways/#Protein/6040,Phosphoglycerate kinase
http://smpdb.ca/pathways/#Protein/104_Cytoplasm,Ribonucleoside-diphosphate reductase large subunit
http://smpdb.ca/pathways/#Protein/15025_Mitochondrion,"Glutathione reductase, mitochondrial"
http://smpdb.ca/pathways/#Protein/13744_Mitochondrial_Inner_Membrane,Phosphatidylglycerophosphatase and protein-tyrosine phosphatase 1
http://smpdb.ca/pathways/#Protein/19409_Cytosol,RAF proto-oncogene serine/threonine-protein kinase
http://smpdb.ca/pathways/#Protein/14838_Cytoplasm,Glutathione hydrolase 1 proenzyme
http://smpdb.ca/pathways/#Protein/16397_Cytoplasm,Farnesyl pyrophosphate synthase
http://smpdb.ca/pathways/#Protein/6142,D-3-phosphoglycerate dehydrogenase
http://smpdb.ca/pathways/#Protein/15309_Cytoplasm,Creatine kinase B-type
http://smpdb.ca/pathways/#Protein/1430_Peroxisome,"Alkyldihydroxyacetonephosphate synthase, peroxisomal"
http://smpdb.ca/pathways/#Protein/12073_Cytosol,Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase
http://smpdb.ca/pathways/#Protein/8953_Nucleus,Signal transducer and activator of transcription 1-alpha/beta
http://smpdb.ca/pathways/#Protein/17702_Endoplasmic_Reticulum_Membrane,1-acylglycerol-3-phosphate O-acyltransferase 1
http://smpdb.ca/pathways/#Protein/22968_Endoplasmic_Reticulum,Sterol 14-demethylase
http://smpdb.ca/pathways/#Protein/51_Cytoplasm,"Hydroxymethylglutaryl-CoA synthase, cytoplasmic"
http://smpdb.ca/pathways/#Protein/15903_Cytosol,Estrogen sulfotransferase
http://smpdb.ca/pathways/#Protein/7337,Imidazole glycerol phosphate synthase subunit hisF
http://smpdb.ca/pathways/#Protein/16728_Cytoplasm,Inosine triphosphate pyrophosphatase
http://smpdb.ca/pathways/#Protein/20215_Cytoplasm,Histidyl-tRNA synthetase 2-like
http://smpdb.ca/pathways/#Protein/13823_Cytosol,"Pyruvate dehydrogenase E1 component subunit beta, mitochondrial"
http://smpdb.ca/pathways/#Protein/20142_Cytoplasm,60S ribosomal protein L30
http://smpdb.ca/pathways/#Protein/19639_Cell_Membrane,Dual specificity mitogen-activated protein kinase kinase 1
http://smpdb.ca/pathways/#Protein/21727_Cytoplasm,Proteasome subunit beta type-3
http://smpdb.ca/pathways/#Protein/4066_Cell_Membrane,Phosphoinositide 3-kinase regulatory subunit 4
http://smpdb.ca/pathways/#Protein/2199,Solute carrier family 12 member 1
http://smpdb.ca/pathways/#Protein/5774_Nucleus,Nuclear factor NF-kappa-B p100 subunit
http://smpdb.ca/pathways/#Protein/14903_Mitochondrial_Matrix,"Probable malate dehydrogenase, mitochondrial"
http://smpdb.ca/pathways/#Protein/10035,sulfate:H+ symporter
http://smpdb.ca/pathways/#Protein/2226_Cytosol,"Maltase-glucoamylase, intestinal"
http://smpdb.ca/pathways/#Protein/19651_Cytosol,Tumor necrosis factor
http://smpdb.ca/pathways/#Protein/274_Cytoplasm,Phenylalanine-4-hydroxylase
http://smpdb.ca/pathways/#Protein/6792,2-keto-4-pentenoate hydratase
http://smpdb.ca/pathways/#Protein/1160_Cell_Membrane,"Phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha isoform"
http://smpdb.ca/pathways/#Protein/5983,Quinate/shikimate dehydrogenase
http://smpdb.ca/pathways/#Protein/21769,26S proteasome regulatory subunit 10B
http://smpdb.ca/pathways/#Protein/11733_Mitochondrial_Inner_Membrane,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 1
http://smpdb.ca/pathways/#Protein/11184_Chloroplast,"Aspartokinase 1, chloroplastic"
http://smpdb.ca/pathways/#Protein/15576_Cytoplasm,Methylenetetrahydrofolate reductase
http://smpdb.ca/pathways/#Protein/11289_Chloroplast,"Arogenate dehydrogenase 1, chloroplastic"
http://smpdb.ca/pathways/#Protein/14209_Cell_Membrane,Epidermal growth factor receptor
http://smpdb.ca/pathways/#Protein/15294_Cytoplasm,Prolyl 4-hydroxylase subunit alpha-3
http://smpdb.ca/pathways/#Protein/5889,Dihydroxy-acid dehydratase
http://smpdb.ca/pathways/#Protein/15031_Cytosol,Glutathione S-transferase omega 2
http://smpdb.ca/pathways/#Protein/11454_Cytosol,Striated muscle-specific serine/threonine-protein kinase
http://smpdb.ca/pathways/#Protein/1783_Cytoplasm,Transcription factor AP-1
http://smpdb.ca/pathways/#Protein/16281_Mitochondrial_Inner_Membrane,Cardiolipin synthase (CMP-forming)
http://smpdb.ca/pathways/#Protein/14726_Cytoplasm,Caspase-6
http://smpdb.ca/pathways/#Protein/14905_Mitochondrial_Matrix,"Pyruvate carboxylase, mitochondrial"
http://smpdb.ca/pathways/#Protein/2967,"Inositol 1,4,5-trisphosphate receptor type 3"
http://smpdb.ca/pathways/#Protein/22859_Cytoplasm,Leucoanthocyanidin dioxygenase
http://smpdb.ca/pathways/#Protein/10666,Hexokinase GLK1
http://smpdb.ca/pathways/#Protein/16599_Cytosol,Kynureninase
http://smpdb.ca/pathways/#Protein/17391_Cytoplasm,Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit gamma
http://smpdb.ca/pathways/#Protein/6711,L-fucose isomerase
http://smpdb.ca/pathways/#Protein/17170_Cytosol,"Dihydroorotate dehydrogenase (quinone), mitochondrial"
