entity,entityName
http://smpdb.ca/pathways/#Protein/1588_Cytosol,Cytochrome b-245 heavy chain
http://smpdb.ca/pathways/#Protein/15785_Cytosol,Ectonucleotide pyrophosphatase/phosphodiesterase C27A7.1
http://smpdb.ca/pathways/#Protein/6485,o-succinylbenzoate synthase
http://smpdb.ca/pathways/#Protein/5791,"ATP synthase subunit delta, mitochondrial"
http://smpdb.ca/pathways/#Protein/9647_Inner_Membrane,Autoinducer-2 ABC transporter - periplasmic binding protein B
http://smpdb.ca/pathways/#Protein/15110_Cytoplasm,"Glutamyl-tRNA synthetase 2, mitochondrial"
http://smpdb.ca/pathways/#Protein/14842_Cell_Membrane,"Gamma-glutamyl transpeptidase, isoform A"
http://smpdb.ca/pathways/#Protein/712_Cytosol,Pyruvate kinase isozymes R/L
http://smpdb.ca/pathways/#Protein/2702,Complement C1s subcomponent precursor
http://smpdb.ca/pathways/#Protein/7769_Peroxisome,Unknown
http://smpdb.ca/pathways/#Protein/11038," 2-oxoglutarate dehydrogenase, E1 component"
http://smpdb.ca/pathways/#Protein/1515_Cell_Membrane,Glutamate [NMDA] receptor subunit zeta-1
http://smpdb.ca/pathways/#Protein/Generic262,L-2-aminoadipyl-[LYS2 peptidyl-carrier-protein]
http://smpdb.ca/pathways/#Protein/22018_Cytoplasm,Signal transducer and activator of transcription 5B
http://smpdb.ca/pathways/#Protein/11284_Cytosol,Cytochrome P450 81F3
http://smpdb.ca/pathways/#Protein/22302_Nucleus,DNA fragmentation factor subunit beta
http://smpdb.ca/pathways/#Protein/20719_Cytoplasm,40S ribosomal protein S13
http://smpdb.ca/pathways/#Protein/13649_Nucleus,N-acylneuraminate cytidylyltransferase
http://smpdb.ca/pathways/#Protein/16847_Cytosol,Inositol-3-phosphate synthase 1
http://smpdb.ca/pathways/#Protein/16171_Lysosome,Alpha-galactosidase
http://smpdb.ca/pathways/#Protein/19379_Cytosol,Cyclic AMP-responsive element-binding protein 1
http://smpdb.ca/pathways/#Protein/13872_Mitochondrion,Cytochrome P450 2D9
http://smpdb.ca/pathways/#Protein/20569_Cytoplasm,60S ribosomal protein L10a
http://smpdb.ca/pathways/#Protein/15839_Cytoplasm,Thiamine-triphosphatase
http://smpdb.ca/pathways/#Protein/860_Cytoplasm,NAD kinase
http://smpdb.ca/pathways/#Protein/13742_Cell_Membrane,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit delta isoform"
http://smpdb.ca/pathways/#Protein/15562_Mitochondrion,"Monofunctional C1-tetrahydrofolate synthase, mitochondrial"
http://smpdb.ca/pathways/#Protein/20060_Cytoplasm,"Myosin regulatory light chain 2, ventricular/cardiac muscle isoform"
http://smpdb.ca/pathways/#Protein/15989_Cytoplasm,Protein arginine N-methyltransferase 6
http://smpdb.ca/pathways/#Protein/5943_Cytosol,L-arabinose isomerase
http://smpdb.ca/pathways/#Protein/21310,Toll-like receptor 9
http://smpdb.ca/pathways/#Protein/19504_Cell_Membrane,Inhibitor of nuclear factor kappa-B kinase subunit alpha
http://smpdb.ca/pathways/#Protein/1882,Mitochondrial ornithine transporter 1
http://smpdb.ca/pathways/#Protein/15675_Cytosol,Fructose-bisphosphate aldolase B
http://smpdb.ca/pathways/#Protein/1351_Cytosol,Epidermal growth factor receptor
http://smpdb.ca/pathways/#Protein/16564,Bile acid-CoA:amino acid N-acyltransferase
http://smpdb.ca/pathways/#Protein/2634_Cytosol,Uridine-cytidine kinase-like 1
http://smpdb.ca/pathways/#Protein/19792_Nucleus,Endonuclease G
http://smpdb.ca/pathways/#Protein/11998,Proline--tRNA ligase
http://smpdb.ca/pathways/#Protein/7564,N-acetylglucosamine repressor
http://smpdb.ca/pathways/#Protein/15450_Nucleoplasm,Histone-lysine N-methyltransferase SETD7
http://smpdb.ca/pathways/#Protein/6769,Putative beta-phosphoglucomutase
http://smpdb.ca/pathways/#Protein/13916_Cytoplasm,Glutathione synthetase
http://smpdb.ca/pathways/#Protein/21532_Cytoplasm,Dual specificity protein phosphatase 1
http://smpdb.ca/pathways/#Protein/19708,"Inositol 1,4,5-trisphosphate receptor type 1"
http://smpdb.ca/pathways/#Protein/21907_Cell_Membrane,Erythropoietin
http://smpdb.ca/pathways/#Protein/16318_Cytosol,CG5276 protein
http://smpdb.ca/pathways/#Protein/6858,Vitamin B12 transporter BtuB
http://smpdb.ca/pathways/#Protein/16528_Cytosol,Catechol O-methyltransferase
http://smpdb.ca/pathways/#Protein/8081_Cytoplasm,60S ribosomal protein L13a
http://smpdb.ca/pathways/#Protein/15689_Mitochondrion,"Probable glycerol-3-phosphate dehydrogenase, mitochondrial"
http://smpdb.ca/pathways/#Protein/14936_Mitochondrial_Matrix,"Probable aconitate hydratase, mitochondrial"
http://smpdb.ca/pathways/#Protein/4308_Mitochondrion,"Probable 2-oxoglutarate dehydrogenase E1 component DHKTD1, mitochondrial"
http://smpdb.ca/pathways/#Protein/19800_Cytoplasm,High mobility group protein B1
http://smpdb.ca/pathways/#Protein/Generic252,an acetyl-[holo citrate lyase acyl-carrier protein]
http://smpdb.ca/pathways/#Protein/8485_Nucleus,Growth arrest and DNA damage-inducible protein GADD45 beta
http://smpdb.ca/pathways/#Protein/15783_Cell_Membrane,Ectonucleotide pyrophosphatase/phosphodiesterase family member 1
http://smpdb.ca/pathways/#Protein/13593_Cytosol,Aldose 1-epimerase
http://smpdb.ca/pathways/#Protein/3296,Short transient receptor potential channel 4
http://smpdb.ca/pathways/#Protein/17664_Cytosol,"6-phosphogluconate dehydrogenase, decarboxylating"
http://smpdb.ca/pathways/#Protein/14363_Cytoplasm,DNA fragmentation factor subunit alpha
http://smpdb.ca/pathways/#Protein/22301_Nucleus,DNA fragmentation factor subunit beta
http://smpdb.ca/pathways/#Protein/10907,Adenylyl-sulfate kinase
http://smpdb.ca/pathways/#Protein/11612_Peroxisome,long-chain acyl-CoA synthetase 7	
http://smpdb.ca/pathways/#Protein/15608_Cytosol,Uncharacterized protein
http://smpdb.ca/pathways/#Protein/20380_Extracellular_Space,Fibrinogen gamma chain
http://smpdb.ca/pathways/#Protein/4918,Potassium voltage-gated channel subfamily KQT member 3
http://smpdb.ca/pathways/#Protein/10770,Anthranilate synthase component 1
http://smpdb.ca/pathways/#Protein/14623,Mitochondrial 2-oxodicarboxylate carrier
http://smpdb.ca/pathways/#Protein/15636_Cytoplasm,Mannose-1-phosphate guanyltransferase beta
http://smpdb.ca/pathways/#Protein/5744_Cytosol,Protein disulfide-isomerase A6
http://smpdb.ca/pathways/#Protein/10542,aspartic beta semi-aldehyde dehydrogenase
http://smpdb.ca/pathways/#Protein/2251,Neutral amino acid transporter A
http://smpdb.ca/pathways/#Protein/15441_Lysosomal_Lumen,Xanthine dehydrogenase/oxidase
http://smpdb.ca/pathways/#Protein/17396_Cell_Membrane,Epidermal growth factor receptor
http://smpdb.ca/pathways/#Protein/19696_Cytosol,Ribosomal protein S6 kinase beta-1
http://smpdb.ca/pathways/#Protein/10610,Aspartokinase
http://smpdb.ca/pathways/#Protein/21747_Cytoplasm,Proteasome subunit beta type-7
http://smpdb.ca/pathways/#Protein/11299_Endoplasmic_Reticulum_Membrane,Phosphatidyl-N-methylethanolamine N-methyltransferase
http://smpdb.ca/pathways/#Protein/22125,Complement factor B
http://smpdb.ca/pathways/#Protein/17060_Lysosome,Glucosylceramidase
http://smpdb.ca/pathways/#Protein/22183_Cytoplasm,Lymphocyte antigen 96
http://smpdb.ca/pathways/#Protein/16321,UDP-N-acetylglucosamine transporter
http://smpdb.ca/pathways/#Protein/6431,Phosphomannomutase
http://smpdb.ca/pathways/#Protein/21527_Cytoplasm,"Evolutionarily conserved signaling intermediate in Toll pathway, mitochondrial"
http://smpdb.ca/pathways/#Protein/16807_Cytosol,LP04163p
http://smpdb.ca/pathways/#Protein/17078_Endoplasmic_Reticulum,Sialidase-3
http://smpdb.ca/pathways/#Protein/7745,Unknown
http://smpdb.ca/pathways/#Protein/15163_Mitochondrion,HL08109p
http://smpdb.ca/pathways/#Protein/7725_Exocytic_Vesicle,Unknown
http://smpdb.ca/pathways/#Protein/20958,Ubiquitin-conjugating enzyme E2 E1
http://smpdb.ca/pathways/#Protein/15365_Cell_Membrane,Membrane primary amine oxidase
http://smpdb.ca/pathways/#Protein/21455_Nucleus,Cyclic AMP-dependent transcription factor ATF-4
http://smpdb.ca/pathways/#Protein/15737_Cytosol,UTP--glucose-1-phosphate uridylyltransferase
http://smpdb.ca/pathways/#Protein/17073_Lysosome,Arylsulfatase A
http://smpdb.ca/pathways/#Protein/21808_Cell_Membrane,Death domain-associated protein 6
http://smpdb.ca/pathways/#Protein/22168,Complement component C9
http://smpdb.ca/pathways/#Protein/19621_Cytosol,Dual specificity mitogen-activated protein kinase kinase 4
http://smpdb.ca/pathways/#Protein/14798_Cytoplasm,Uncharacterized protein
http://smpdb.ca/pathways/#Protein/17707,Fibroblast growth factor 19
http://smpdb.ca/pathways/#Protein/10721,Mitochondrial distribution and morphology protein 12
http://smpdb.ca/pathways/#Protein/20138_Cytoplasm,60S ribosomal protein L27a
http://smpdb.ca/pathways/#Protein/2232_Mitochondrion,"Lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex, mitochondrial"
http://smpdb.ca/pathways/#Protein/6690,Adenine phosphoribosyltransferase
http://smpdb.ca/pathways/#Protein/802,NADP-dependent malic enzyme
http://smpdb.ca/pathways/#Protein/14652,Complement component C9
http://smpdb.ca/pathways/#Protein/Generic16_Mitochondrion,Ferrocytochrome c
http://smpdb.ca/pathways/#Protein/22172_Extracellular_Space,Complement component C6
http://smpdb.ca/pathways/#Protein/6196_Cytosol,"Fumarate hydratase class I, aerobic"
http://smpdb.ca/pathways/#Protein/15400_Mitochondrial_Matrix,Probable 3-hydroxyacyl-CoA dehydrogenase B0272.3
http://smpdb.ca/pathways/#Protein/5940,Bifunctional protein folC
http://smpdb.ca/pathways/#Protein/7937_Cytoplasm,Proteasome subunit alpha type-7
http://smpdb.ca/pathways/#Protein/20565_Cytoplasm,60S ribosomal protein L9
http://smpdb.ca/pathways/#Protein/13792_Cytoplasm,4-hydroxyphenylpyruvate dioxygenase-like protein
http://smpdb.ca/pathways/#Protein/7329,Cardiolipin synthase
http://smpdb.ca/pathways/#Protein/1449_Endoplasmic_Reticulum,Cytochrome P450 19A1
http://smpdb.ca/pathways/#Protein/22979_Endoplasmic_Reticulum,7-dehydrocholesterol reductase
http://smpdb.ca/pathways/#Protein/10788,D-lactate dehydrogenase 2
http://smpdb.ca/pathways/#Protein/6379_Inner_Membrane,Respiratory nitrate reductase 2 alpha chain
http://smpdb.ca/pathways/#Protein/12315,4-hydroxybenzoate octaprenyltransferase
http://smpdb.ca/pathways/#Protein/15357_Mitochondrion,"Methylmalonate-semialdehyde dehydrogenase [acylating], mitochondrial"
http://smpdb.ca/pathways/#Protein/10609,Aspartokinase
http://smpdb.ca/pathways/#Protein/16828_Cytosol,Nicotinamide/nicotinic acid mononucleotide adenylyltransferase 2
http://smpdb.ca/pathways/#Protein/16812_Cytosol,FI04467p
http://smpdb.ca/pathways/#Protein/19892_Cytoplasm,cGMP-dependent protein kinase 1
http://smpdb.ca/pathways/#Protein/15973_Cytoplasm,"Homogentisate 1, 2-dioxygenase"
http://smpdb.ca/pathways/#Protein/20649_Cytoplasm,60S ribosomal protein L37
http://smpdb.ca/pathways/#Protein/6780,1-deoxy-D-xylulose-5-phosphate synthase
http://smpdb.ca/pathways/#Protein/17438_Cytosol,Uncharacterized protein
http://smpdb.ca/pathways/#Protein/6507,Crotonobetainyl-CoA:carnitine CoA-transferase
http://smpdb.ca/pathways/#Protein/15658_Cytoplasm,Fucokinase
http://smpdb.ca/pathways/#Protein/19720_Nucleus,Protein kinase C beta type
http://smpdb.ca/pathways/#Protein/15029_Cytosol,Pyrimidodiazepine synthase
http://smpdb.ca/pathways/#Protein/20780,Voltage-dependent P/Q-type calcium channel subunit alpha-1A
http://smpdb.ca/pathways/#Protein/16290_Endoplasmic_Reticulum,"CTP:phosphocholine cytidylyltransferase 1, isoform A"
http://smpdb.ca/pathways/#Protein/14951_Mitochondrial_Matrix,Serine--pyruvate aminotransferase
http://smpdb.ca/pathways/#Protein/15541_Mitochondrion,3-hydroxyacyl-CoA dehydrogenase type-2
http://smpdb.ca/pathways/#Protein/7277,3-octaprenyl-4-hydroxybenzoate carboxy-lyase
http://smpdb.ca/pathways/#Protein/16478_Mitochondrial_Matrix,"Lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex, mitochondrial"
http://smpdb.ca/pathways/#Protein/1452_Endoplasmic_Reticulum,Cytochrome P450 4F8
http://smpdb.ca/pathways/#Protein/7642,S-adenosylmethionine:tRNA ribosyltransferase-isomerase
http://smpdb.ca/pathways/#Protein/11155_Chloroplast,"Histidinol-phosphate aminotransferase 1, chloroplastic"
http://smpdb.ca/pathways/#Protein/14749_Mitochondrion,CRLS1 protein
http://smpdb.ca/pathways/#Protein/13736_Cytosol,"Phosphatidylinositol 3,4,5-trisphosphate 5-phosphatase 2"
http://smpdb.ca/pathways/#Protein/19600_Cytosol,Proto-oncogene vav
http://smpdb.ca/pathways/#Protein/19525_Cell_Membrane,Vasopressin V2 receptor
http://smpdb.ca/pathways/#Protein/784_Lysosome,Beta-glucuronidase
http://smpdb.ca/pathways/#Protein/7948_Cytoplasm,26S protease regulatory subunit 6B
http://smpdb.ca/pathways/#Protein/6098,Phosphatidylglycerophosphatase B
http://smpdb.ca/pathways/#Protein/11723_Mitochondrial_Inner_Membrane,NADH dehydrogenase [ubiquinone] iron-sulfur protein 1
http://smpdb.ca/pathways/#Protein/11966_Cytosol,3-oxoacyl-[acyl-carrier-protein] synthase 1
http://smpdb.ca/pathways/#Protein/22659_Cytoplasm,GH05294p
http://smpdb.ca/pathways/#Protein/11164,"2-oxoisovalerate dehydrogenase subunit alpha 2, mitochondrial"
http://smpdb.ca/pathways/#Protein/10858,cystathionine gamma-synthase
http://smpdb.ca/pathways/#Protein/393_Endoplasmic_Reticulum_Membrane,Cytochrome P450 4A11
http://smpdb.ca/pathways/#Protein/2356_Cytoplasm,L-lactate dehydrogenase A chain
http://smpdb.ca/pathways/#Protein/13896_Extracellular_Space,Vitamin K-dependent gamma-carboxylase
http://smpdb.ca/pathways/#Protein/19433_Cell_Membrane,Rho guanine nucleotide exchange factor 9
http://smpdb.ca/pathways/#Protein/19485_Cytoplasm,Protein kinase C beta type
http://smpdb.ca/pathways/#Protein/6263_Inner_Membrane,NADH-quinone oxidoreductase subunit A
http://smpdb.ca/pathways/#Protein/5748_Extracellular_Space,Bivalirudin
http://smpdb.ca/pathways/#Protein/14630_Cytosol,Glutamine-dependent NAD(+) synthetase
http://smpdb.ca/pathways/#Protein/19565_Cytosol,High affinity immunoglobulin epsilon receptor subunit alpha
http://smpdb.ca/pathways/#Protein/5860,Carbamoyl-phosphate synthase large chain
http://smpdb.ca/pathways/#Protein/17494_Endoplasmic_Reticulum_Membrane,Peptidyl-prolyl cis-trans isomerase
http://smpdb.ca/pathways/#Protein/16865_Endoplasmic_Reticulum_Membrane,Multiple inositol polyphosphate phosphatase 1
http://smpdb.ca/pathways/#Protein/4288_Cell_Membrane,Sodium channel subunit beta-1
http://smpdb.ca/pathways/#Protein/658_Mitochondrial_Matrix,"Glutamate dehydrogenase 1, mitochondrial"
http://smpdb.ca/pathways/#Protein/16098_Cytoplasm,Cytochrome P450 4d2
http://smpdb.ca/pathways/#Protein/19822_Cytoplasm,Protein BTG1
http://smpdb.ca/pathways/#Protein/11052_Chloroplast,L-tryptophan--pyruvate aminotransferase 1
http://smpdb.ca/pathways/#Protein/22857,NAD(P)-binding Rossmann-fold superfamily protein
http://smpdb.ca/pathways/#Protein/1325_Cytoplasm,Ribosomal protein S6 kinase beta-1
http://smpdb.ca/pathways/#Protein/14373_Nucleus,Aryl hydrocarbon receptor
http://smpdb.ca/pathways/#Protein/22253,T-cell surface glycoprotein CD3 epsilon chain
http://smpdb.ca/pathways/#Protein/13741_Cell_Membrane,Protein VAC14 homolog
http://smpdb.ca/pathways/#Protein/16267_Endoplasmic_Reticulum,Phosphatidylserine synthase 1
http://smpdb.ca/pathways/#Protein/6036,Aspartate carbamoyltransferase catalytic chain
http://smpdb.ca/pathways/#Protein/19514,NF-kappa-B inhibitor zeta
http://smpdb.ca/pathways/#Protein/22015_Cell_Membrane,Signal transducer and activator of transcription 5A
http://smpdb.ca/pathways/#Protein/19348_Cytosol,Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1
http://smpdb.ca/pathways/#Protein/10712,Kynurenine 3-monooxygenase
http://smpdb.ca/pathways/#Protein/9970,"Pyruvate dehydrogenase E1 component subunit beta, mitochondrial"
http://smpdb.ca/pathways/#Protein/1590_Cell_Membrane,Beta-1-syntrophin
http://smpdb.ca/pathways/#Protein/6470_Cytosol,UDP-N-acetyl-D-mannosamine dehydrogenase
http://smpdb.ca/pathways/#Protein/12229,"Glutamate-1-semialdehyde 2,1-aminomutase"
http://smpdb.ca/pathways/#Protein/20739_Cytoplasm,40S ribosomal protein S20
http://smpdb.ca/pathways/#Protein/20057_Cytoplasm,G1/S-specific cyclin-D3
http://smpdb.ca/pathways/#Protein/12070,Tetraacyldisaccharide 4'-kinase
http://smpdb.ca/pathways/#Protein/19801_Cytoplasm,High mobility group protein B1
http://smpdb.ca/pathways/#Protein/17247_Cytosol,Putative 6-pyruvoyl tetrahydrobiopterin synthase
http://smpdb.ca/pathways/#Protein/1699_Extracellular_Space,Fibrinogen gamma chain
http://smpdb.ca/pathways/#Protein/11563_Chloroplast,demethylphylloquinol methyltransferase
http://smpdb.ca/pathways/#Protein/10471,Choline transporter-like protein 2
http://smpdb.ca/pathways/#Protein/10601,phosphoserine phosphatase
http://smpdb.ca/pathways/#Protein/13689_Cell_Membrane,Peptidyl-glycine alpha-amidating monooxygenase
http://smpdb.ca/pathways/#Protein/4408_Cytoplasm,Egl nine homolog 3
http://smpdb.ca/pathways/#Protein/453_Mitochondrion,"Ferritin, mitochondrial"
http://smpdb.ca/pathways/#Protein/15046_Cytosol,Glutamate--cysteine ligase
http://smpdb.ca/pathways/#Protein/13887_Cytosol,Tyrosinase
http://smpdb.ca/pathways/#Protein/13763,"Serine hydroxymethyltransferase, cytosolic"
http://smpdb.ca/pathways/#Protein/16962_Mitochondrion,Oxygen-dependent coproporphyrinogen-III oxidase
http://smpdb.ca/pathways/#Protein/5911,Histidine biosynthesis bifunctional protein hisIE
http://smpdb.ca/pathways/#Protein/17248_Cytosol,6-pyruvoyl tetrahydrobiopterin synthase
http://smpdb.ca/pathways/#Protein/13546_Cell_Membrane,Phosphatidylinositol 3-kinase catalytic subunit type 3
http://smpdb.ca/pathways/#Protein/10624,3-oxoacyl-[acyl-carrier-protein] reductase
http://smpdb.ca/pathways/#Protein/20478,ATP-sensitive inward rectifier potassium channel 8
http://smpdb.ca/pathways/#Protein/19828_Cytoplasm,Chromatin assembly factor 1 subunit A
http://smpdb.ca/pathways/#Protein/5870_Cytosol,Glutathione synthetase
http://smpdb.ca/pathways/#Protein/19571_Cytosol,High affinity immunoglobulin epsilon receptor subunit gamma
http://smpdb.ca/pathways/#Protein/4190_Cytosol,Serine racemase
http://smpdb.ca/pathways/#Protein/12267,4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin)
http://smpdb.ca/pathways/#Protein/5844_Cytosol,Tryptophan biosynthesis protein trpCF
http://smpdb.ca/pathways/#Protein/6331,Enterochelin esterase
http://smpdb.ca/pathways/#Protein/658_Mitochondrion,"Glutamate dehydrogenase 1, mitochondrial"
http://smpdb.ca/pathways/#Protein/5798_Nucleus,Thyroglobulin
http://smpdb.ca/pathways/#Protein/21972_Cytoplasm,Ras GTPase-activating protein 1
http://smpdb.ca/pathways/#Protein/15175_Mitochondrion,"Probable medium-chain specific acyl-CoA dehydrogenase, mitochondrial"
http://smpdb.ca/pathways/#Protein/19529_Cell_Membrane,Follicle-stimulating hormone receptor
http://smpdb.ca/pathways/#Protein/20993_Cytoplasm,Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit gamma
http://smpdb.ca/pathways/#Protein/2177,Electrogenic sodium bicarbonate cotransporter 1
http://smpdb.ca/pathways/#Protein/71_Cytosol,Aldo-keto reductase family 1 member C4
http://smpdb.ca/pathways/#Protein/22116,Polyubiquitin-C
http://smpdb.ca/pathways/#Protein/10807,acetate--CoA ligase ACS2 
http://smpdb.ca/pathways/#Protein/20664_Cytoplasm,60S acidic ribosomal protein P1
http://smpdb.ca/pathways/#Protein/19670_Cell_Membrane,Insulin receptor
http://smpdb.ca/pathways/#Protein/17474_Endoplasmic_Reticulum_Membrane,Endoplasmic reticulum chaperone BiP
http://smpdb.ca/pathways/#Protein/15919_Cytoplasm,Fatty Acid CoA Synthetase family
http://smpdb.ca/pathways/#Protein/12126_Cytosol,Formate-dependent phosphoribosylglycinamide formyltransferase
http://smpdb.ca/pathways/#Protein/201_Peroxisome,D-amino-acid oxidase
http://smpdb.ca/pathways/#Protein/16875_Cell_Membrane,Synaptojanin-1
http://smpdb.ca/pathways/#Protein/15936,Multidrug resistance protein pgp-1
http://smpdb.ca/pathways/#Protein/6771,[Citrate [pro-3S]-lyase] ligase
http://smpdb.ca/pathways/#Protein/12055_Cytosol,Aspartate 1-decarboxylase
http://smpdb.ca/pathways/#Protein/9971_Mitochondrial_Matrix,"Pyruvate dehydrogenase complex protein X component, mitochondrial"
http://smpdb.ca/pathways/#Protein/15427_Endoplasmic_Reticulum_Membrane,Cytochrome P450 2E1
http://smpdb.ca/pathways/#Protein/6403,Aspartyl-tRNA synthetase
http://smpdb.ca/pathways/#Protein/22097_Cell_Membrane,Toll/interleukin-1 receptor domain-containing adapter protein
http://smpdb.ca/pathways/#Protein/1751_Mitochondrial_Matrix,"Proline dehydrogenase 1, mitochondrial"
http://smpdb.ca/pathways/#Protein/22994,Sideroflexin FSF1
http://smpdb.ca/pathways/#Protein/6511,Trehalose-phosphate phosphatase
http://smpdb.ca/pathways/#Protein/11753_Mitochondrial_Inner_Membrane,cytochrome c oxidase subunit 1
http://smpdb.ca/pathways/#Protein/683_Cytoplasm,Creatine kinase B-type
http://smpdb.ca/pathways/#Protein/22180_Cytoplasm,Monocyte differentiation antigen CD14
http://smpdb.ca/pathways/#Protein/11101_Cell_Membrane,Phospholipid-transporting ATPase DNF2
http://smpdb.ca/pathways/#Protein/11595_Cytosol,cytokinin UDP glycosyltransferase
http://smpdb.ca/pathways/#Protein/21863_Nucleus,Prelamin-A/C
http://smpdb.ca/pathways/#Protein/518_Extracellular_Space,Biotinidase
http://smpdb.ca/pathways/#Protein/17975_Nucleus,Period circadian protein homolog 1
http://smpdb.ca/pathways/#Protein/17207_Cytosol,Thymidylate synthase
http://smpdb.ca/pathways/#Protein/13596_Cytoplasm,Fructose-bisphosphate aldolase B
http://smpdb.ca/pathways/#Protein/6601,3-keto-L-gulonate-6-phosphate decarboxylase ulaD
http://smpdb.ca/pathways/#Protein/12132,Adenylate kinase
http://smpdb.ca/pathways/#Protein/806,"Fumarate hydratase, mitochondrial"
http://smpdb.ca/pathways/#Protein/14661_Extracellular_Space,Monocyte differentiation antigen CD14
http://smpdb.ca/pathways/#Protein/16269_Endoplasmic_Reticulum,"CG4825, isoform A"
http://smpdb.ca/pathways/#Protein/16783_Cytoplasm,"cGMP-specific 3',5'-cyclic phosphodiesterase"
http://smpdb.ca/pathways/#Protein/10857_Nucleus,Unknown
http://smpdb.ca/pathways/#Protein/10885_Cytosol,"1,3-beta-glucan synthase FKS3"
http://smpdb.ca/pathways/#Protein/7837,Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha
http://smpdb.ca/pathways/#Protein/21809_Cell_Membrane,DAXX protein
http://smpdb.ca/pathways/#Protein/Generic266_Mitochondrion,Lipoamide-E
http://smpdb.ca/pathways/#Protein/22168_Extracellular_Space,Complement component C9
http://smpdb.ca/pathways/#Protein/20817_Nucleus,Homeobox protein Nkx-2.5
http://smpdb.ca/pathways/#Protein/21709_Cytoplasm,Proteasome subunit alpha type-6
http://smpdb.ca/pathways/#Protein/22_Mitochondrion,"5-aminolevulinate synthase, nonspecific, mitochondrial"
http://smpdb.ca/pathways/#Protein/22266,Toll-like receptor 8
http://smpdb.ca/pathways/#Protein/16525_Cytosol,Macrophage migration inhibitory factor
http://smpdb.ca/pathways/#Protein/21768_Cytoplasm,26S proteasome regulatory subunit 8
http://smpdb.ca/pathways/#Protein/254_Endoplasmic_Reticulum,Squalene synthase
http://smpdb.ca/pathways/#Protein/9969_Endoplasmic_Reticulum_Membrane,Unknown
http://smpdb.ca/pathways/#Protein/785_Cytosol,Inositol oxygenase
http://smpdb.ca/pathways/#Protein/11054_Cytosol,Tryptophan aminotransferase-related protein 2
http://smpdb.ca/pathways/#Protein/20178_Cytoplasm,40S ribosomal protein S16
http://smpdb.ca/pathways/#Protein/11630_chloroplast,galactolipid:galactolipid galactosyltransferase
http://smpdb.ca/pathways/#Protein/251_Mitochondrion,"Methylmalonyl-CoA mutase, mitochondrial"
http://smpdb.ca/pathways/#Protein/7313,Uncharacterized protein ygfH
http://smpdb.ca/pathways/#Protein/10487,glutamate synthase
http://smpdb.ca/pathways/#Protein/16931_Cell_Membrane,Beclin-1
http://smpdb.ca/pathways/#Protein/11544_Chloroplast,isopentenyl diphosphate isomerase
http://smpdb.ca/pathways/#Protein/14291_Mitochondrial_Inner_Membrane,"Phosphatidylserine decarboxylase proenzyme, mitochondrial"
http://smpdb.ca/pathways/#Protein/9530_Cytoplasm,Signal transducer and activator of transcription 5A
http://smpdb.ca/pathways/#Protein/11799_Cytosol,sorbitol dehydrogenase
http://smpdb.ca/pathways/#Protein/17375_Cytoplasm,Phosphatidylinositol 3-kinase regulatory subunit alpha
http://smpdb.ca/pathways/#Protein/19888,Transient receptor potential cation channel subfamily V member 4
http://smpdb.ca/pathways/#Protein/17668_Cytosol,Probable cytoplasmic aconitate hydratase
http://smpdb.ca/pathways/#Protein/16028_Endoplasmic_Reticulum,Cytochrome P450 4F1
http://smpdb.ca/pathways/#Protein/6064,S-adenosylmethionine synthase
http://smpdb.ca/pathways/#Protein/17444_Cytosol,Retinoid isomerohydrolase
http://smpdb.ca/pathways/#Protein/19657_Cytoplasm,Insulin receptor substrate 1
http://smpdb.ca/pathways/#Protein/16143_Cytosol,Phosphoglycerate mutase 1
http://smpdb.ca/pathways/#Protein/19583_Cytoplasm,Tyrosine-protein kinase Fyn
http://smpdb.ca/pathways/#Protein/15047_Cytoplasm,Glutamate--cysteine ligase
http://smpdb.ca/pathways/#Protein/6765,2-methylcitrate dehydratase
http://smpdb.ca/pathways/#Protein/13615_Mitochondrial_Matrix,"Fumarate hydratase, mitochondrial"
http://smpdb.ca/pathways/#Protein/19359_Cytoplasm,cAMP-dependent protein kinase catalytic subunit beta
http://smpdb.ca/pathways/#Protein/13727_Cytoplasm,Protein arginine N-methyltransferase 9
http://smpdb.ca/pathways/#Protein/15454_Mitochondrion,"Trimethyllysine dioxygenase, mitochondrial"
http://smpdb.ca/pathways/#Protein/14627_Cytoplasm,"Carbamoyl-phosphate synthase [ammonia], mitochondrial"
http://smpdb.ca/pathways/#Protein/15785_Cell_Membrane,Ectonucleotide pyrophosphatase/phosphodiesterase C27A7.1
http://smpdb.ca/pathways/#Protein/20187_Cytoplasm,40S ribosomal protein S26
http://smpdb.ca/pathways/#Protein/4299,Sodium channel protein type 10 subunit alpha
http://smpdb.ca/pathways/#Protein/15879_Mitochondrion,"Ubiquinone biosynthesis monooxygenase COQ6, mitochondrial"
http://smpdb.ca/pathways/#Protein/11908,Isocitrate dehydrogenase [NADP]
