entityRef,entityRefID
http://smpdb.ca/pathways/#ProteinReference/892,Q15125
http://smpdb.ca/pathways/#ProteinReference/16294,Q9VXI7
http://smpdb.ca/pathways/#ProteinReference/16166,Q08DD9
http://smpdb.ca/pathways/#ProteinReference/15129,Q2KJD9
http://smpdb.ca/pathways/#ProteinReference/11476,Z0Z000
http://smpdb.ca/pathways/#ProteinReference/15043,Q9VAH1
http://smpdb.ca/pathways/#ProteinReference/13816,Q8BJ03
http://smpdb.ca/pathways/#ProteinReference/10758,P32178
http://smpdb.ca/pathways/#ProteinReference/15046,Q20117
http://smpdb.ca/pathways/#ProteinReference/13738,Q8K4S1
http://smpdb.ca/pathways/#ProteinReference/8433,P01106
http://smpdb.ca/pathways/#ProteinReference/6663,P60651
http://smpdb.ca/pathways/#ProteinReference/14988,O35078
http://smpdb.ca/pathways/#ProteinReference/11495,Q9LWA6
http://smpdb.ca/pathways/#ProteinReference/11992,A6V489
http://smpdb.ca/pathways/#ProteinReference/19946,Q08DY6
http://smpdb.ca/pathways/#ProteinReference/13762,Q61420
http://smpdb.ca/pathways/#ProteinReference/1948,P41231
http://smpdb.ca/pathways/#ProteinReference/14956,Q21217
http://smpdb.ca/pathways/#ProteinReference/6094,P0A8V2
http://smpdb.ca/pathways/#ProteinReference/17106,P91856
http://smpdb.ca/pathways/#ProteinReference/16696,Q9VMY9
http://smpdb.ca/pathways/#ProteinReference/20821,O02786
http://smpdb.ca/pathways/#ProteinReference/13627,Q9D0M1
http://smpdb.ca/pathways/#ProteinReference/16618,F1N7C5
http://smpdb.ca/pathways/#ProteinReference/2241,P43005
http://smpdb.ca/pathways/#ProteinReference/8088,P46778
http://smpdb.ca/pathways/#ProteinReference/20802,A1A5N8
http://smpdb.ca/pathways/#ProteinReference/5874,P04951
http://smpdb.ca/pathways/#ProteinReference/16304,Q4KM73
http://smpdb.ca/pathways/#ProteinReference/11618,O65202
http://smpdb.ca/pathways/#ProteinReference/1939,Q8N465
http://smpdb.ca/pathways/#ProteinReference/16242,Q3T193
http://smpdb.ca/pathways/#ProteinReference/15936,Q21349
http://smpdb.ca/pathways/#ProteinReference/19512,B2RYS5
http://smpdb.ca/pathways/#ProteinReference/10944,P36148
http://smpdb.ca/pathways/#ProteinReference/2014,O15229
http://smpdb.ca/pathways/#ProteinReference/11601,Q9LZA6
http://smpdb.ca/pathways/#ProteinReference/17209,Q9VQJ3
http://smpdb.ca/pathways/#ProteinReference/6715,P75728
http://smpdb.ca/pathways/#ProteinReference/6732,P76038
http://smpdb.ca/pathways/#ProteinReference/16857,D3ZQM7
http://smpdb.ca/pathways/#ProteinReference/10379,P76658
http://smpdb.ca/pathways/#ProteinReference/7386,P25534
http://smpdb.ca/pathways/#ProteinReference/14986,Q9TRA3
http://smpdb.ca/pathways/#ProteinReference/19655,A2TJT9
http://smpdb.ca/pathways/#ProteinReference/10453,P39161
http://smpdb.ca/pathways/#ProteinReference/19794,E9PX08
http://smpdb.ca/pathways/#ProteinReference/15112,O44413
http://smpdb.ca/pathways/#ProteinReference/866,P11586
http://smpdb.ca/pathways/#ProteinReference/19945,Q80VZ3
http://smpdb.ca/pathways/#ProteinReference/7500,P77434
http://smpdb.ca/pathways/#ProteinReference/11605,Q9SS48
http://smpdb.ca/pathways/#ProteinReference/1783,P05412
http://smpdb.ca/pathways/#ProteinReference/6139,P0A9S1
http://smpdb.ca/pathways/#ProteinReference/10576,P32604
http://smpdb.ca/pathways/#ProteinReference/19939,P48317
http://smpdb.ca/pathways/#ProteinReference/20305,G3MXA4
http://smpdb.ca/pathways/#ProteinReference/387,P31937
http://smpdb.ca/pathways/#ProteinReference/19878,Q61058
http://smpdb.ca/pathways/#ProteinReference/11463,Q8RXN3
http://smpdb.ca/pathways/#ProteinReference/15216,Q9VTZ4
http://smpdb.ca/pathways/#ProteinReference/16959,E1BEX4
http://smpdb.ca/pathways/#ProteinReference/20394,Q2KJG9
http://smpdb.ca/pathways/#ProteinReference/14357,P01241
http://smpdb.ca/pathways/#ProteinReference/21734,P97719
http://smpdb.ca/pathways/#ProteinReference/16363,P97902
http://smpdb.ca/pathways/#ProteinReference/7737,Q6PEM8
http://smpdb.ca/pathways/#ProteinReference/6631,P45568
http://smpdb.ca/pathways/#ProteinReference/10682,P04161
http://smpdb.ca/pathways/#ProteinReference/12059,B7V2S6
http://smpdb.ca/pathways/#ProteinReference/15651,F1MM38
http://smpdb.ca/pathways/#ProteinReference/10446,P0A9Q1
http://smpdb.ca/pathways/#ProteinReference/16759,B3STU2
http://smpdb.ca/pathways/#ProteinReference/15387,Q9VNC3
http://smpdb.ca/pathways/#ProteinReference/19592,P08487
http://smpdb.ca/pathways/#ProteinReference/10492,P38067
http://smpdb.ca/pathways/#ProteinReference/114,P22413
http://smpdb.ca/pathways/#ProteinReference/10786,Q12320
http://smpdb.ca/pathways/#ProteinReference/14352,P51617
http://smpdb.ca/pathways/#ProteinReference/20594,Q5E973
http://smpdb.ca/pathways/#ProteinReference/13573,Q8S8S9
http://smpdb.ca/pathways/#ProteinReference/10619,P39518
http://smpdb.ca/pathways/#ProteinReference/22842,P14891
http://smpdb.ca/pathways/#ProteinReference/10663,P33333
http://smpdb.ca/pathways/#ProteinReference/10118,P56100
http://smpdb.ca/pathways/#ProteinReference/11173,Q9FYA6
http://smpdb.ca/pathways/#ProteinReference/19358,P24256
http://smpdb.ca/pathways/#ProteinReference/13906,Q07417
http://smpdb.ca/pathways/#ProteinReference/16917,F1MLV0
http://smpdb.ca/pathways/#ProteinReference/11803,Q9MA79
http://smpdb.ca/pathways/#ProteinReference/15266,Q21962
http://smpdb.ca/pathways/#ProteinReference/20419,P29754
http://smpdb.ca/pathways/#ProteinReference/12030,A6UX87
http://smpdb.ca/pathways/#ProteinReference/3381,P35236
http://smpdb.ca/pathways/#ProteinReference/17485,Q0V8E1
http://smpdb.ca/pathways/#ProteinReference/10762,P16467
http://smpdb.ca/pathways/#ProteinReference/14977,P15178
http://smpdb.ca/pathways/#ProteinReference/7344,P0AAF6
http://smpdb.ca/pathways/#ProteinReference/11536,Q9C5X8
http://smpdb.ca/pathways/#ProteinReference/13982,Q9Z0R9
http://smpdb.ca/pathways/#GenericProteinReference/252,
http://smpdb.ca/pathways/#ProteinReference/16884,A5JYT5
http://smpdb.ca/pathways/#ProteinReference/6737,P76085
http://smpdb.ca/pathways/#ProteinReference/17316,Q9Z1G6
http://smpdb.ca/pathways/#ProteinReference/13644,Q9Z2Z9
http://smpdb.ca/pathways/#ProteinReference/16557,G5EGA6
http://smpdb.ca/pathways/#ProteinReference/10606,P37303
http://smpdb.ca/pathways/#ProteinReference/16213,G8JY50
http://smpdb.ca/pathways/#ProteinReference/14697,P56945
http://smpdb.ca/pathways/#ProteinReference/16753,Q5E9G9
http://smpdb.ca/pathways/#ProteinReference/12129,A6V9K1
http://smpdb.ca/pathways/#ProteinReference/21899,Q9CT81
http://smpdb.ca/pathways/#ProteinReference/19459,P05627
http://smpdb.ca/pathways/#ProteinReference/16438,Q9VLU5
http://smpdb.ca/pathways/#ProteinReference/12032,A6V7B0
http://smpdb.ca/pathways/#ProteinReference/17406,P10894
http://smpdb.ca/pathways/#ProteinReference/11017,P25044
http://smpdb.ca/pathways/#ProteinReference/1045,P53985
http://smpdb.ca/pathways/#ProteinReference/6115,P0A9D2
http://smpdb.ca/pathways/#ProteinReference/22403,Q9Z0K3
http://smpdb.ca/pathways/#ProteinReference/13885,Q9WUM5
http://smpdb.ca/pathways/#ProteinReference/736,P48637
http://smpdb.ca/pathways/#ProteinReference/16083,Q5EBD7
http://smpdb.ca/pathways/#ProteinReference/7336,P75898
http://smpdb.ca/pathways/#ProteinReference/21207,Q9R254
http://smpdb.ca/pathways/#ProteinReference/183,P42898
http://smpdb.ca/pathways/#ProteinReference/20234,Q5XHY5
http://smpdb.ca/pathways/#ProteinReference/14730,P11912
http://smpdb.ca/pathways/#ProteinReference/16108,Q6LE98
http://smpdb.ca/pathways/#ProteinReference/6516,P32131
http://smpdb.ca/pathways/#ProteinReference/2239,Q9NRD8
http://smpdb.ca/pathways/#ProteinReference/7195,P30750
http://smpdb.ca/pathways/#ProteinReference/2,P32321
http://smpdb.ca/pathways/#ProteinReference/11485,Q39055
http://smpdb.ca/pathways/#ProteinReference/7945,P62191
http://smpdb.ca/pathways/#ProteinReference/10922,P18900
http://smpdb.ca/pathways/#ProteinReference/14925,Q3UX11
http://smpdb.ca/pathways/#ProteinReference/10994,P40351
http://smpdb.ca/pathways/#ProteinReference/82,Q8WVQ1
http://smpdb.ca/pathways/#ProteinReference/14709,Q13017
http://smpdb.ca/pathways/#ProteinReference/15240,Q29RY9
http://smpdb.ca/pathways/#ProteinReference/12024,Q02PT3
http://smpdb.ca/pathways/#ProteinReference/5995,P0A6J1
http://smpdb.ca/pathways/#ProteinReference/21585,B2RSH2
http://smpdb.ca/pathways/#ProteinReference/3945,Q9UJ83
http://smpdb.ca/pathways/#ProteinReference/12052,A6VCM8
http://smpdb.ca/pathways/#ProteinReference/20574,Q3T087
http://smpdb.ca/pathways/#ProteinReference/19450,Q4KSH7
http://smpdb.ca/pathways/#ProteinReference/6291,P0AGG0
http://smpdb.ca/pathways/#ProteinReference/1041,P36871
http://smpdb.ca/pathways/#ProteinReference/16104,Q8VIE7
http://smpdb.ca/pathways/#ProteinReference/15000,Q9VXD5
http://smpdb.ca/pathways/#ProteinReference/10556,Q07938
http://smpdb.ca/pathways/#ProteinReference/471,P19224
http://smpdb.ca/pathways/#ProteinReference/2280,P41247
http://smpdb.ca/pathways/#ProteinReference/13640,Q9QZ08
http://smpdb.ca/pathways/#ProteinReference/16638,O45659
http://smpdb.ca/pathways/#ProteinReference/20161,P25444
http://smpdb.ca/pathways/#ProteinReference/17109,Q2KHU0
http://smpdb.ca/pathways/#ProteinReference/19753,P02698
http://smpdb.ca/pathways/#ProteinReference/22142,Q546R9
http://smpdb.ca/pathways/#ProteinReference/10602,P37291
http://smpdb.ca/pathways/#ProteinReference/952,Q08477
http://smpdb.ca/pathways/#ProteinReference/17258,Q9XVJ3
http://smpdb.ca/pathways/#ProteinReference/11935,B7V5F3
http://smpdb.ca/pathways/#ProteinReference/5832,P00805
http://smpdb.ca/pathways/#ProteinReference/20517,F1MX37
http://smpdb.ca/pathways/#GenericProteinReference/192,
http://smpdb.ca/pathways/#ProteinReference/10864,P00830
http://smpdb.ca/pathways/#ProteinReference/11061,Q9SCL7
http://smpdb.ca/pathways/#ProteinReference/15125,O61388
http://smpdb.ca/pathways/#ProteinReference/5780,Q01362
http://smpdb.ca/pathways/#ProteinReference/15231,P05708
http://smpdb.ca/pathways/#ProteinReference/1133,P56381
http://smpdb.ca/pathways/#ProteinReference/20034,P43481
http://smpdb.ca/pathways/#ProteinReference/1598,P63000
http://smpdb.ca/pathways/#ProteinReference/11491,Q7XA78
http://smpdb.ca/pathways/#ProteinReference/6512,P31979
http://smpdb.ca/pathways/#ProteinReference/11697,Q9S831
http://smpdb.ca/pathways/#ProteinReference/16905,Q6P502
http://smpdb.ca/pathways/#ProteinReference/13563,Q9STY4
http://smpdb.ca/pathways/#ProteinReference/6510,P31677
http://smpdb.ca/pathways/#ProteinReference/2127,Q92633
http://smpdb.ca/pathways/#ProteinReference/22022,Q62380
http://smpdb.ca/pathways/#ProteinReference/5915,P07003
http://smpdb.ca/pathways/#ProteinReference/2308,O95864
http://smpdb.ca/pathways/#ProteinReference/17632,Q9JM94
http://smpdb.ca/pathways/#ProteinReference/20030,P25118
http://smpdb.ca/pathways/#ProteinReference/11274,N1NWI7
http://smpdb.ca/pathways/#ProteinReference/13564,Q8GWP5
http://smpdb.ca/pathways/#ProteinReference/13845,Q8BMK1
http://smpdb.ca/pathways/#ProteinReference/13680,Q571I9
http://smpdb.ca/pathways/#ProteinReference/12033,A6UYW1
http://smpdb.ca/pathways/#ProteinReference/16918,Q9XZR0
http://smpdb.ca/pathways/#ProteinReference/13834,P54822
http://smpdb.ca/pathways/#ProteinReference/16525,P30904
http://smpdb.ca/pathways/#ProteinReference/21087,G3X8V1
http://smpdb.ca/pathways/#ProteinReference/22237,Q29RQ6
http://smpdb.ca/pathways/#ProteinReference/13560,Q9FI78
http://smpdb.ca/pathways/#ProteinReference/17260,P22443
http://smpdb.ca/pathways/#ProteinReference/10551,P38840
http://smpdb.ca/pathways/#ProteinReference/11825,Z0Z000
http://smpdb.ca/pathways/#ProteinReference/6201,P0AC47
http://smpdb.ca/pathways/#ProteinReference/15345,Q19437
http://smpdb.ca/pathways/#ProteinReference/973,P11712
http://smpdb.ca/pathways/#ProteinReference/11102,P42838
http://smpdb.ca/pathways/#ProteinReference/1266,P06239
http://smpdb.ca/pathways/#ProteinReference/303,P50416
http://smpdb.ca/pathways/#ProteinReference/15050,Q9VCW6
http://smpdb.ca/pathways/#ProteinReference/805,P40925
http://smpdb.ca/pathways/#ProteinReference/6185,P0ABQ4
http://smpdb.ca/pathways/#ProteinReference/11057,Q93WX6
http://smpdb.ca/pathways/#ProteinReference/16487,Q8SXT5
http://smpdb.ca/pathways/#ProteinReference/1328,O15530
http://smpdb.ca/pathways/#ProteinReference/5978,P0A6B4
http://smpdb.ca/pathways/#ProteinReference/7049,P0AEU3
http://smpdb.ca/pathways/#ProteinReference/16985,Q7M338
http://smpdb.ca/pathways/#ProteinReference/20598,Q861S4
http://smpdb.ca/pathways/#ProteinReference/15006,Q9VXT7
http://smpdb.ca/pathways/#ProteinReference/2449,P11168
http://smpdb.ca/pathways/#ProteinReference/20094,Q2PDP3
http://smpdb.ca/pathways/#ProteinReference/1262,P17612
http://smpdb.ca/pathways/#ProteinReference/15906,Q3T0S9
http://smpdb.ca/pathways/#ProteinReference/10873,P38709
http://smpdb.ca/pathways/#ProteinReference/19913,Q07813
http://smpdb.ca/pathways/#ProteinReference/13251,Q02R79
http://smpdb.ca/pathways/#ProteinReference/6574,P37610
http://smpdb.ca/pathways/#ProteinReference/15873,E1JHN2
http://smpdb.ca/pathways/#ProteinReference/796,Q9Y617
http://smpdb.ca/pathways/#ProteinReference/13681,Q8JZQ5
http://smpdb.ca/pathways/#ProteinReference/1286,P51570
http://smpdb.ca/pathways/#ProteinReference/19566,P12840
http://smpdb.ca/pathways/#ProteinReference/14222,Q9CX98
http://smpdb.ca/pathways/#ProteinReference/20381,Q8BIP2
http://smpdb.ca/pathways/#ProteinReference/1853,Q9H244
http://smpdb.ca/pathways/#ProteinReference/22638,Q9VRM7
http://smpdb.ca/pathways/#ProteinReference/11661,P83755
http://smpdb.ca/pathways/#ProteinReference/11119,Q9ZNZ7
http://smpdb.ca/pathways/#ProteinReference/11212,Q94A94
http://smpdb.ca/pathways/#GenericProteinReference/146,
http://smpdb.ca/pathways/#ProteinReference/19855,Q63728
http://smpdb.ca/pathways/#ProteinReference/11553,Q9S7N2
http://smpdb.ca/pathways/#ProteinReference/611,P12081
http://smpdb.ca/pathways/#ProteinReference/5216,O15516
http://smpdb.ca/pathways/#ProteinReference/17166,Q7K209
http://smpdb.ca/pathways/#ProteinReference/16417,Q3YM99
http://smpdb.ca/pathways/#ProteinReference/10467,P54885
http://smpdb.ca/pathways/#ProteinReference/13849,Q91VT4
http://smpdb.ca/pathways/#ProteinReference/11684,
http://smpdb.ca/pathways/#ProteinReference/14365,P09429
http://smpdb.ca/pathways/#ProteinReference/21901,E1BBQ3
http://smpdb.ca/pathways/#ProteinReference/20359,F1M1M6
http://smpdb.ca/pathways/#ProteinReference/19550,Q52KE5
http://smpdb.ca/pathways/#ProteinReference/22383,P50586
http://smpdb.ca/pathways/#ProteinReference/7932,P25787
http://smpdb.ca/pathways/#ProteinReference/987,P50897
http://smpdb.ca/pathways/#ProteinReference/6744,P76251
http://smpdb.ca/pathways/#ProteinReference/16165,Q7JKI2
http://smpdb.ca/pathways/#ProteinReference/6266,P0AFD4
http://smpdb.ca/pathways/#ProteinReference/17507,Q9V4U7
http://smpdb.ca/pathways/#ProteinReference/11883,Q02J03
http://smpdb.ca/pathways/#ProteinReference/21059,Q794E3
http://smpdb.ca/pathways/#ProteinReference/16006,A5PJV3
http://smpdb.ca/pathways/#ProteinReference/6494,P30744
http://smpdb.ca/pathways/#ProteinReference/16392,Q1LZ95
http://smpdb.ca/pathways/#ProteinReference/11046,Q42560
http://smpdb.ca/pathways/#ProteinReference/14638,P50554
http://smpdb.ca/pathways/#ProteinReference/7648,P32156
http://smpdb.ca/pathways/#ProteinReference/20410,P11859
http://smpdb.ca/pathways/#ProteinReference/10376,P0AEM9
http://smpdb.ca/pathways/#ProteinReference/21790,O35669
http://smpdb.ca/pathways/#ProteinReference/11591,Z0Z000
http://smpdb.ca/pathways/#ProteinReference/14781,Q93841
http://smpdb.ca/pathways/#ProteinReference/13870,O88908
http://smpdb.ca/pathways/#ProteinReference/8954,P52630
http://smpdb.ca/pathways/#ProteinReference/20734,Q3T0R1
http://smpdb.ca/pathways/#ProteinReference/5790,Q06055
http://smpdb.ca/pathways/#ProteinReference/17329,Q04645
http://smpdb.ca/pathways/#ProteinReference/4302,P51172
http://smpdb.ca/pathways/#ProteinReference/7224,P77455
http://smpdb.ca/pathways/#ProteinReference/7431,P17583
http://smpdb.ca/pathways/#ProteinReference/16972,Q9VYH1
http://smpdb.ca/pathways/#ProteinReference/22866,Q9LW27
http://smpdb.ca/pathways/#ProteinReference/11719,P93313
http://smpdb.ca/pathways/#GenericProteinReference/195,
http://smpdb.ca/pathways/#ProteinReference/1545,P38435
http://smpdb.ca/pathways/#ProteinReference/20331,Q62672
http://smpdb.ca/pathways/#ProteinReference/1054,Q13976
http://smpdb.ca/pathways/#ProteinReference/22977,Q8VWZ8
http://smpdb.ca/pathways/#ProteinReference/2410,O75751
http://smpdb.ca/pathways/#ProteinReference/21718,Q62039
http://smpdb.ca/pathways/#GenericProteinReference/265,C16255
http://smpdb.ca/pathways/#ProteinReference/21890,Q53YM5
http://smpdb.ca/pathways/#ProteinReference/16095,Q925V4
http://smpdb.ca/pathways/#ProteinReference/22254,P22646
http://smpdb.ca/pathways/#ProteinReference/2358,Q86WU2
http://smpdb.ca/pathways/#ProteinReference/11811,Q8RWE8
http://smpdb.ca/pathways/#ProteinReference/40,Q9NUB1
http://smpdb.ca/pathways/#ProteinReference/912,P18054
http://smpdb.ca/pathways/#ProteinReference/13665,Q9JII6
http://smpdb.ca/pathways/#ProteinReference/14579,A6V2W2
http://smpdb.ca/pathways/#ProteinReference/10970,P50942
http://smpdb.ca/pathways/#ProteinReference/20803,P46197
http://smpdb.ca/pathways/#ProteinReference/11898,A6V0B3
http://smpdb.ca/pathways/#ProteinReference/15148,Q7JR58
http://smpdb.ca/pathways/#ProteinReference/17676,P11981
http://smpdb.ca/pathways/#ProteinReference/6106,P0A991
http://smpdb.ca/pathways/#ProteinReference/13793,O09173
http://smpdb.ca/pathways/#ProteinReference/15574,Q8MLS1
http://smpdb.ca/pathways/#ProteinReference/7187,P0AGK1
http://smpdb.ca/pathways/#ProteinReference/6403,P21889
http://smpdb.ca/pathways/#ProteinReference/11111,P46248
http://smpdb.ca/pathways/#ProteinReference/7784,D3ZX08
http://smpdb.ca/pathways/#ProteinReference/20589,P19123
http://smpdb.ca/pathways/#ProteinReference/658,P00367
http://smpdb.ca/pathways/#ProteinReference/16930,Q4A1L4
http://smpdb.ca/pathways/#ProteinReference/11264,Q8S7B5
http://smpdb.ca/pathways/#ProteinReference/22839,Q94B35
http://smpdb.ca/pathways/#ProteinReference/3958,P48050
http://smpdb.ca/pathways/#ProteinReference/7874,P0A6G3
http://smpdb.ca/pathways/#ProteinReference/6031,P0A752
http://smpdb.ca/pathways/#ProteinReference/7252,P30745
http://smpdb.ca/pathways/#ProteinReference/10857,
http://smpdb.ca/pathways/#ProteinReference/13614,Q9Z2I9
http://smpdb.ca/pathways/#ProteinReference/17131,Q27464
http://smpdb.ca/pathways/#ProteinReference/20737,P17074
http://smpdb.ca/pathways/#ProteinReference/15868,Q9VHS7
http://smpdb.ca/pathways/#ProteinReference/880,O75891
http://smpdb.ca/pathways/#ProteinReference/14288,Q61907
http://smpdb.ca/pathways/#ProteinReference/19646,A9QWQ8
http://smpdb.ca/pathways/#ProteinReference/8036,P62263
http://smpdb.ca/pathways/#ProteinReference/19804,Q32L56
http://smpdb.ca/pathways/#ProteinReference/11679,Q39194
http://smpdb.ca/pathways/#ProteinReference/295,P54687
http://smpdb.ca/pathways/#ProteinReference/6176,P0ABF8
http://smpdb.ca/pathways/#ProteinReference/16745,Q6LDJ4
http://smpdb.ca/pathways/#ProteinReference/17511,Q05962
http://smpdb.ca/pathways/#ProteinReference/20986,Q9TS00
http://smpdb.ca/pathways/#ProteinReference/11066,Q9LVW7
http://smpdb.ca/pathways/#ProteinReference/10363,P31441
http://smpdb.ca/pathways/#ProteinReference/15505,G3V9K0
http://smpdb.ca/pathways/#ProteinReference/20742,Q32PB8
http://smpdb.ca/pathways/#ProteinReference/15755,Q9VSS5
http://smpdb.ca/pathways/#ProteinReference/15044,Q9NAQ8
http://smpdb.ca/pathways/#ProteinReference/16015,Q2KI84
http://smpdb.ca/pathways/#ProteinReference/19716,P31390
http://smpdb.ca/pathways/#ProteinReference/20583,P41123
http://smpdb.ca/pathways/#ProteinReference/10560,P12709
http://smpdb.ca/pathways/#ProteinReference/16087,Q4V8D1
http://smpdb.ca/pathways/#ProteinReference/538,P07814
http://smpdb.ca/pathways/#ProteinReference/15690,Q7K569
http://smpdb.ca/pathways/#ProteinReference/13647,Q9DCJ9
http://smpdb.ca/pathways/#ProteinReference/14923,Q8SY80
http://smpdb.ca/pathways/#ProteinReference/11032,Q9SX77
http://smpdb.ca/pathways/#ProteinReference/6336,P14407
http://smpdb.ca/pathways/#ProteinReference/21289,Q6GV19
http://smpdb.ca/pathways/#ProteinReference/16311,P00715
http://smpdb.ca/pathways/#ProteinReference/8485,O75293
http://smpdb.ca/pathways/#ProteinReference/6418,P23538
http://smpdb.ca/pathways/#ProteinReference/10772,P07285
http://smpdb.ca/pathways/#ProteinReference/603,Q08499
http://smpdb.ca/pathways/#ProteinReference/20322,Q0V8M6
http://smpdb.ca/pathways/#ProteinReference/11525,Z0Z000
http://smpdb.ca/pathways/#ProteinReference/20647,Q3MIC0
http://smpdb.ca/pathways/#ProteinReference/697,Q99447
http://smpdb.ca/pathways/#ProteinReference/15293,Q75UG4
http://smpdb.ca/pathways/#ProteinReference/16512,Q9R240
http://smpdb.ca/pathways/#ProteinReference/20203,Q9D0R2
http://smpdb.ca/pathways/#ProteinReference/11732,O22769
http://smpdb.ca/pathways/#ProteinReference/12062,A6V9L0
http://smpdb.ca/pathways/#ProteinReference/17140,P41994
http://smpdb.ca/pathways/#ProteinReference/11614,Q9ZPI6
http://smpdb.ca/pathways/#ProteinReference/20043,Q8MIJ0
http://smpdb.ca/pathways/#ProteinReference/7728,Q8R0Y6
http://smpdb.ca/pathways/#ProteinReference/16771,P19687
http://smpdb.ca/pathways/#ProteinReference/15237,Q95VY1
http://smpdb.ca/pathways/#ProteinReference/17569,Q9ES71
http://smpdb.ca/pathways/#ProteinReference/6569,P37351
http://smpdb.ca/pathways/#ProteinReference/8110,P62945
http://smpdb.ca/pathways/#ProteinReference/16160,Q960B6
http://smpdb.ca/pathways/#ProteinReference/14739,A0JNC1
http://smpdb.ca/pathways/#ProteinReference/2007,P35398
http://smpdb.ca/pathways/#ProteinReference/13832,Q5SUR0
http://smpdb.ca/pathways/#ProteinReference/14972,F1LPV0
http://smpdb.ca/pathways/#ProteinReference/15352,O89000
http://smpdb.ca/pathways/#ProteinReference/5782,P07948
http://smpdb.ca/pathways/#ProteinReference/11182,Q9SA18
http://smpdb.ca/pathways/#GenericProteinReference/172,
http://smpdb.ca/pathways/#ProteinReference/560,P49915
http://smpdb.ca/pathways/#ProteinReference/20432,P63251
http://smpdb.ca/pathways/#ProteinReference/1442,P20815
http://smpdb.ca/pathways/#ProteinReference/6327,P13009
http://smpdb.ca/pathways/#ProteinReference/10724,Q05776
http://smpdb.ca/pathways/#ProteinReference/22955,P03023
http://smpdb.ca/pathways/#ProteinReference/21368,Q3U793
http://smpdb.ca/pathways/#ProteinReference/12236,A6VAE3
http://smpdb.ca/pathways/#ProteinReference/13593,Q8K157
http://smpdb.ca/pathways/#ProteinReference/3177,P49768
http://smpdb.ca/pathways/#ProteinReference/10660,P40471
http://smpdb.ca/pathways/#ProteinReference/20676,Q548R1
http://smpdb.ca/pathways/#ProteinReference/3916,Q68CK6
http://smpdb.ca/pathways/#ProteinReference/10355,P0ADP0
http://smpdb.ca/pathways/#ProteinReference/14244,Q922Q4
http://smpdb.ca/pathways/#ProteinReference/14907,O17732
http://smpdb.ca/pathways/#ProteinReference/104,P23921
http://smpdb.ca/pathways/#ProteinReference/6375,P18843
http://smpdb.ca/pathways/#ProteinReference/1520,Q12879
http://smpdb.ca/pathways/#ProteinReference/15764,Q08DA5
http://smpdb.ca/pathways/#ProteinReference/20643,Q8MKI3
http://smpdb.ca/pathways/#ProteinReference/11713,P56758
http://smpdb.ca/pathways/#ProteinReference/20340,Q2TM53
http://smpdb.ca/pathways/#ProteinReference/14917,Q9V9A0
http://smpdb.ca/pathways/#ProteinReference/10988,P14020
http://smpdb.ca/pathways/#ProteinReference/1862,Q9UNQ0
http://smpdb.ca/pathways/#ProteinReference/20719,Q56JX8
http://smpdb.ca/pathways/#ProteinReference/21684,Q9R1P4
http://smpdb.ca/pathways/#ProteinReference/17320,Q28030
http://smpdb.ca/pathways/#ProteinReference/13724,Q9CZD3
http://smpdb.ca/pathways/#ProteinReference/10898,P53045
http://smpdb.ca/pathways/#ProteinReference/15698,A2VCW9
http://smpdb.ca/pathways/#ProteinReference/11755,P93285
http://smpdb.ca/pathways/#ProteinReference/20561,Q3T0S6
http://smpdb.ca/pathways/#ProteinReference/11053,Q9LR29
http://smpdb.ca/pathways/#ProteinReference/20395,P19637
http://smpdb.ca/pathways/#ProteinReference/14943,A4IFH5
http://smpdb.ca/pathways/#ProteinReference/15461,Q6TXG7
http://smpdb.ca/pathways/#ProteinReference/19418,A4GTP4
http://smpdb.ca/pathways/#ProteinReference/2967,Q14573
http://smpdb.ca/pathways/#ProteinReference/10962,P40559
http://smpdb.ca/pathways/#ProteinReference/20099,Q9D8E6
http://smpdb.ca/pathways/#ProteinReference/20712,Q3T0F4
http://smpdb.ca/pathways/#ProteinReference/6497,P30863
http://smpdb.ca/pathways/#ProteinReference/10534,P18544
http://smpdb.ca/pathways/#ProteinReference/11130,Q9ZPS4
http://smpdb.ca/pathways/#ProteinReference/5772,Q92934
http://smpdb.ca/pathways/#ProteinReference/6846,P25741
http://smpdb.ca/pathways/#ProteinReference/20692,Q56JV9
http://smpdb.ca/pathways/#ProteinReference/17095,Q3SZ20
http://smpdb.ca/pathways/#ProteinReference/256,O76062
http://smpdb.ca/pathways/#ProteinReference/8040,P08708
http://smpdb.ca/pathways/#ProteinReference/6690,P69503
http://smpdb.ca/pathways/#ProteinReference/15679,Q9V318
http://smpdb.ca/pathways/#ProteinReference/15619,Q68FX1
http://smpdb.ca/pathways/#ProteinReference/20622,P17702
http://smpdb.ca/pathways/#ProteinReference/22018,P52632
http://smpdb.ca/pathways/#ProteinReference/7139,P60752
http://smpdb.ca/pathways/#ProteinReference/19696,Q8CHX0
http://smpdb.ca/pathways/#ProteinReference/546,P33121
http://smpdb.ca/pathways/#ProteinReference/13643,Q9CRC9
http://smpdb.ca/pathways/#ProteinReference/16770,Q54A43
http://smpdb.ca/pathways/#ProteinReference/13879,Q9CQA9
http://smpdb.ca/pathways/#ProteinReference/6597,P39160
http://smpdb.ca/pathways/#ProteinReference/22375,Q99NE3
http://smpdb.ca/pathways/#ProteinReference/17486,P34329
